x坐标, y坐标
1563,0.00089
1563.5,0.00134
1564,0.00122
1564.5,0.0016
1565,0.00148
1565.5,0.00137
1566,0.00107
1566.5,0.0013
1567,0.00184
1567.5,0.00221
1568,0.00206
1568.5,0.0022
1569,0.0021
1569.5,0.002
1570,0.00228
1570.5,0.00276
1571,0.00237
1571.5,0.00194
1572,0.00169
1572.5,0.00186
1573,0.00201
1573.5,0.00242
1574,0.0026
1574.5,0.00267
1575,0.00265
1575.5,0.00246
1576,0.00266
1576.5,0.00303
1577,0.00269
1577.5,0.00279
1578,0.00296
1578.5,0.00312
1579,0.00324
1579.5,0.00309
1580,0.00281
1580.5,0.00266
1581,0.00281
1581.5,0.00288
1582,0.00309
1582.5,0.0029
1583,0.00277
1583.5,0.00293
1584,0.00248
1584.5,0.00214
1585,0.00216
1585.5,0.0019
1586,0.00161
1586.5,0.0018
1587,0.00188
1587.5,0.00198
1588,0.00162
1588.5,0.00172
1589,0.00153
1589.5,0.00173
1590,0.00167
1590.5,0.0018
1591,0.00164
1591.5,0.00193
1592,0.00184
1592.5,0.00187
1593,0.00182
1593.5,0.00136
1594,0.00134
1594.5,0.00171
1595,0.00156
1595.5,0.00166
1596,0.00122
1596.5,0.00106
1597,0.00064
1597.5,0.00104
1598,0.00139
1598.5,0.00153
1599,0.0023
1599.5,0.00211
1600,0.0024
1600.5,0.00231
1601,0.00236
1601.5,0.00272
1602,0.00268
1602.5,0.00246
1603,0.00238
1603.5,0.00274
1604,0.00264
1604.5,0.00221
1605,0.00219
1605.5,0.00164
1606,0.0016
1606.5,0.00188
1607,0.00173
1607.5,0.0019
1608,0.00219
1608.5,0.00203
1609,0.00204
1609.5,0.00188
1610,0.00128
1610.5,0.00114
1611,0.00098
1611.5,0.00114
1612,0.00118
1612.5,0.00121
1613,0.00122
1613.5,0.00111
1614,0.00073
1614.5,0.00084
1615,0.00101
1615.5,0.00126
1616,0.00106
1616.5,0.00096
1617,0.00102
1617.5,0.00118
1618,0.00113
1618.5,0.00099
1619,0.0011
1619.5,0.0011
1620,0.00125
1620.5,0.00121
1621,0.00133
1621.5,0.0014
1622,0.00143
1622.5,0.00111
1623,0.00092
1623.5,0.00064
1624,0.00052
1624.5,0.0008
1625,0.0006
1625.5,0.00055
1626,0.00072
1626.5,0.00016
1627,-0.00038
1627.5,-0.00035
1628,-0.00045
1628.5,-0.00032
1629,-0.00022
1629.5,-8.00E-05
1630,-0.00029
1630.5,-0.00082
1631,-0.00038
1631.5,0.00038
1632,0.00109
1632.5,0.00125
1633,0.00134
1633.5,0.00152
1634,0.00186
1634.5,0.00195
1635,0.00196
1635.5,0.00175
1636,0.00143
1636.5,0.00091
1637,0.00074
1637.5,0.00037
1638,0.00013
1638.5,-0.00053
1639,-0.00072
1639.5,-0.00073
1640,-0.00043
1640.5,-0.00036
1641,-0.00025
1641.5,-0.00012
1642,-9.00E-05
1642.5,-0.0001
1643,-0.00011
1643.5,-0.00019
1644,-0.0004
1644.5,-0.00052
1645,-0.00052
1645.5,-0.00032
1646,-0.00023
1646.5,-0.00034
1647,-0.00023
1647.5,-0.00055
1648,-0.0005
1648.5,-0.00017
1649,-0.00043
1649.5,-0.00051
1650,-0.00055
1650.5,-0.00067
1651,-0.00046
1651.5,-0.00061
1652,-0.00022
1652.5,-0.00023
1653,-2.00E-05
1653.5,-0.00029
1654,-3.00E-05
1654.5,-0.0003
1655,-0.00043
1655.5,-0.00035
1656,-0.00042
1656.5,-0.00013
1657,-0.00063
1657.5,-0.00111
1658,-0.00155
1658.5,-0.00147
1659,-0.00173
1659.5,-0.00182
1660,-0.00197
1660.5,-0.00199
1661,-0.00183
1661.5,-0.00193
1662,-0.00194
1662.5,-0.00164
1663,-0.00174
1663.5,-0.00162
1664,-0.00149
1664.5,-0.00157
1665,-0.00162
1665.5,-0.00129
1666,-0.00163
1666.5,-0.00156
1667,-0.00152
1667.5,-0.00165
1668,-0.00144
1668.5,-0.00129
1669,-0.00145
1669.5,-0.00161
1670,-0.00168
1670.5,-0.00134
1671,-0.00117
1671.5,-0.00159
1672,-0.00215
1672.5,-0.00246
1673,-0.0022
1673.5,-0.00193
1674,-0.00189
1674.5,-0.00186
1675,-0.00181
1675.5,-0.00194
1676,-0.00191
1676.5,-0.00185
1677,-0.00186
1677.5,-0.00186
1678,-0.00155
1678.5,-0.00173
1679,-0.00171
1679.5,-0.0016
1680,-0.0013
1680.5,-0.00143
1681,-0.00165
1681.5,-0.00165
1682,-0.00134
1682.5,-0.0013
1683,-0.00133
1683.5,-0.00136
1684,-0.00137
1684.5,-0.00102
1685,-0.00102
1685.5,-0.00066
1686,-0.00069
1686.5,-0.0007
1687,-0.0006
1687.5,-0.00056
1688,-0.00059
1688.5,-0.00032
1689,-0.0002
1689.5,-0.0004
1690,-0.0003
1690.5,-0.00046
1691,-0.00036
1691.5,-0.00044
1692,-0.00071
1692.5,-0.00072
1693,-0.00067
1693.5,-0.00068
1694,-0.0006
1694.5,-0.00038
1695,-0.00058
1695.5,-0.00065
1696,-0.00086
1696.5,-0.0011
1697,-0.00136
1697.5,-0.00147
1698,-0.00121
1698.5,-0.00105
1699,-0.00085
1699.5,-0.00128
1700,-0.00147
1700.5,-0.00167
1701,-0.0016
1701.5,-0.00143
1702,-0.00158
1702.5,-0.00158
1703,-0.00159
1703.5,-0.00149
1704,-0.00137
1704.5,-0.0014
1705,-0.00158
1705.5,-0.00173
1706,-0.00227
1706.5,-0.00237
1707,-0.00253
1707.5,-0.0027
1708,-0.00238
1708.5,-0.00212
1709,-0.0019
1709.5,-0.00194
1710,-0.00179
1710.5,-0.0019
1711,-0.00167
1711.5,-0.00154
1712,-0.00142
1712.5,-0.00106
1713,-0.001
1713.5,-0.00122
1714,-0.00117
1714.5,-0.00118
1715,-0.00123
1715.5,-0.00121
1716,-0.00126
1716.5,-0.00115
1717,-0.00163
1717.5,-0.00167
1718,-0.00151
1718.5,-0.00139
1719,-0.00145
1719.5,-0.00144
1720,-0.00145
1720.5,-0.00177
1721,-0.00179
1721.5,-0.00159
1722,-0.00149
1722.5,-0.00112
1723,-0.00129
1723.5,-0.00115
1724,-0.00125
1724.5,-0.0015
1725,-0.0013
1725.5,-0.00141
1726,-0.00139
1726.5,-0.00113
1727,-0.0012
1727.5,-0.00076
1728,-0.00097
1728.5,-0.00091
1729,-0.00079
1729.5,-0.00069
1730,-0.00095
1730.5,-0.00075
1731,-0.00098
1731.5,-0.00081
1732,-0.00063
1732.5,-0.00035
1733,-0.00044
1733.5,-0.00063
1734,-0.00047
1734.5,-0.00068
1735,-0.00066
1735.5,-0.00068
1736,-0.0004
1736.5,-0.00038
1737,-0.00042
1737.5,-0.00037
1738,-0.00027
1738.5,-0.00074
1739,-0.00068
1739.5,-0.00081
1740,-0.00079
1740.5,-0.00027
1741,-0.0001
1741.5,-8.00E-05
1742,-0.00052
1742.5,-0.00066
1743,-0.00068
1743.5,-0.00069
1744,-0.00093
1744.5,-0.00101
1745,-0.00107
1745.5,-0.00138
1746,-0.00103
1746.5,-0.00111
1747,-0.0015
1747.5,-0.00139
1748,-0.00129
1748.5,-0.00127
1749,-0.00103
1749.5,-0.00074
1750,-0.00075
1750.5,-0.00082
1751,-0.00096
1751.5,-0.00068
1752,-0.00025
1752.5,0
1753,0.00027
1753.5,0.00032
1754,0.0001
1754.5,-9.00E-05
1755,-0.00031
1755.5,-0.00046
1756,-0.00022
1756.5,-0.0003
1757,-0.00025
1757.5,-0.00029
1758,-0.00047
1758.5,-0.0003
1759,-0.00023
1759.5,-0.00013
1760,0.00031
1760.5,0.00061
1761,0.00069
1761.5,0.00081
1762,0.00045
1762.5,0.00056
1763,0.00083
1763.5,0.00096
1764,0.00069
1764.5,0.00056
1765,0.00057
1765.5,0.00063
1766,0.00081
1766.5,0.001
1767,0.00111
1767.5,0.00124
1768,0.00115
1768.5,0.00089
1769,0.00068
1769.5,0.00055
1770,0.00067
1770.5,0.00086
1771,0.00071
1771.5,0.00061
1772,0.00018
1772.5,-0.00018
1773,-0.00039
1773.5,-0.00051
1774,0.00019
1774.5,0.00046
1775,0.00056
1775.5,0.00083
1776,0.00073
1776.5,0.00033
1777,0.00036
1777.5,0.00033
1778,0.00027
1778.5,9.00E-05
1779,-0.00014
1779.5,-8.00E-05
1780,-0.00015
1780.5,-0.00025
1781,-6.00E-05
1781.5,0.00017
1782,0.00057
1782.5,0.00095
1783,0.0009
1783.5,0.00082
1784,0.00072
1784.5,0.00064
1785,0.00096
1785.5,0.00068
1786,0.00075
1786.5,0.00078
1787,0.0006
1787.5,0.00066
1788,0.00059
1788.5,0.00045
1789,0.00063
1789.5,0.00037
1790,0.00048
1790.5,0.00059
1791,0.00079
1791.5,0.00092
1792,0.00086
1792.5,0.00082
1793,0.00024
1793.5,0.00011
1794,-0.00027
1794.5,-0.00013
1795,0.00015
1795.5,0.0001
1796,0.00021
1796.5,-0.00032
1797,-0.00063
1797.5,-0.00037
1798,-0.00028
1798.5,0.00054
1799,0.00089
1799.5,0.00121
1800,0.00123
1800.5,0.0008
1801,0.00047
1801.5,0.00074
1802,0.00085
1802.5,0.00071
1803,0.0012
1803.5,0.00121
1804,0.00131
1804.5,0.00181
1805,0.00192
1805.5,0.00219
1806,0.00236
1806.5,0.0024
1807,0.00193
1807.5,0.00194
1808,0.00197
1808.5,0.0023
1809,0.00237
1809.5,0.00245
1810,0.00244
1810.5,0.00244
1811,0.00253
1811.5,0.00248
1812,0.00215
1812.5,0.0024
1813,0.00238
1813.5,0.00234
1814,0.00234
1814.5,0.00215
1815,0.00211
1815.5,0.00215
1816,0.0022
1816.5,0.00221
1817,0.00188
1817.5,0.00191
1818,0.00182
1818.5,0.00156
1819,0.00184
1819.5,0.00171
1820,0.00213
1820.5,0.00188
1821,0.0022
1821.5,0.00194
1822,0.00175
1822.5,0.00142
1823,0.00119
1823.5,0.0014
1824,0.00196
1824.5,0.00202
1825,0.00233
1825.5,0.00282
1826,0.0027
1826.5,0.00275
1827,0.00278
1827.5,0.00308
1828,0.00308
1828.5,0.00342
1829,0.00345
1829.5,0.00359
1830,0.0035
1830.5,0.00334
1831,0.00275
1831.5,0.00272
1832,0.0027
1832.5,0.00277
1833,0.00308
1833.5,0.00274
1834,0.00294
1834.5,0.00286
1835,0.00273
1835.5,0.00279
1836,0.00326
1836.5,0.00302
1837,0.003
1837.5,0.00293
1838,0.00292
1838.5,0.00269
1839,0.00199
1839.5,0.00165
1840,0.00146
1840.5,0.00127
1841,0.00109
1841.5,0.00107
1842,0.00084
1842.5,0.00073
1843,0.00081
1843.5,0.00087
1844,0.00143
1844.5,0.00153
1845,0.00197
1845.5,0.00191
1846,0.00218
1846.5,0.00198
1847,0.00173
1847.5,0.00159
1848,0.00164
1848.5,0.00158
1849,0.00184
1849.5,0.00208
1850,0.00216
1850.5,0.00245
1851,0.00244
1851.5,0.0022
1852,0.0019
1852.5,0.00135
1853,0.00104
1853.5,0.00067
1854,0.00053
1854.5,0.00072
1855,0.00073
1855.5,0.00077
1856,0.00074
1856.5,0.00036
1857,0.00074
1857.5,0.00126
1858,0.0012
1858.5,0.00135
1859,0.00123
1859.5,0.00101
1860,0.00102
1860.5,0.00122
1861,0.00112
1861.5,0.00116
1862,0.00116
1862.5,0.00092
1863,0.00047
1863.5,0.00074
1864,0.00113
1864.5,0.00105
1865,0.00095
1865.5,0.00085
1866,0.00098
1866.5,0.00097
1867,0.00097
1867.5,0.00122
1868,0.00063
1868.5,0.00074
1869,0.00066
1869.5,0.00092
1870,0.00093
1870.5,0.00097
1871,0.00106
1871.5,0.00091
1872,0.00081
1872.5,0.00024
1873,-8.00E-05
1873.5,-7.00E-05
1874,-0.00011
1874.5,0.0003
1875,0.00032
1875.5,0.00034
1876,0.00043
1876.5,0.00023
1877,0.00019
1877.5,0.0002
1878,0.00041
1878.5,0.00032
1879,0.00025
1879.5,9.00E-05
1880,7.00E-05
1880.5,-0.00014
1881,-0.00054
1881.5,-0.00044
1882,-0.00049
1882.5,-0.00021
1883,0.00031
1883.5,0.00036
1884,0.00032
1884.5,0.00064
1885,0.00016
1885.5,0.00024
1886,0.0003
1886.5,0.00038
1887,0.0005
1887.5,0.00033
1888,-0.0001
1888.5,-0.00016
1889,-0.00059
1889.5,-0.00132
1890,-0.00164
1890.5,-0.00148
1891,-0.00129
1891.5,-0.00096
1892,-0.00103
1892.5,-0.00126
1893,-0.00156
1893.5,-0.00168
1894,-0.00158
1894.5,-0.00167
1895,-0.00175
1895.5,-0.00181
1896,-0.00206
1896.5,-0.00221
1897,-0.00266
1897.5,-0.00289
1898,-0.00313
1898.5,-0.00315
1899,-0.00318
1899.5,-0.00298
1900,-0.00293
1900.5,-0.00347
1901,-0.00334
1901.5,-0.00322
1902,-0.00292
1902.5,-0.00286
1903,-0.00278
1903.5,-0.00266
1904,-0.00236
1904.5,-0.00176
1905,-0.00177
1905.5,-0.00133
1906,-0.00134
1906.5,-0.00168
1907,-0.00175
1907.5,-0.00174
1908,-0.00136
1908.5,-0.00082
1909,-0.00088
1909.5,-0.00106
1910,-0.00089
1910.5,-0.00121
1911,-0.00122
1911.5,-0.0011
1912,-0.00143
1912.5,-0.00143
1913,-0.00191
1913.5,-0.00215
1914,-0.00239
1914.5,-0.00244
1915,-0.00231
1915.5,-0.00223
1916,-0.0024
1916.5,-0.00272
1917,-0.00301
1917.5,-0.00315
1918,-0.00325
1918.5,-0.00312
1919,-0.00279
1919.5,-0.00292
1920,-0.00301
1920.5,-0.00313
1921,-0.00317
1921.5,-0.00335
1922,-0.00302
1922.5,-0.0032
1923,-0.00307
1923.5,-0.00303
1924,-0.00292
1924.5,-0.00302
1925,-0.00309
1925.5,-0.00339
1926,-0.00331
1926.5,-0.00359
1927,-0.00335
1927.5,-0.00342
1928,-0.00332
1928.5,-0.00341
1929,-0.00303
1929.5,-0.00311
1930,-0.00288
1930.5,-0.00296
1931,-0.00321
1931.5,-0.00326
1932,-0.00317
1932.5,-0.00271
1933,-0.00276
1933.5,-0.00221
1934,-0.00184
1934.5,-0.00222
1935,-0.00203
1935.5,-0.00229
1936,-0.00255
1936.5,-0.00245
1937,-0.00231
1937.5,-0.00239
1938,-0.0025
1938.5,-0.00253
1939,-0.00268
1939.5,-0.00305
1940,-0.00312
1940.5,-0.00288
1941,-0.00295
1941.5,-0.00272
1942,-0.00244
1942.5,-0.00254
1943,-0.0026
1943.5,-0.00278
1944,-0.00248
1944.5,-0.00193
1945,-0.00159
1945.5,-0.00162
1946,-0.0014
1946.5,-0.00142
1947,-0.00158
1947.5,-0.00157
1948,-0.00101
1948.5,-0.00103
1949,-0.00085
1949.5,-0.0007
1950,-0.0006
1950.5,-0.00063
1951,-0.00037
1951.5,-0.00029
1952,-0.00051
1952.5,-0.00049
1953,-0.00059
1953.5,-0.00039
1954,-0.0002
1954.5,-0.00024
1955,-0.00028
1955.5,-0.00046
1956,-0.00038
1956.5,-0.00064
1957,-0.00045
1957.5,-0.00031
1958,-0.00018
1958.5,-0.00025
1959,-1.00E-05
1959.5,-0.00018
1960,0.00015
1960.5,0.00031
1961,0.00078
1961.5,0.00063
1962,0.00069
1962.5,0.00077
1963,0.00074
1963.5,0.00071
1964,0.00085
1964.5,0.00082
1965,0.00055
1965.5,0.00057
1966,0.00061
1966.5,0.00055
1967,0.00076
1967.5,0.00073
1968,0.0007
1968.5,0.00052
1969,0.00063
1969.5,0.00088
1970,0.00072
1970.5,0.00111
1971,0.00128
1971.5,0.00164
1972,0.00145
1972.5,0.00094
1973,0.00074
1973.5,0.0006
1974,0.0009
1974.5,0.00069
1975,0.00065
1975.5,0.00086
1976,0.00096
1976.5,0.00121
1977,0.0015
1977.5,0.00195
1978,0.00217
1978.5,0.00227
1979,0.00196
1979.5,0.00215
1980,0.00194
1980.5,0.00198
1981,0.00212
1981.5,0.00207
1982,0.00175
1982.5,0.00199
1983,0.00196
1983.5,0.00214
1984,0.00208
1984.5,0.00205
1985,0.00167
1985.5,0.00115
1986,0.00103
1986.5,0.00077
1987,0.00059
1987.5,0.00042
1988,0.00071
1988.5,0.00071
1989,0.00075
1989.5,0.0007
1990,0.00048
1990.5,0.00067
1991,0.00059
1991.5,0.00067
1992,0.00086
1992.5,0.00076
1993,0.00038
1993.5,0.0002
1994,8.00E-05
1994.5,0.00027
1995,0.00052
1995.5,0.00067
1996,0.00101
1996.5,0.00141
1997,0.00121
1997.5,0.00115
1998,0.00147
1998.5,0.00145
1999,0.00147
1999.5,0.00126
2000,0.00102
2000.5,0.00057
2001,-9.00E-05
2001.5,0.00018
2002,-6.00E-05
2002.5,-0.00037
2003,-0.00065
2003.5,-0.00096
2004,-0.00091
2004.5,-0.00112
2005,-0.0009
2005.5,-0.00063
2006,-0.00044
2006.5,-0.00026
2007,-0.00042
2007.5,-0.00032
2008,-0.0004
2008.5,4.00E-05
2009,8.00E-05
2009.5,-0.00011
2010,-8.00E-05
2010.5,-0.00022
2011,-0.0003
2011.5,-0.00049
2012,-0.00061
2012.5,-0.00081
2013,-0.00121
2013.5,-0.00113
2014,-0.00149
2014.5,-0.00139
2015,-0.00148
2015.5,-0.00145
2016,-0.00092
2016.5,-0.00098
2017,-0.0008
2017.5,-0.0007
2018,-0.00014
2018.5,5.00E-05
2019,0.00037
2019.5,0.00022
2020,0.00017
2020.5,0.00045
2021,0.00017
2021.5,0.00063
2022,0.00031
2022.5,0
2023,0
2023.5,-0.00011
2024,-3.00E-05
2024.5,-0.00022
2025,-0.00049
2025.5,-0.00099
2026,-0.00056
2026.5,-0.00099
2027,-0.00094
2027.5,-0.00075
2028,-0.00035
2028.5,-0.00022
2029,-9.00E-05
2029.5,-0.0001
2030,-0.00025
2030.5,-0.00041
2031,-0.00055
2031.5,-0.00086
2032,-0.00077
2032.5,-0.00101
2033,-0.00083
2033.5,-0.00114
2034,-0.00113
2034.5,-0.00087
2035,-0.00089
2035.5,-0.00031
2036,0
2036.5,6.00E-05
2037,-7.00E-05
2037.5,0.00032
2038,-0.00023
2038.5,-0.0002
2039,-0.0006
2039.5,-0.00107
2040,-0.00129
2040.5,-0.00155
2041,-0.00095
2041.5,-0.001
2042,-0.00083
2042.5,-0.00077
2043,-0.00069
2043.5,-0.00056
2044,-0.00039
2044.5,-0.00052
2045,-0.00047
2045.5,-0.00031
2046,-0.00011
2046.5,-0.00018
2047,-0.00052
2047.5,-0.00078
2048,-0.00105
2048.5,-0.00103
2049,-0.00088
2049.5,-0.00087
2050,-0.00086
2050.5,-0.00113
2051,-0.00094
2051.5,-0.00076
2052,-0.00056
2052.5,-0.00031
2053,-0.00052
2053.5,-0.00026
2054,-0.00087
2054.5,-0.00064
2055,-0.00068
2055.5,-0.00062
2056,-0.00071
2056.5,-0.00047
2057,-0.00015
2057.5,-6.00E-05
2058,0.00016
2058.5,0.00071
2059,0.00074
2059.5,0.00037
2060,0.00013
2060.5,6.00E-05
2061,0.00036
2061.5,-2.00E-05
2062,-0.0001
2062.5,-0.00036
2063,-0.00062
2063.5,-0.00103
2064,-0.00079
2064.5,-0.00056
2065,-0.00022
2065.5,-0.00028
2066,3.00E-05
2066.5,-0.00025
2067,1.00E-05
2067.5,2.00E-05
2068,5.00E-05
2068.5,0.00011
2069,-0.00021
2069.5,-0.00034
2070,-0.00081
2070.5,-0.00114
2071,-0.00125
2071.5,-0.0012
2072,-0.00129
2072.5,-0.00148
2073,-0.00159
2073.5,-0.00155
2074,-0.00132
2074.5,-0.00112
2075,-0.00103
2075.5,-0.00042
2076,-0.00048
2076.5,-0.00016
2077,-0.00018
2077.5,-0.00049
2078,-0.00031
2078.5,-8.00E-05
2079,4.00E-05
2079.5,0.00014
2080,0.00017
2080.5,0.00039
2081,0.00061
2081.5,0.00059
2082,0.00048
2082.5,0.00073
2083,0.00084
2083.5,0.00063
2084,0.00059
2084.5,0.00041
2085,0.0002
2085.5,0.00033
2086,0.00088
2086.5,0.00104
2087,0.00139
2087.5,0.0011
2088,0.00124
2088.5,0.00133
2089,0.00132
2089.5,0.00113
2090,0.00099
2090.5,0.00097
2091,0.00116
2091.5,0.00131
2092,0.00112
2092.5,0.0006
2093,0.00025
2093.5,9.00E-05
2094,-5.00E-05
2094.5,1.00E-05
2095,-0.00026
2095.5,-0.00019
2096,0.00011
2096.5,0.00046
2097,0.00051
2097.5,0.00058
2098,0.00042
2098.5,0.00057
2099,0.00042
2099.5,0.00055
2100,0.00023
2100.5,0.00013
2101,9.00E-05
2101.5,3.00E-05
2102,0.00015
2102.5,-0.00032
2103,-5.00E-05
2103.5,-6.00E-05
2104,-0.00032
2104.5,8.00E-05
2105,-0.00012
2105.5,-6.00E-05
2106,9.00E-05
2106.5,-9.00E-05
2107,0.00012
2107.5,-2.00E-05
2108,-0.00019
2108.5,0.00021
2109,9.00E-05
2109.5,0.00047
2110,0.0005
2110.5,0.00038
2111,0.00044
2111.5,0.00024
2112,0.00023
2112.5,-0.0001
2113,-0.00032
2113.5,-0.00036
2114,-0.00017
2114.5,0.00023
2115,0.00014
2115.5,0.00062
2116,0.00098
2116.5,0.00081
2117,0.00104
2117.5,0.00095
2118,0.00133
2118.5,0.00125
2119,0.00129
2119.5,0.00177
2120,0.002
2120.5,0.00204
2121,0.00187
2121.5,0.00167
2122,0.00139
2122.5,0.00114
2123,0.00115
2123.5,0.00136
2124,0.00134
2124.5,0.00114
2125,0.00136
2125.5,0.00096
2126,0.00102
2126.5,0.00083
2127,0.00049
2127.5,0.00054
2128,0.00071
2128.5,0.00094
2129,0.00106
2129.5,0.00133
2130,0.00143
2130.5,0.00131
2131,0.0013
2131.5,0.00115
2132,0.00125
2132.5,0.00136
2133,0.00128
2133.5,0.00099
2134,0.00091
2134.5,0.00089
2135,0.00092
2135.5,0.001
2136,0.00129
2136.5,0.00125
2137,0.00098
2137.5,0.00074
2138,0.00084
2138.5,0.00062
2139,0.00077
2139.5,0.00081
2140,0.00065
2140.5,0.0006
2141,0.00056
2141.5,0.0001
2142,0.00033
2142.5,0.00052
2143,0.00058
2143.5,0.00088
2144,0.00083
2144.5,0.00046
2145,0.00083
2145.5,0.00061
2146,0.00066
2146.5,0.00083
2147,0.00057
2147.5,0.00018
2148,-0.00018
2148.5,-0.00051
2149,-0.00031
2149.5,-0.00013
2150,0.00037
2150.5,0.00062
2151,0.00043
2151.5,0.00059
2152,0.00076
2152.5,0.00112
2153,0.00123
2153.5,0.00151
2154,0.00138
2154.5,0.00101
2155,0.00073
2155.5,0.00081
2156,0.00106
2156.5,0.00105
2157,0.00112
2157.5,0.00111
2158,0.00127
2158.5,0.00097
2159,0.0011
2159.5,0.00098
2160,0.00126
2160.5,0.00137
2161,0.00165
2161.5,0.00187
2162,0.00164
2162.5,0.00133
2163,0.00086
2163.5,0.00074
2164,0.00056
2164.5,0.00072
2165,0.00093
2165.5,0.00037
2166,0.00052
2166.5,0.00031
2167,0.00016
2167.5,0.00043
2168,0.00012
2168.5,0.00051
2169,0.00057
2169.5,0.00035
2170,0.00016
2170.5,0.00021
2171,-6.00E-05
2171.5,0.00014
2172,7.00E-05
2172.5,0.00018
2173,0.00048
2173.5,0.00037
2174,0.00042
2174.5,0.00069
2175,0.00036
2175.5,0.00035
2176,4.00E-05
2176.5,4.00E-05
2177,0.00024
2177.5,-0.00016
2178,-7.00E-05
2178.5,-2.00E-05
2179,-0.00025
2179.5,-0.0004
2180,-0.0004
2180.5,-0.00011
2181,0.0003
2181.5,0.00028
2182,-2.00E-05
2182.5,-2.00E-05
2183,-0.00064
2183.5,-0.00071
2184,-0.00048
2184.5,-0.00079
2185,-0.00074
2185.5,-0.00073
2186,-0.0009
2186.5,-0.0009
2187,-0.00079
2187.5,-0.0006
2188,-0.00084
2188.5,-0.00109
2189,-0.00078
2189.5,-0.00114
2190,-0.00121
2190.5,-0.00134
2191,-0.0012
2191.5,-0.00097
2192,-0.00111
2192.5,-0.00083
2193,-0.00103
2193.5,-0.00102
2194,-0.00129
2194.5,-0.00151
2195,-0.00156
2195.5,-0.0015
2196,-0.00163
2196.5,-0.00176
2197,-0.00164
2197.5,-0.0017
2198,-0.00141
2198.5,-0.00129
2199,-0.00093
2199.5,-0.00083
2200,-0.00092
2200.5,-0.00086
2201,-0.00096
2201.5,-0.00097
2202,-0.00113
2202.5,-0.00109
2203,-0.00134
2203.5,-0.00129
2204,-0.00128
2204.5,-0.00118
2205,-0.00074
2205.5,-0.00047
2206,1.00E-05
2206.5,0.00029
2207,5.00E-05
2207.5,-1.00E-05
2208,-0.00036
2208.5,-0.00041
2209,-0.00059
2209.5,-0.00058
2210,-0.00075
2210.5,-0.00114
2211,-0.00091
2211.5,-0.00126
2212,-0.00133
2212.5,-0.00144
2213,-0.00167
2213.5,-0.00211
2214,-0.00237
2214.5,-0.00212
2215,-0.002
2215.5,-0.00192
2216,-0.00182
2216.5,-0.00202
2217,-0.00236
2217.5,-0.00226
2218,-0.00233
2218.5,-0.00224
2219,-0.00196
2219.5,-0.00198
2220,-0.00166
2220.5,-0.00123
2221,-0.00135
2221.5,-0.00113
2222,-0.00095
2222.5,-0.00133
2223,-0.00162
2223.5,-0.00188
2224,-0.00227
2224.5,-0.00235
2225,-0.0022
2225.5,-0.00216
2226,-0.00201
2226.5,-0.00203
2227,-0.00175
2227.5,-0.00162
2228,-0.00147
2228.5,-0.00113
2229,-0.00152
2229.5,-0.00138
2230,-0.00157
2230.5,-0.00171
2231,-0.00191
2231.5,-0.00182
2232,-0.00171
2232.5,-0.00199
2233,-0.00166
2233.5,-0.00176
2234,-0.00174
2234.5,-0.00174
2235,-0.00193
2235.5,-0.00145
2236,-0.0011
2236.5,-0.0011
2237,-0.00033
2237.5,-0.00019
2238,-0.00038
2238.5,-0.00057
2239,-0.00058
2239.5,-0.00066
2240,-0.00067
2240.5,-0.00064
2241,-0.00046
2241.5,-0.0002
2242,-0.0004
2242.5,8.00E-05
2243,0.00027
2243.5,0.00023
2244,0.0003
2244.5,-1.00E-05
2245,-2.00E-05
2245.5,0.00035
2246,0.00051
2246.5,0.00049
2247,0.0005
2247.5,0.00015
2248,-0.00065
2248.5,-0.00078
2249,-0.00103
2249.5,-0.00068
2250,-0.00052
2250.5,-0.00022
2251,0.00021
2251.5,0.00018
2252,-0.00033
2252.5,-9.00E-05
2253,0.00014
2253.5,0.00019
2254,0.00051
2254.5,0.00029
2255,-0.00017
2255.5,1.00E-05
2256,-0.00028
2256.5,-0.00026
2257,0.00012
2257.5,0.00042
2258,0.00064
2258.5,0.00062
2259,0.00061
2259.5,0.00037
2260,0.00065
2260.5,0.00081
2261,0.00142
2261.5,0.00193
2262,0.00209
2262.5,0.00217
2263,0.00153
2263.5,0.0012
2264,0.00125
2264.5,0.00129
2265,0.00139
2265.5,0.00199
2266,0.00212
2266.5,0.0018
2267,0.00211
2267.5,0.00252
2268,0.00269
2268.5,0.00246
2269,0.00219
2269.5,0.00213
2270,0.00187
2270.5,0.00181
2271,0.00188
2271.5,0.00145
2272,0.00165
2272.5,0.00129
2273,0.00107
2273.5,0.00098
2274,0.00128
2274.5,0.00116
2275,0.0009
2275.5,0.00068
2276,0.00067
2276.5,0.00074
2277,0.00067
2277.5,0.00091
2278,0.00102
2278.5,0.00111
2279,0.00118
2279.5,0.0014
2280,0.0012
2280.5,0.00116
2281,0.00086
2281.5,0.00049
2282,0.0004
2282.5,0.00052
2283,0.00043
2283.5,0.00023
2284,8.00E-05
2284.5,0.0001
2285,0.0001
2285.5,0.00014
2286,0.00012
2286.5,0.0003
2287,3.00E-05
2287.5,0.00028
2288,0.00011
2288.5,-0.00013
2289,-0.00025
2289.5,-0.00011
2290,-0.00011
2290.5,-0.00015
2291,-0.0001
2291.5,-0.00024
2292,-0.00031
2292.5,-0.00031
2293,-0.00036
2293.5,-3.00E-05
