学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	1672 ,	郑州航空工业管理学院  文史——普通类本科批 ,	04,工商管理类(工商管理、人力资源管理、市场营销),2,不限,4,3400
 	1672 ,	郑州航空工业管理学院  文史——普通类本科批 ,	07,经济学,2,不限,4,3400
 	1672 ,	郑州航空工业管理学院  文史——普通类本科批 ,	0B,档案学,2,不限,4,3400
 	1672 ,	郑州航空工业管理学院  文史——普通类本科批 ,	0N,英语,2,不限,4,3400
 	1672 ,	郑州航空工业管理学院  文史——普通类本科批 ,	0Z,公共事业管理,2,不限,4,3400
 	1672 ,	郑州航空工业管理学院  文史——普通类本科批 ,12,汉语言文学,2,不限,4,3400
 	1673 ,	郑州轻工业学院  文史——普通类本科批 ,31,公共事业管理,2,不限,4,3400
 	1675 ,	郑州师范学院  文史——普通类本科批 ,25,学前教育(师范类),2,不限,4,3400
 	1675 ,	郑州师范学院  文史——普通类本科批 ,27,特殊教育(师范类),2,不限,4,3400
 	1677 ,	中北大学信息商务学院 (晋中)  文史——普通类本科批 ,	0Q,工商管理,2,不限,4,14800
 	1676 ,	中北大学 (太原)  文史——普通类本科批 ,34,市场营销,2,不限,4,5100
 	1676 ,	中北大学 (太原)  文史——普通类本科批 ,35,财务管理,2,不限,4,5100
 	1676 ,	中北大学 (太原)  文史——普通类本科批 ,37,广播电视学,2,不限,4,5100
 	1676 ,	中北大学 (太原)  文史——普通类本科批 ,38,法学,2,不限,4,5100
 	1676 ,	中北大学 (太原)  文史——普通类本科批 ,39,英语,2,不限,4,5100
 	1680 ,	中国传媒大学南广学院 (南京)  文史——普通类本科批 ,A1,汉语国际教育,2,不限,4,14000
 	1680 ,	中国传媒大学南广学院 (南京)  文史——普通类本科批 ,A2,新闻传播学类(新闻学、广播电视学、广告学、传播学、网络与新媒体专业),2,不限,4,14000
 	1678 ,	中国传媒大学 (北京)  文史——普通类本科批 ,33,网络与新媒体(媒体创意方向),2,不限,4,5000
 	1678 ,	中国传媒大学 (北京)  文史——普通类本科批 ,34,传播学,2,不限,4,5000
 	1678 ,	中国传媒大学 (北京)  文史——普通类本科批 ,55,汉语国际教育,2,不限,4,5000
 	1678 ,	中国传媒大学 (北京)  文史——普通类本科批 , 	1679 ,	中国传媒大学 (北京)  文史——普通类本科批 ,	2 , , , 
 	1678 ,	中国传媒大学 (北京)  文史——普通类本科批 ,73,新闻传播学类(中外合作办学)(传播学),2,不限,4,50000
 	1681 ,	中国地质大学(北京)  文史——普通类本科批 ,31,英语,4,英语,4,6000
 	1683 ,	中国地质大学(武汉)  文史——普通类本科批 ,33,市场营销,1,不限,4,4500
 	1683 ,	中国地质大学(武汉)  文史——普通类本科批 ,34,会计学,1,不限,4,4500
 	1683 ,	中国地质大学(武汉)  文史——普通类本科批 ,49,法学,1,不限,4,4500
 	1683 ,	中国地质大学(武汉)  文史——普通类本科批 ,52,行政管理,1,不限,4,4500
 	1683 ,	中国地质大学(武汉)  文史——普通类本科批 ,60,广播电视学,1,不限,4,4500
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	02,国际经济与贸易,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	03,英语,3,英语,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	04,信息管理与信息系统,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	05,工程管理,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	06,工商管理,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	08,会计学,8,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,	09,财务管理,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,12,工程造价,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,13,电子商务及法律,5,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,14,金融工程,3,不限,4,待定
 	1685 ,	中国地质大学长城学院 (保定)  文史——普通类本科批 ,15,人力资源管理,3,不限,4,待定
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,37,朝鲜语,1,不限,4,5000
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,38,德语,1,不限,4,5000
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,42,汉语言文学,2,不限,4,5000
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,44,新闻传播学类(新闻学、网络与新媒体),2,不限,4,5000
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,45,法学,2,不限,4,5000
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,51,工商管理,2,不限,4,5800
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 , 	1687 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,	2 , , , 
 	1686 ,	中国海洋大学 (青岛)  文史——普通类本科批 ,46,法学类(中外合作办学)(法学)(与美国亚利桑那大学合办),2,不限,4,70000
 	1688 ,	中国计量大学 (杭州)  文史——普通类本科批 ,	07,广告学,1,不限,4,4800
 	1688 ,	中国计量大学 (杭州)  文史——普通类本科批 ,25,公共管理类(公共事业管理、公共关系学),1,不限,4,4800
 	1688 ,	中国计量大学 (杭州)  文史——普通类本科批 ,27,标准化工程,1,不限,4,5520
 	1695 ,	中国矿业大学徐海学院 (徐州)  文史——普通类本科批 ,	01,金融学,2,不限,4,14000
 	1695 ,	中国矿业大学徐海学院 (徐州)  文史——普通类本科批 ,	0F,会计学,2,不限,4,14000
 	1692 ,	中国矿业大学  文史——普通类本科批 ,	0G,公共管理类(行政管理、法学、汉语言文学、广播电视学),6,不限,4,5200
 	1692 ,	中国矿业大学  文史——普通类本科批 ,	0H,外国语言文学类(英语、德语),6,不限,4,5200
 	1696 ,	中国劳动关系学院 (北京),	02,法学(劳动法与社会保障法方向),2,不限,4,4200
 	1696 ,	中国劳动关系学院 (北京),	05,汉语言文学,3,不限,4,4200
 	1696 ,	中国劳动关系学院 (北京),	09,财务管理,1,不限,4,4200
 	1696 ,	中国劳动关系学院 (北京),	0B,劳动关系,1,不限,4,4200
 	1696 ,	中国劳动关系学院 (北京),	0E,劳动与社会保障,3,不限,4,4200
 	1696 ,	中国劳动关系学院 (北京),	0F,酒店管理,2,不限,4,4200
 	1698 ,	中国民航大学 (天津)  文史——普通类本科批 ,	03,法学(航空法),1,不限,4,5200
 	1698 ,	中国民航大学 (天津)  文史——普通类本科批 ,	04,英语(民航外语),3,英语,4,5800
 	1698 ,	中国民航大学 (天津)  文史——普通类本科批 ,	0P,公共事业管理,3,不限,4,5200
 	1701 ,	中国民用航空飞行学院 (广汉)  文史——普通类本科批 ,	0K,英语(须加试口语),1,英语,4,4440
 	1701 ,	中国民用航空飞行学院 (广汉)  文史——普通类本科批 ,	0M,公共事业管理,1,不限,4,4440
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,29,工商管理类(工商管理、会计学、电子商务)(第3学期分专业培养),2,不限,4,5000
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,30,法学,2,不限,4,5000
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,31,社会学,1,不限,4,5000
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,32,英语,1,英语,4,5000
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,33,传播学,1,不限,4,5000
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,34,农村区域发展(专业下设国际发展等方向，第三学期分方向培养),1,不限,4,5000
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 , 	1705 ,	中国农业大学 (北京)  文史——普通类本科批 ,	2 , , , 
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,36,经济学类(中外合作办学)(国际经济与贸易、农林经济管理)(仅录取有专业志愿的考生；包括2个专业：其中国际经济与贸易学费国内每年7.8至10万元，农林经济管理（农业商务）国内每年6万元；如出国学习，合作院校将按留学生标准收取学费；详细要求见招生章程),1,不限,4,待定
 	1703 ,	中国农业大学 (北京)  文史——普通类本科批 ,37,新闻传播学类(中外合作办学)(传播学)(仅录取有专业志愿的考生；包括传播学专业，学费国内每年7.8至10万元，如出国学习，合作院校将按留学生标准收取学费，详细要求见招生章程),1,不限,4,待定
 	1707 ,	中国人民大学(苏州校区)  文史——普通类本科批 ,	01,金融学类(中外合作办学)(金融学),2,不限,4,60000
 	1707 ,	中国人民大学(苏州校区)  文史——普通类本科批 ,	02,经济学类(中外合作办学)(国民经济管理),1,不限,4,60000
 	1707 ,	中国人民大学(苏州校区)  文史——普通类本科批 ,	03,外国语言文学类(中外合作办学)(法语),2,英语,4,60000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,	01,经济学类(经济学、能源经济、国际经济与贸易、国民经济管理),3,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,	02,金融学类(金融学、金融工程、信用管理、保险学),3,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,	06,法学,2,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,	07,社会学类(社会学、社会工作、公共事业管理(公共政策与人口管理)),2,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,	08,国际政治,2,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,	09,新闻传播学类(新闻学、广播电视学、广告学、传播学),2,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,13,工商管理类(工商管理、财务管理、会计学、市场营销、贸易经济、管理科学),4,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,15,人力资源管理,2,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,17,人文科学试验班(汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史、国学),2,不限,4,5000
 	1706 ,	中国人民大学 (北京)  文史——普通类本科批 ,18,政治学、经济学与哲学(PPE实验班),1,不限,4,5000
 	1709 ,	中国社会科学院大学  文史——普通类本科批 ,	01,思想政治教育,2,不限,4,5000
 	1709 ,	中国社会科学院大学  文史——普通类本科批 ,	02,马克思主义理论,2,不限,4,5000
 	1709 ,	中国社会科学院大学  文史——普通类本科批 ,	03,汉语言文学,2,不限,4,5000
 	1709 ,	中国社会科学院大学  文史——普通类本科批 ,	04,哲学,2,不限,4,5000
 	1709 ,	中国社会科学院大学  文史——普通类本科批 ,11,政治学与行政学,2,不限,4,5000
 	1711 ,	中国石油大学(北京)克拉玛依校区  文史——普通类本科批 ,C1,经济学,2,不限,4,3200
 	1711 ,	中国石油大学(北京)克拉玛依校区  文史——普通类本科批 ,C2,会计学,2,不限,4,3200
 	1711 ,	中国石油大学(北京)克拉玛依校区  文史——普通类本科批 ,C4,俄语,6,不限,4,3800
 	1710 ,	中国石油大学(北京)  文史——普通类本科批 ,	03,工商管理类(财务管理、会计学、信息管理与信息系统),1,不限,4,5000
 	1710 ,	中国石油大学(北京)  文史——普通类本科批 ,11,经济学类(国际经济与贸易、能源经济),1,不限,4,5000
 	1710 ,	中国石油大学(北京)  文史——普通类本科批 ,19,英语,2,英语,4,5500
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,40,会计学,2,不限,4,5800
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,41,财务管理,2,不限,4,5788
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,42,市场营销,2,不限,4,5698
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,43,经济学,2,不限,4,5800
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,44,国际经济与贸易,2,不限,4,5800
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,45,行政管理,2,不限,4,5800
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,53,英语,2,英语,4,5100
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,54,俄语,4,不限,4,5098
 	1712 ,	中国石油大学(华东)  文史——普通类本科批 ,56,汉语言文学,3,不限,4,5100
 	1713 ,	中国石油大学胜利学院 (东营)  文史——普通类本科批 ,	01,法学,2,不限,4,12000
 	1713 ,	中国石油大学胜利学院 (东营)  文史——普通类本科批 ,	05,英语,2,不限,4,12000
 	1713 ,	中国石油大学胜利学院 (东营)  文史——普通类本科批 ,23,汉语言文学,3,不限,4,12000
 	1715 ,	中国戏曲学院 (北京)  文史——普通类本科批 ,	0T,文化产业管理,1,不限,4,8000
 	1717 ,	中国药科大学 (南京)  文史——普通类本科批 ,	08,经济管理试验班(医药方向)(国际经济与贸易、工商管理、市场营销、经济学、药事管理、信息管理与信息系统(医药大数据方向)),1,不限,4,5200
 	1717 ,	中国药科大学 (南京)  文史——普通类本科批 ,11,英语(医药方向),1,英语,4,5200
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,	01,哲学,2,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,	02,法学,15,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,	03,法学(法学人才培养模式改革实验班)(详见招生章程),3,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,	04,法学(涉外法律人才培养模式实验班)(详见招生章程),1,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,	09,社会工作,1,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,11,汉语言文学,1,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,12,英语(法律英语方向),1,英语,4,6000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,16,网络与新媒体,1,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,22,思想政治教育,2,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,23,国际政治,2,不限,4,5000
 	1725 ,	中国政法大学 (北京)  文史——普通类本科批 ,24,政治学与行政学,2,不限,4,5000
 	1726 ,	中华女子学院 (北京),	03,法学,3,不限,4,4200
 	1726 ,	中华女子学院 (北京),	04,社会学,3,不限,4,4200
 	1726 ,	中华女子学院 (北京),	06,学前教育(师范类),3,不限,4,4200
 	1726 ,	中华女子学院 (北京),	0E,会计学,3,不限,4,4200
 	1727 ,	中南财经政法大学 (武汉)  文史——普通类本科批 ,	07,金融学类(金融学、金融工程、投资学、保险学),2,不限,4,5850
 	1727 ,	中南财经政法大学 (武汉)  文史——普通类本科批 ,	09,法学类(法学、法学(民商法方向)、法学(涉外经贸方向)、法学(政府法制方向)、法学(刑事司法方向)),1,不限,4,5850
 	1727 ,	中南财经政法大学 (武汉)  文史——普通类本科批 ,14,俄语,1,不限,4,4500
 	1727 ,	中南财经政法大学 (武汉)  文史——普通类本科批 ,16,汉语言文学,1,不限,4,4500
 	1727 ,	中南财经政法大学 (武汉)  文史——普通类本科批 ,21,会计学,1,不限,4,5850
