学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,	04,投资学,1,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,	05,国际经济与贸易,2,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,	06,法学,2,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,	09,日语,2,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,11,新闻学,1,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,22,市场营销,1,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,26,人力资源管理,2,不限,4,13000
 	0791 ,	江西农业大学南昌商学院  文史——普通类本科批 ,30,电子商务,1,不限,4,14500
 	0790 ,	江西农业大学 (南昌)  文史——普通类本科批 ,5A,国际经济与贸易,1,不限,4,4660
 	0790 ,	江西农业大学 (南昌)  文史——普通类本科批 ,5E,金融学,1,不限,4,4660
 	0790 ,	江西农业大学 (南昌)  文史——普通类本科批 ,A3,汉语言文学,1,不限,4,4380
 	0793 ,	江西师范大学科学技术学院 (南昌)  文史——普通类本科批 ,	06,财务管理,2,不限,4,13000
 	0793 ,	江西师范大学科学技术学院 (南昌)  文史——普通类本科批 ,16,汉语言文学(师范类),2,不限,4,13000
 	0792 ,	江西师范大学 (南昌)  文史——普通类本科批 ,17,日语,2,英日,4,4660
 	0792 ,	江西师范大学 (南昌)  文史——普通类本科批 ,73,朝鲜语,3,不限,4,4660
 	0798 ,	江西应用科技学院 (南昌)  文史——普通类本科批 ,	0Q,学前教育,1,不限,4,18800
 	0800 ,	江西中医药大学科技学院 (南昌)  文史——普通类本科批 ,	01,中医学,2,不限,5,14500
 	0799 ,	江西中医药大学 (南昌)  文史——普通类本科批 ,	02,中医学,1,不限,5,5220
 	0799 ,	江西中医药大学 (南昌)  文史——普通类本科批 ,	05,针灸推拿学,1,不限,5,5220
 	0799 ,	江西中医药大学 (南昌)  文史——普通类本科批 ,	07,护理学,1,不限,4,5220
 	0801 ,	金陵科技学院 (南京)  文史——普通类本科批 ,	09,汉语国际教育,1,不限,4,5200
 	0801 ,	金陵科技学院 (南京)  文史——普通类本科批 ,	0A,古典文献学,1,不限,4,5200
 	0801 ,	金陵科技学院 (南京)  文史——普通类本科批 ,2Z,旅游管理,1,不限,4,5200
 	0808 ,	晋中学院 (山西)  文史——普通类本科批 ,14,英语(师范类),3,英语,4,4950
 	0808 ,	晋中学院 (山西)  文史——普通类本科批 ,22,酒店管理,5,不限,4,4950
 	0807 ,	锦州医科大学医疗学院  文史——普通类本科批 ,	07,护理学,20,不限,4,21500
 	0807 ,	锦州医科大学医疗学院  文史——普通类本科批 ,	08,公共事业管理,15,不限,4,21000
 	0807 ,	锦州医科大学医疗学院  文史——普通类本科批 ,	09,康复治疗学,15,不限,4,21000
 	0803 ,	锦州医科大学  文史——普通类本科批 ,19,保险学,17,不限,4,4500
 	0803 ,	锦州医科大学  文史——普通类本科批 ,20,公共事业管理,16,不限,4,4500
 	0803 ,	锦州医科大学  文史——普通类本科批 ,21,劳动与社会保障,16,不限,4,4500
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	01,金融学,1,不限,4,12000
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	02,国际经济与贸易,1,不限,4,12000
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	03,法学,1,不限,4,12000
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	05,财务管理,1,不限,4,12000
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	06,电子商务,1,不限,4,13500
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	07,英语,1,不限,4,12000
 	0811 ,	景德镇陶瓷大学科技艺术学院 (江西)  文史——普通类本科批 ,	08,日语,1,不限,4,12000
 	0809 ,	井冈山大学 (吉安)  文史——普通类本科批 ,	02,政治学与行政学,2,不限,4,4270
 	0809 ,	井冈山大学 (吉安)  文史——普通类本科批 ,	05,中国共产党历史,2,不限,4,4270
 	0809 ,	井冈山大学 (吉安)  文史——普通类本科批 ,	06,思想政治教育(师范类),3,不限,4,4270
 	0809 ,	井冈山大学 (吉安)  文史——普通类本科批 ,23,旅游管理,2,不限,4,4270
 	0813 ,	九江学院 (江西)  文史——普通类本科批 ,	04,人力资源管理,3,不限,4,3880
 	0813 ,	九江学院 (江西)  文史——普通类本科批 ,	07,电子商务,2,不限,4,4350
 	0813 ,	九江学院 (江西)  文史——普通类本科批 ,	0G,广告学,3,不限,4,3880
 	0813 ,	九江学院 (江西)  文史——普通类本科批 ,1V,会计学,2,不限,4,3880
 	0813 ,	九江学院 (江西)  文史——普通类本科批 , 	1835 ,	九江学院 (江西)  文史——普通类本科批 ,	1 , , , 
 	0813 ,	九江学院 (江西)  文史——普通类本科批 ,91,少数民族预科班(在南昌工学院培养),1,英语,1,12600
 	0816 ,	喀什大学 (新疆)  文史——普通类本科批 ,	0	0,法学,1,不限,4,3100
 	0816 ,	喀什大学 (新疆)  文史——普通类本科批 ,	0W,教育学(师范类),1,不限,4,3100
 	0816 ,	喀什大学 (新疆)  文史——普通类本科批 ,5S,心理学,1,不限,4,3100
 	0816 ,	喀什大学 (新疆)  文史——普通类本科批 ,7K,社会工作,1,不限,4,3100
 	0816 ,	喀什大学 (新疆)  文史——普通类本科批 ,8D,广告学,1,不限,4,3100
 	0825 ,	昆明理工大学津桥学院  文史——普通类本科批 ,21,工商管理,1,不限,4,18000
 	0825 ,	昆明理工大学津桥学院  文史——普通类本科批 ,22,市场营销,1,不限,4,18000
 	0825 ,	昆明理工大学津桥学院  文史——普通类本科批 ,23,会计学,1,不限,4,18000
 	0825 ,	昆明理工大学津桥学院  文史——普通类本科批 ,24,物流管理,1,不限,4,18000
 	0825 ,	昆明理工大学津桥学院  文史——普通类本科批 ,26,文化产业管理,1,不限,4,18000
 	0825 ,	昆明理工大学津桥学院  文史——普通类本科批 ,28,法学,1,不限,4,18000
 	0823 ,	昆明理工大学  文史——普通类本科批 ,54,新闻传播学类(广告学、传播学、编辑出版学),2,不限,4,待定
 	0823 ,	昆明理工大学  文史——普通类本科批 ,70,建筑类(建筑学、城乡规划、风景园林),2,不限,5,待定
 	0829 ,	昆明医科大学海源学院  文史——普通类本科批 ,	0A,护理学,1,不限,4,22000
 	0828 ,	昆明医科大学  文史——普通类本科批 ,27,劳动与社会保障,1,不限,4,4000
 	0830 ,	兰州财经大学  文史——普通类本科批 ,	06,金融学,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,	0F,知识产权,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,	0H,汉语言文学,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,	0L,新闻学,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,	0M,广告学,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,	0Z,会计学,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,19,劳动与社会保障,2,不限,4,3800
 	0830 ,	兰州财经大学  文史——普通类本科批 ,1A,土地资源管理,1,不限,4,3800
 	0831 ,	兰州城市学院  文史——普通类本科批 ,	05,汉语言文学(师范类),2,不限,4,3800
 	0831 ,	兰州城市学院  文史——普通类本科批 ,	06,历史学(师范类),2,不限,4,3800
 	0831 ,	兰州城市学院  文史——普通类本科批 ,17,经济学,2,不限,4,3800
 	0832 ,	兰州大学  文史——普通类本科批 ,	01,汉语言文学,2,不限,4,5000
 	0832 ,	兰州大学  文史——普通类本科批 ,	02,汉语言文学(戏影方向),2,不限,4,5000
 	0832 ,	兰州大学  文史——普通类本科批 ,	03,新闻传播学类(新闻学、广播电视学),2,不限,4,5500
 	0832 ,	兰州大学  文史——普通类本科批 ,	06,历史学类(历史学(基地班)、历史学、世界史、文物与博物馆学),2,不限,4,5000
 	0832 ,	兰州大学  文史——普通类本科批 ,	09,工商管理类(管理科学(基地班)、会计学、市场营销、人力资源管理、信息管理与信息系统、行政管理),2,不限,4,5500
 	0832 ,	兰州大学  文史——普通类本科批 ,11,哲学,2,不限,4,5000
 	0832 ,	兰州大学  文史——普通类本科批 ,13,英语,2,英语,4,5500
 	0832 ,	兰州大学  文史——普通类本科批 ,14,俄语,3,不限,4,5500
 	0832 ,	兰州大学  文史——普通类本科批 ,15,日语,2,不限,4,5500
 	0832 ,	兰州大学  文史——普通类本科批 ,18,知识产权,2,不限,4,5500
 	0832 ,	兰州大学  文史——普通类本科批 ,19,思想政治教育,2,不限,4,5500
 	0833 ,	兰州交通大学  文史——普通类本科批 ,30,市场营销,1,不限,4,4000
 	0833 ,	兰州交通大学  文史——普通类本科批 ,36,葡萄牙语,1,不限,4,4400
 	0833 ,	兰州交通大学  文史——普通类本科批 ,59,汉语言文学,1,不限,4,4000
 	0833 ,	兰州交通大学  文史——普通类本科批 ,60,汉语国际教育,1,不限,4,4000
 	0836 ,	兰州理工大学  文史——普通类本科批 ,36,俄语,2,不限,4,4400
 	0836 ,	兰州理工大学  文史——普通类本科批 ,37,日语,2,不限,4,4400
 	0836 ,	兰州理工大学  文史——普通类本科批 ,3B,知识产权,4,不限,4,4000
 	0836 ,	兰州理工大学  文史——普通类本科批 ,3C,汉语言文学,2,不限,4,4000
 	0839 ,	廊坊师范学院 (河北)  文史——普通类本科批 ,	0F,英语(师范类),4,英语,4,待定
 	0839 ,	廊坊师范学院 (河北)  文史——普通类本科批 ,	0K,新闻学,4,不限,4,待定
 	0839 ,	廊坊师范学院 (河北)  文史——普通类本科批 ,	0L,历史学(师范类),4,不限,4,待定
 	0839 ,	廊坊师范学院 (河北)  文史——普通类本科批 ,15,市场营销,3,不限,4,待定
 	0840 ,	乐山师范学院 (四川)  文史——普通类本科批 ,11,特殊教育,2,不限,4,3700
 	1816 ,	丽水学院 (浙江)  文史——普通类本科批 ,91,少数民族预科班(培养地点待定),3,英语,1,6000
 	0911 ,	聊城大学东昌学院 (山东)  文史——普通类本科批 ,	02,学前教育(师范类),2,不限,4,12000
 	0911 ,	聊城大学东昌学院 (山东)  文史——普通类本科批 ,19,会计学,2,不限,4,12000
 	0910 ,	聊城大学 (山东)  文史——普通类本科批 ,7Y,教育学类(教育学、小学教育)(师范类),3,不限,4,4400
 	0910 ,	聊城大学 (山东)  文史——普通类本科批 ,8N,中国语言文学类(汉语言文学(师范类)、秘书学),5,不限,4,4400
 	0910 ,	聊城大学 (山东)  文史——普通类本科批 ,9B,外国语言文学类(英语(师范类)、西班牙语、日语),10,不限,4,4400
 	0910 ,	聊城大学 (山东)  文史——普通类本科批 ,A0,历史学类(历史学(师范类)、外国语言与外国历史),3,不限,4,4400
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	01,人力资源管理,9,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	02,市场营销,7,不限,4,4000
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	04,会计学,10,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	05,税收学,11,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	06,朝鲜语,25,不限,4,4800
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	07,汉语国际教育(师范类),35,不限,4,3500
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	08,国际经济与贸易,7,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,	09,投资学,6,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,10,贸易经济,11,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,11,金融学,8,不限,4,4000
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,12,劳动与社会保障,10,不限,4,4100
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,13,酒店管理,10,不限,4,4200
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,15,旅游管理,10,不限,4,4100
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,22,服装设计与工程,21,不限,4,4600
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,32,汉语言文学(师范类),15,不限,4,3500
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,35,英语,7,不限,4,4600
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,36,英语(师范类),23,不限,4,4600
 	0843 ,	辽东学院 (丹东)  文史——普通类本科批 ,37,日语,7,不限,4,4800
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	02,金融工程,10,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	05,信息管理与信息系统,10,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	07,会计学,20,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	09,审计学,10,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 , 	0847 ,	辽宁财贸学院 (兴城),	140 , , , 
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	02,金融工程,30,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	05,信息管理与信息系统,20,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	07,会计学,60,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	09,审计学,30,不限,4,18000
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 , 	1839 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,	110 , , , 
 	0846 ,	辽宁财贸学院 (兴城)  文史——普通类本科批 ,91,少数民族预科班,110,不限,1,10000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0D,文化产业管理,25,不限,4,15000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0E,网络与新媒体,50,不限,4,15000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0F,广告学,28,不限,4,15000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0G,数字媒体技术,28,不限,4,15000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0H,传播学,28,不限,4,15000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0J,数字出版,15,不限,4,15000
 	0849 ,	辽宁传媒学院 (沈阳)  文史——普通类本科批 ,	0K,风景园林,15,不限,4,15000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,	01,哲学,7,不限,4,3800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,	02,经济学类(经济学、经济统计学、国民经济管理),30,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,	06,财政学,6,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,	07,金融学类(金融学、保险学),35,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,11,国际经济与贸易,10,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,12,法学,39,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,14,国际政治,12,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,15,汉语言文学,47,不限,4,3800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,16,汉语国际教育,15,不限,4,3800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,17,英语,8,英语,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,19,俄语,8,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,21,德语,15,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,22,法语,17,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,23,日语,11,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,25,朝鲜语,16,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,28,新闻学,11,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,29,广播电视学,14,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,30,广告学,15,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,31,编辑出版学,13,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,32,网络与新媒体,10,不限,4,4800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,33,历史学,10,不限,4,3800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,34,考古学,4,不限,4,4200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,65,工商管理类(工商管理、市场营销、人力资源管理),40,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,69,会计学,12,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,75,行政管理,14,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,76,劳动与社会保障,8,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,77,档案学,20,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,78,旅游管理,8,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 , 	0851 ,	辽宁大学 (沈阳),	135 , , , 
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,10,金融学类(中外合作办学)(金融学)(只招有专业志愿的考生；要求英语成绩不低于105分),70,不限,4,33000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,70,工商管理类(中外合作办学)(会计学)(只招有专业志愿的考生；要求英语成绩不低于105分),30,不限,4,33000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,71,工商管理类(中外合作办学)(国际商务)(只招有专业志愿的考生；要求英语成绩不低于105分),35,不限,4,33000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 , 	0852 ,	辽宁大学 (沈阳),	78 , , , 
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,72,工商管理类(中外合作办学)(工商管理)(只招有专业志愿的考生；要求英语成绩不低于105分),20,不限,4,38000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,73,工商管理类(中外合作办学)(市场营销)(只招有专业志愿的考生；要求英语成绩不低于105分),8,不限,4,38000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,74,工商管理类(中外合作办学)(会计学)(只招有专业志愿的考生；要求英语成绩不低于105分),50,不限,4,38000
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 , 	0853 ,	辽宁大学,	212 , , , 
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,18,英语,60,英语,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,20,俄语,46,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,24,日语,46,不限,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,26,翻译,60,英语,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 , 	0855 ,	辽宁大学 (沈阳),	22 , , , 
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,11,国际经济与贸易,2,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,12,法学,4,不限,4,4600
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,15,汉语言文学,5,不限,4,3800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,16,汉语国际教育,3,不限,4,3800
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,17,英语,4,英语,4,5200
 	0850 ,	辽宁大学 (沈阳)  文史——普通类本科批 ,28,新闻学,4,不限,4,4600
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	01,国际经济与贸易,46,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	02,金融学,24,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	03,英语,28,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	04,商务英语,16,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	05,日语,70,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	06,俄语,10,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	07,会计学,48,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	08,财务管理,20,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0A,市场营销,16,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0B,人力资源管理,22,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0C,旅游管理,26,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0D,会展经济与管理,28,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0F,物流管理,22,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0G,电子商务,15,不限,4,20000
 	0857 ,	辽宁对外经贸学院 (大连)  文史——普通类本科批 ,	0H,信息管理与信息系统,26,不限,4,20000
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,16,经济学(葫芦岛校区),7,不限,4,4200
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,17,金融学(葫芦岛校区),17,不限,4,4200
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,20,工商管理(葫芦岛校区),6,不限,4,4200
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,21,会计学(葫芦岛校区),16,不限,4,4200
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,22,财务管理(葫芦岛校区),10,不限,4,4200
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,49,法学(阜新校区),4,不限,4,4200
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,50,行政管理(阜新校区),4,不限,4,4000
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,51,劳动与社会保障(阜新校区),4,不限,4,4000
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,52,英语(阜新校区),4,英语,4,4800
 	0858 ,	辽宁工程技术大学  文史——普通类本科批 ,53,广播电视学(阜新校区),10,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,25,市场营销,10,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,26,会计学,9,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,27,工商管理,12,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,28,金融学,14,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,30,国际经济与贸易(非英语语种考生慎报),14,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,40,英语,36,英语,4,4800
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,41,日语,42,英语,4,4800
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,43,广告学,25,不限,4,4200
 	0862 ,	辽宁工业大学 (锦州)  文史——普通类本科批 ,44,传播学,31,不限,4,4200
 	0866 ,	辽宁何氏医学院 (沈阳)  文史——普通类本科批 ,	02,护理学,95,不限,4,20000
 	0866 ,	辽宁何氏医学院 (沈阳)  文史——普通类本科批 ,	05,应用心理学,15,不限,4,16000
 	0866 ,	辽宁何氏医学院 (沈阳)  文史——普通类本科批 ,	09,公共事业管理,10,不限,4,14000
 	0866 ,	辽宁何氏医学院 (沈阳)  文史——普通类本科批 ,12,药事管理,10,不限,4,16000
 	0866 ,	辽宁何氏医学院 (沈阳)  文史——普通类本科批 ,16,广告学,10,不限,4,14000
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W1,法学,15,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W2,国际经济与贸易(非英语语种考生慎报),21,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W3,金融学,19,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W4,工商管理,19,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W5,市场营销,16,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W6,旅游管理,23,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W7,会计学,16,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W8,财务管理,14,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,W9,电子商务,22,不限,4,4200
 	0872 ,	辽宁科技大学 (鞍山)  文史——普通类本科批 ,WA,英语,23,英语,4,4800
 	0876 ,	辽宁科技学院 (本溪)  文史——普通类本科批 ,24,会计学,20,不限,4,4000
 	0876 ,	辽宁科技学院 (本溪)  文史——普通类本科批 ,25,档案学,23,不限,4,3500
 	0876 ,	辽宁科技学院 (本溪)  文史——普通类本科批 ,26,旅游管理,25,不限,4,4200
 	0876 ,	辽宁科技学院 (本溪)  文史——普通类本科批 ,27,英语,25,英语,4,4400
 	0876 ,	辽宁科技学院 (本溪)  文史——普通类本科批 ,28,学前教育,35,不限,4,3500
 	0876 ,	辽宁科技学院 (本溪)  文史——普通类本科批 ,29,广告学,20,不限,4,4100
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,13,会计学,8,不限,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,15,财务管理,9,不限,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,18,国际经济与贸易,6,不限,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,20,汉语言文学,51,不限,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,21,广播电视学,16,不限,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,23,广告学,17,不限,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,25,英语,20,英语,4,19800
 	0877 ,	辽宁理工学院 (锦州)  文史——普通类本科批 ,27,日语,16,英日,4,19800
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	01,法学,45,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	02,汉语言文学,113,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	03,英语,105,英语,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	04,日语,101,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	05,新闻学,136,不限,4,21000
