姓名,赛季,球队,出手距离,篮下命中率,篮下命中,篮下出手,篮下占比,近距两分,近距命中,近距出手,近距占比,中距两分,中距命中,中距出手,中距占比,远距两分,远距命中,远距出手,远距占比,真实命中率,投篮效率
Joel Przybilla,03--04,TOT,4.4,0.414,0.7,1.7,0.58,0.1,0.1,0.6,0.2,0.25,0.1,0.5,0.16,1.0,0.2,0.2,0.06,0.385,0.36
Joel Przybilla,03--04,ATL,4.4,0.414,1.0,2.4,0.58,0.1,0.1,0.8,0.2,0.25,0.2,0.7,0.16,1.0,0.2,0.2,0.06,0.382,0.36
Joel Przybilla,03--04,MIL,,,,,,,,,,,,,,,,,,0.568,
Joel Przybilla,02--03,MIL,3.3,0.441,0.5,1.1,0.7390000000000001,0.0,0.0,0.2,0.109,0.6,0.1,0.2,0.109,0.0,0.0,0.1,0.043,0.424,0.391
Joel Przybilla,01--02,MIL,2.2,0.613,1.0,1.6,0.782,0.267,0.1,0.2,0.106,0.28600000000000003,0.1,0.2,0.099,0.0,0.0,0.0,0.006999999999999999,0.523,0.535
Joel Przybilla,00--01,MIL,1.3,0.393,0.3,0.8,0.8,0.14300000000000002,0.0,0.2,0.2,,,,0.0,,,,0.0,0.339,0.343
Gabe Pruitt,08--09,BOS,19.7,0.333,0.1,0.2,0.08900000000000001,0.0,0.0,0.1,0.04,0.0,0.0,0.1,0.05,0.4,0.3,0.7,0.34700000000000003,0.422,0.376
Gabe Pruitt,07--08,BOS,16.7,0.5,0.2,0.4,0.154,0.25,0.1,0.3,0.103,0.0,0.0,0.1,0.051,0.467,0.5,1.0,0.385,0.401,0.397
Laron Profit,05--06,LAL,12.2,0.7879999999999999,1.0,1.3,0.393,0.2,0.0,0.2,0.06,0.667,0.1,0.1,0.036000000000000004,0.32,0.3,1.0,0.298,0.55,0.494
Laron Profit,04--05,WAS,12.3,0.617,0.7,1.1,0.3670000000000001,0.2,0.1,0.4,0.117,0.5,0.1,0.1,0.047,0.406,0.3,0.8,0.25,0.489,0.469
Laron Profit,00--01,WAS,9.7,0.723,1.0,1.3,0.331,0.256,0.3,1.2,0.303,0.125,0.0,0.2,0.056,0.16699999999999998,0.1,0.5,0.127,0.47,0.419
Laron Profit,99--00,WAS,,,,,,,,,,,,,,,,,,0.386,0.381
Kevin Pritchard,95--96,WSB,,,,,,,,,,,,,,,,,,0.81,0.833
Kevin Pritchard,94--95,TOT,,,,,,,,,,,,,,,,,,0.5329999999999999,0.438
Kevin Pritchard,94--95,MIA,,,,,,,,,,,,,,,,,,0.589,0.483
Kevin Pritchard,94--95,PHI,,,,,,,,,,,,,,,,,,0.105,
Kevin Pritchard,91--92,BOS,,,,,,,,,,,,,,,,,,0.5489999999999999,0.471
Kevin Pritchard,90--91,GSW,,,,,,,,,,,,,,,,,,0.462,0.395
John Pritchard,49--50,WAT,,,,,,,,,,,,,,,,,,0.325,0.293
Tayshaun Prince,15--16,MIN,14.4,0.759,0.3,0.4,0.127,0.375,0.2,0.4,0.14,0.483,0.2,0.4,0.127,0.431,0.6,1.5,0.507,0.466,0.454
Tayshaun Prince,14--15,TOT,14.1,0.594,0.7,1.2,0.172,0.339,0.4,1.1,0.154,0.365,0.4,1.1,0.157,0.433,1.1,2.4,0.35100000000000003,0.504,0.479
Tayshaun Prince,14--15,BOS,13.9,0.9,1.0,1.1,0.16899999999999998,0.444,0.4,1.0,0.153,0.35700000000000004,0.6,1.6,0.237,0.556,1.1,2.0,0.305,0.616,0.602
Tayshaun Prince,14--15,DET,14.5,0.63,0.7,1.2,0.16899999999999998,0.14300000000000002,0.1,0.9,0.131,0.45,0.4,0.9,0.125,0.439,1.3,2.9,0.413,0.486,0.466
Tayshaun Prince,14--15,MEM,13.8,0.469,0.6,1.2,0.175,0.438,0.5,1.2,0.175,0.31,0.3,1.1,0.158,0.386,0.8,2.2,0.311,0.484,0.451
Tayshaun Prince,13--14,MEM,13.8,0.758,0.9,1.2,0.185,0.345,0.4,1.1,0.177,0.328,0.3,0.8,0.118,0.332,0.8,2.5,0.38,0.438,0.4270000000000001
Tayshaun Prince,12--13,TOT,12.4,0.622,1.3,2.1,0.21,0.417,0.9,2.1,0.213,0.342,0.5,1.5,0.146,0.386,1.2,3.2,0.316,0.486,0.461
Tayshaun Prince,12--13,DET,11.9,0.561,1.4,2.5,0.236,0.423,0.9,2.2,0.2,0.366,0.6,1.6,0.147,0.409,1.4,3.3,0.308,0.502,0.468
Tayshaun Prince,12--13,MEM,13.2,0.741,1.2,1.6,0.173,0.41,0.9,2.1,0.232,0.306,0.4,1.3,0.146,0.355,1.1,3.0,0.327,0.461,0.451
Tayshaun Prince,11--12,DET,13.1,0.648,1.6,2.5,0.199,0.29600000000000004,0.6,2.1,0.16899999999999998,0.433,0.9,2.1,0.168,0.368,1.6,4.2,0.333,0.47,0.444
Tayshaun Prince,10--11,DET,12.2,0.794,2.1,2.6,0.204,0.433,1.0,2.4,0.187,0.371,1.0,2.6,0.202,0.39,1.6,4.0,0.31,0.511,0.49
Tayshaun Prince,09--10,DET,12.5,0.6890000000000001,1.9,2.8,0.233,0.433,0.9,2.0,0.16699999999999998,0.419,0.7,1.8,0.14800000000000002,0.444,1.7,3.9,0.326,0.53,0.509
Tayshaun Prince,08--09,DET,12.4,0.618,1.8,2.8,0.228,0.443,1.0,2.2,0.179,0.365,0.7,1.9,0.156,0.395,1.5,3.7,0.298,0.516,0.477
Tayshaun Prince,07--08,DET,12.3,0.629,2.1,3.3,0.289,0.364,0.5,1.4,0.126,0.322,0.5,1.4,0.126,0.406,1.4,3.5,0.304,0.516,0.476
Tayshaun Prince,06--07,DET,11.7,0.611,2.2,3.6,0.299,0.42,0.9,2.2,0.177,0.344,0.5,1.6,0.131,0.423,0.9,2.2,0.183,0.534,0.501
Tayshaun Prince,05--06,DET,12.3,0.662,2.3,3.4,0.281,0.42,0.7,1.6,0.131,0.35100000000000003,0.6,1.6,0.134,0.381,1.3,3.3,0.27,0.524,0.487
Tayshaun Prince,04--05,DET,10.6,0.653,2.6,4.0,0.339,0.461,0.9,1.9,0.16,0.413,0.6,1.5,0.126,0.393,1.1,2.7,0.233,0.556,0.511
Tayshaun Prince,03--04,DET,11.6,0.631,1.7,2.7,0.311,0.381,0.5,1.4,0.163,0.414,0.4,1.1,0.12,0.426,0.7,1.7,0.188,0.536,0.507
Tayshaun Prince,02--03,DET,15.3,0.64,0.4,0.6,0.212,0.438,0.2,0.4,0.136,0.333,0.1,0.3,0.102,0.333,0.1,0.4,0.153,0.546,0.534
Bob Priddy,52--53,BLB,,,,,,,,,,,,,,,,,,0.408,0.355
Tony Price,80--81,SDC,,,,,,,,,,,,,,,,,,0.28600000000000003,0.28600000000000003
Ronnie Price,16--17,PHO,20.8,0.0,0.0,0.1,0.083,0.0,0.0,0.1,0.042,0.5,0.1,0.1,0.083,0.0,0.0,0.1,0.083,0.272,0.229
Ronnie Price,15--16,PHO,19.1,0.628,0.4,0.7,0.142,0.278,0.1,0.3,0.06,0.429,0.1,0.2,0.046,0.313,0.2,0.5,0.106,0.517,0.4970000000000001
Ronnie Price,14--15,LAL,17.4,0.614,0.6,1.0,0.197,0.2,0.1,0.5,0.09,0.5,0.2,0.3,0.063,0.222,0.2,0.8,0.161,0.455,0.415
Ronnie Price,13--14,ORL,18.3,0.368,0.2,0.6,0.207,0.6,0.1,0.2,0.054000000000000006,1.0,0.1,0.1,0.022,0.304,0.2,0.7,0.25,0.379,0.353
Ronnie Price,12--13,POR,15.0,0.424,0.4,0.8,0.275,0.375,0.1,0.2,0.067,0.182,0.1,0.3,0.092,0.345,0.3,0.7,0.242,0.402,0.3670000000000001
Ronnie Price,11--12,PHO,14.9,0.6,0.6,1.0,0.269,0.25,0.1,0.3,0.092,0.231,0.1,0.4,0.1,0.34600000000000003,0.2,0.7,0.2,0.465,0.4270000000000001
Ronnie Price,10--11,UTA,14.9,0.569,0.6,1.1,0.31,0.111,0.0,0.2,0.043,0.059,0.0,0.3,0.081,0.3,0.3,0.8,0.238,0.434,0.4
Ronnie Price,09--10,UTA,13.0,0.5760000000000001,0.8,1.4,0.35100000000000003,0.235,0.1,0.3,0.07,0.526,0.2,0.3,0.079,0.293,0.3,1.0,0.24,0.476,0.442
Ronnie Price,08--09,UTA,14.3,0.484,0.6,1.2,0.305,0.273,0.1,0.2,0.054000000000000006,0.385,0.1,0.2,0.064,0.35700000000000004,0.4,1.1,0.276,0.465,0.426
Ronnie Price,07--08,UTA,15.2,0.6409999999999999,0.7,1.1,0.314,0.333,0.0,0.1,0.029,0.16699999999999998,0.0,0.1,0.029,0.34,0.3,0.9,0.26,0.516,0.495
Ronnie Price,06--07,SAC,14.5,0.491,0.4,0.9,0.308,0.3,0.1,0.2,0.058,0.14300000000000002,0.0,0.2,0.081,0.5,0.3,0.5,0.174,0.489,0.451
Ronnie Price,05--06,SAC,17.3,0.688,0.4,0.6,0.276,,,,0.0,0.0,0.0,0.0,0.017,0.28600000000000003,0.1,0.5,0.241,0.474,0.414
Mike Price,72--73,PHI,,,,,,,,,,,,,,,,,,0.448,0.414
Mike Price,71--72,TOT,,,,,,,,,,,,,,,,,,0.449,0.348
Mike Price,71--72,INA,,,,,,,,,,,,,,,,,,0.333,0.333
Mike Price,71--72,NYK,,,,,,,,,,,,,,,,,,0.504,0.321
Mike Price,70--71,NYK,,,,,,,,,,,,,,,,,,0.438,0.364
Mark Price,97--98,ORL,,,,,,,,,,,,,,,,,,0.518,0.48
Mark Price,96--97,GSW,,,,,,,,,,,,,,,,,,0.597,0.542
Mark Price,95--96,WSB,,,,,,,,,,,,,,,,,,0.435,0.383
Mark Price,94--95,CLE,,,,,,,,,,,,,,,,,,0.5539999999999999,0.498
Mark Price,93--94,CLE,,,,,,,,,,,,,,,,,,0.586,0.536
Mark Price,92--93,CLE,,,,,,,,,,,,,,,,,,0.609,0.546
Mark Price,91--92,CLE,,,,,,,,,,,,,,,,,,0.61,0.545
Mark Price,90--91,CLE,,,,,,,,,,,,,,,,,,0.61,0.544
Mark Price,89--90,CLE,,,,,,,,,,,,,,,,,,0.589,0.53
Mark Price,88--89,CLE,,,,,,,,,,,,,,,,,,0.623,0.5720000000000001
Mark Price,87--88,CLE,,,,,,,,,,,,,,,,,,0.589,0.5429999999999999
Mark Price,86--87,CLE,,,,,,,,,,,,,,,,,,0.489,0.435
Jim Price,78--79,LAL,,,,,,,,,,,,,,,,,,0.524,0.496
Jim Price,77--78,TOT,,,,,,,,,,,,,,,,,,0.495,0.447
Jim Price,77--78,DEN,,,,,,,,,,,,,,,,,,0.517,0.48
Jim Price,77--78,DET,,,,,,,,,,,,,,,,,,0.478,0.42
Jim Price,76--77,TOT,,,,,,,,,,,,,,,,,,0.481,0.445
Jim Price,76--77,BUF,,,,,,,,,,,,,,,,,,0.465,0.418
Jim Price,76--77,DEN,,,,,,,,,,,,,,,,,,0.478,0.444
Jim Price,76--77,MIL,,,,,,,,,,,,,,,,,,0.545,0.5
Jim Price,75--76,MIL,,,,,,,,,,,,,,,,,,0.454,0.415
Jim Price,74--75,TOT,,,,,,,,,,,,,,,,,,0.5,0.441
Jim Price,74--75,LAL,,,,,,,,,,,,,,,,,,0.511,0.446
Jim Price,74--75,MIL,,,,,,,,,,,,,,,,,,0.4970000000000001,0.439
Jim Price,73--74,LAL,,,,,,,,,,,,,,,,,,0.486,0.449
Jim Price,72--73,LAL,,,,,,,,,,,,,,,,,,0.481,0.439
Brent Price,01--02,SAC,18.5,0.75,0.1,0.2,0.14800000000000002,0.0,0.0,0.1,0.07400000000000001,1.0,0.0,0.0,0.037000000000000005,0.2,0.0,0.2,0.185,0.474,0.407
Brent Price,00--01,VAN,18.3,0.0,0.0,0.2,0.091,,,,0.0,0.5,0.2,0.3,0.182,0.25,0.2,0.7,0.364,0.462,0.318
Brent Price,99--00,VAN,,,,,,,,,,,,,,,,,,0.518,0.45
Brent Price,98--99,HOU,,,,,,,,,,,,,,,,,,0.624,0.594
Brent Price,97--98,HOU,,,,,,,,,,,,,,,,,,0.575,0.531
Brent Price,96--97,HOU,,,,,,,,,,,,,,,,,,0.551,0.5
Brent Price,95--96,WSB,,,,,,,,,,,,,,,,,,0.655,0.602
Brent Price,93--94,WSB,,,,,,,,,,,,,,,,,,0.5489999999999999,0.509
Brent Price,92--93,WSB,,,,,,,,,,,,,,,,,,0.424,0.373
 Price,14--15,TOT,18.3,0.333,0.1,0.2,0.044,0.526,0.4,0.7,0.139,0.417,0.4,0.9,0.175,0.452,0.5,1.2,0.226,0.451,0.4270000000000001
 Price,14--15,CLE,16.2,0.333,0.1,0.3,0.08800000000000001,0.833,0.5,0.5,0.17600000000000002,0.14300000000000002,0.1,0.6,0.206,0.28600000000000003,0.2,0.6,0.206,0.3,0.265
 Price,14--15,IND,18.8,0.333,0.1,0.3,0.034,0.385,0.5,1.3,0.146,0.5329999999999999,0.8,1.5,0.16899999999999998,0.526,1.0,1.9,0.213,0.542,0.522
 Price,14--15,PHO,20.4,,,,0.0,,,,0.0,0.5,0.2,0.4,0.14300000000000002,0.4,0.4,1.0,0.35700000000000004,0.214,0.214
 Price,13--14,MIN,19.7,1.0,0.1,0.1,0.065,0.5,0.0,0.1,0.043,1.0,0.1,0.1,0.043,0.412,0.3,0.6,0.37,0.469,0.478
 Price,12--13,WAS,18.3,0.5529999999999999,0.4,0.7,0.092,0.417,0.4,0.8,0.116,0.447,0.4,0.8,0.114,0.363,0.5,1.4,0.194,0.501,0.475
 Price,11--12,IND,19.4,0.5710000000000001,0.2,0.3,0.08,0.125,0.0,0.4,0.092,0.524,0.3,0.5,0.121,0.343,0.3,0.8,0.201,0.454,0.414
 Price,10--11,IND,18.9,0.591,0.3,0.4,0.069,0.415,0.3,0.8,0.128,0.423,0.4,1.0,0.163,0.375,0.4,1.1,0.175,0.454,0.42
 Price,09--10,IND,17.1,0.607,0.7,1.1,0.172,0.378,0.3,0.7,0.105,0.389,0.3,0.6,0.102,0.435,0.4,0.8,0.13,0.53,0.494
Stephen Previs,72--73,CAR,,,,,,,,,,,,,,,,,,0.413,0.392
Harold Pressley,89--90,SAC,,,,,,,,,,,,,,,,,,0.506,0.465
Harold Pressley,88--89,SAC,,,,,,,,,,,,,,,,,,0.529,0.507
Harold Pressley,87--88,SAC,,,,,,,,,,,,,,,,,,0.51,0.479
Harold Pressley,86--87,SAC,,,,,,,,,,,,,,,,,,0.458,0.434
Dominic Pressley,88--89,TOT,,,,,,,,,,,,,,,,,,0.329,0.29
Dominic Pressley,88--89,CHI,,,,,,,,,,,,,,,,,,0.16699999999999998,0.16699999999999998
Dominic Pressley,88--89,WSB,,,,,,,,,,,,,,,,,,0.363,0.32
Paul Pressey,92--93,GSW,,,,,,,,,,,,,,,,,,0.507,0.439
Paul Pressey,91--92,SAS,,,,,,,,,,,,,,,,,,0.422,0.382
Paul Pressey,90--91,SAS,,,,,,,,,,,,,,,,,,0.545,0.491
Paul Pressey,89--90,MIL,,,,,,,,,,,,,,,,,,0.5329999999999999,0.478
Paul Pressey,88--89,MIL,,,,,,,,,,,,,,,,,,0.539,0.483
Paul Pressey,87--88,MIL,,,,,,,,,,,,,,,,,,0.5720000000000001,0.4970000000000001
Paul Pressey,86--87,MIL,,,,,,,,,,,,,,,,,,0.556,0.49
Paul Pressey,85--86,MIL,,,,,,,,,,,,,,,,,,0.564,0.4920000000000001
Paul Pressey,84--85,MIL,,,,,,,,,,,,,,,,,,0.5770000000000001,0.521
Paul Pressey,83--84,MIL,,,,,,,,,,,,,,,,,,0.547,0.525
Paul Pressey,82--83,MIL,,,,,,,,,,,,,,,,,,0.489,0.458
Mike Pratt,71--72,KEN,,,,,,,,,,,,,,,,,,0.532,0.468
Mike Pratt,70--71,KEN,,,,,,,,,,,,,,,,,,0.469,0.419
Marlbert Pradd,68--69,NOB,,,,,,,,,,,,,,,,,,0.541,0.444
Marlbert Pradd,67--68,NOB,,,,,,,,,,,,,,,,,,0.515,0.45
Roger Powell,06--07,UTA,8.0,0.0,0.0,0.7,0.667,,,,0.0,,,,0.0,,,,0.0,0.258,
Kasib Powell,07--08,MIA,12.9,0.519,1.3,2.5,0.284,0.385,0.5,1.2,0.13699999999999998,0.375,0.5,1.5,0.168,0.333,0.2,0.5,0.063,0.424,0.411
Josh Powell,13--14,HOU,8.0,,,,0.0,0.333,2.0,6.0,1.0,,,,0.0,,,,0.0,0.333,0.333
Josh Powell,10--11,ATL,10.8,0.525,0.6,1.1,0.284,0.429,0.3,0.6,0.168,0.421,0.3,0.7,0.183,0.4270000000000001,0.6,1.4,0.361,0.4920000000000001,0.452
Josh Powell,09--10,LAL,10.8,0.4920000000000001,0.5,1.0,0.314,0.321,0.1,0.4,0.14400000000000002,0.258,0.1,0.5,0.16,0.293,0.3,0.9,0.299,0.407,0.384
Josh Powell,08--09,LAL,9.0,0.557,0.8,1.5,0.368,0.205,0.1,0.6,0.163,0.523,0.4,0.7,0.184,0.382,0.4,1.1,0.285,0.479,0.444
Josh Powell,07--08,LAC,7.6,0.561,1.2,2.2,0.441,0.383,0.3,0.7,0.149,0.4,0.4,1.0,0.206,0.377,0.4,1.0,0.194,0.5,0.46
Josh Powell,06--07,TOT,9.6,0.581,0.5,0.8,0.333,0.563,0.2,0.4,0.172,0.5,0.2,0.4,0.151,0.281,0.2,0.9,0.344,0.52,0.462
Josh Powell,06--07,GSW,9.5,0.64,0.5,0.8,0.321,0.6,0.3,0.5,0.192,0.5379999999999999,0.2,0.4,0.16699999999999998,0.36,0.3,0.8,0.321,0.57,0.526
Josh Powell,06--07,IND,10.2,0.333,0.3,0.9,0.4,0.0,0.0,0.1,0.067,0.0,0.0,0.1,0.067,0.0,0.0,1.0,0.467,0.29600000000000004,0.133
Josh Powell,05--06,DAL,8.2,0.586,0.5,0.8,0.358,0.318,0.2,0.6,0.272,0.5,0.1,0.2,0.099,0.409,0.2,0.6,0.272,0.546,0.457
Cincinnatus Powell,74--75,VIR,,,,,,,,,,,,,,,,,,0.453,0.408
Cincinnatus Powell,73--74,VIR,,,,,,,,,,,,,,,,,,0.491,0.457
Cincinnatus Powell,72--73,UTS,,,,,,,,,,,,,,,,,,0.53,0.498
Cincinnatus Powell,71--72,KEN,,,,,,,,,,,,,,,,,,0.514,0.476
Cincinnatus Powell,70--71,KEN,,,,,,,,,,,,,,,,,,0.542,0.494
Cincinnatus Powell,69--70,DLC,,,,,,,,,,,,,,,,,,0.535,0.469
Cincinnatus Powell,68--69,DLC,,,,,,,,,,,,,,,,,,0.525,0.472
Cincinnatus Powell,67--68,DLC,,,,,,,,,,,,,,,,,,0.539,0.49
Leon Powe,10--11,TOT,6.3,0.569,1.1,1.9,0.487,0.444,0.5,1.2,0.303,0.375,0.1,0.3,0.067,0.467,0.2,0.5,0.126,0.524,0.496
Leon Powe,10--11,CLE,5.3,0.5429999999999999,1.4,2.5,0.593,0.5,0.4,0.9,0.203,0.5,0.1,0.3,0.068,0.25,0.1,0.6,0.136,0.4970000000000001,0.4920000000000001
Leon Powe,10--11,MEM,7.3,0.609,0.9,1.4,0.383,0.417,0.6,1.5,0.4,0.25,0.1,0.3,0.067,0.7140000000000001,0.3,0.4,0.117,0.5479999999999999,0.5
Leon Powe,09--10,CLE,3.2,0.486,0.9,1.7,0.7140000000000001,0.3,0.1,0.5,0.204,0.333,0.0,0.1,0.061,0.0,0.0,0.0,0.02,0.515,0.429
Leon Powe,08--09,BOS,2.5,0.62,2.2,3.5,0.725,0.28800000000000003,0.3,1.1,0.237,0.28600000000000003,0.0,0.1,0.021,0.0,0.0,0.1,0.018000000000000002,0.591,0.524
Leon Powe,07--08,BOS,3.3,0.64,2.3,3.5,0.732,0.452,0.3,0.7,0.156,0.083,0.0,0.2,0.045,0.471,0.1,0.3,0.063,0.629,0.5720000000000001
Leon Powe,06--07,BOS,4.9,0.495,0.8,1.6,0.5710000000000001,0.417,0.3,0.8,0.271,0.462,0.1,0.2,0.073,0.231,0.0,0.2,0.073,0.5489999999999999,0.446
Vitaly Potapenko,06--07,SAC,9.0,0.0,0.0,0.7,0.5,,,,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.3,0.25,,
Vitaly Potapenko,05--06,TOT,6.4,0.519,0.4,0.8,0.38,0.545,0.4,0.7,0.31,0.526,0.3,0.6,0.268,0.333,0.0,0.1,0.042,0.535,0.521
Vitaly Potapenko,05--06,SAC,10.6,,,,0.0,0.333,0.1,0.3,0.429,1.0,0.3,0.3,0.429,1.0,0.1,0.1,0.14300000000000002,0.7140000000000001,0.7140000000000001
Vitaly Potapenko,05--06,SEA,6.0,0.519,0.6,1.1,0.422,0.579,0.5,0.8,0.297,0.438,0.3,0.7,0.25,0.0,0.0,0.1,0.031,0.518,0.5
Vitaly Potapenko,04--05,SEA,8.3,0.8079999999999999,0.6,0.8,0.299,0.35,0.2,0.6,0.23,0.52,0.4,0.8,0.287,0.267,0.1,0.5,0.172,0.581,0.517
Vitaly Potapenko,03--04,SEA,8.0,0.595,1.0,1.7,0.271,0.405,0.8,2.0,0.32,0.488,0.9,1.9,0.29600000000000004,0.478,0.3,0.7,0.112,0.511,0.489
Vitaly Potapenko,02--03,SEA,7.1,0.429,0.5,1.1,0.301,0.429,0.6,1.3,0.376,0.524,0.4,0.8,0.226,0.333,0.1,0.3,0.097,0.4920000000000001,0.441
Vitaly Potapenko,01--02,BOS,7.5,0.527,0.9,1.6,0.429,0.482,0.3,0.7,0.18600000000000005,0.35700000000000004,0.3,0.7,0.18600000000000005,0.3670000000000001,0.3,0.8,0.199,0.513,0.455
Vitaly Potapenko,00--01,BOS,8.3,0.523,1.1,2.1,0.338,0.443,0.7,1.5,0.234,0.504,0.8,1.6,0.248,0.394,0.5,1.1,0.18,0.517,0.476
Vitaly Potapenko,99--00,BOS,,,,,,,,,,,,,,,,,,0.527,0.499
Vitaly Potapenko,98--99,TOT,,,,,,,,,,,,,,,,,,0.52,0.495
Vitaly Potapenko,98--99,BOS,,,,,,,,,,,,,,,,,,0.535,0.521
Vitaly Potapenko,98--99,CLE,,,,,,,,,,,,,,,,,,0.485,0.4370000000000001
Vitaly Potapenko,97--98,CLE,,,,,,,,,,,,,,,,,,0.517,0.48
Vitaly Potapenko,96--97,CLE,,,,,,,,,,,,,,,,,,0.486,0.441
John Postley,67--68,PTP,,,,,,,,,,,,,,,,,,0.333,0.333
Lavor Postell,02--03,NYK,14.7,0.667,0.3,0.5,0.158,0.5,0.2,0.3,0.105,0.14300000000000002,0.1,0.6,0.184,0.35700000000000004,0.4,1.2,0.368,0.482,0.395
Lavor Postell,01--02,NYK,15.3,0.467,0.3,0.7,0.179,0.0,0.0,0.2,0.06,0.381,0.3,0.9,0.25,0.412,0.3,0.7,0.202,0.456,0.369
Lavor Postell,00--01,NYK,12.0,0.643,0.3,0.5,0.259,0.125,0.0,0.3,0.14800000000000002,0.273,0.1,0.4,0.204,0.1,0.0,0.4,0.185,0.448,0.343
James Posey,10--11,IND,23.0,0.6920000000000001,0.2,0.3,0.054000000000000006,0.833,0.1,0.1,0.025,0.0,0.0,0.1,0.012,0.0,0.0,0.1,0.029,0.485,0.475
James Posey,09--10,NOH,18.9,0.5,0.4,0.8,0.18600000000000005,0.35700000000000004,0.1,0.2,0.041,0.455,0.1,0.1,0.032,0.214,0.0,0.2,0.041,0.525,0.483
James Posey,08--09,NOH,17.3,0.54,0.8,1.5,0.21600000000000005,0.452,0.3,0.6,0.08,0.385,0.1,0.3,0.05,0.345,0.1,0.4,0.055,0.568,0.523
James Posey,07--08,BOS,18.3,0.598,0.8,1.3,0.234,0.364,0.1,0.2,0.027000000000000003,0.2,0.0,0.1,0.012,0.182,0.1,0.3,0.053,0.5870000000000001,0.546
James Posey,06--07,MIA,16.8,0.636,1.1,1.7,0.28,0.28600000000000003,0.1,0.2,0.032,0.111,0.0,0.1,0.021,0.241,0.1,0.4,0.067,0.579,0.5429999999999999
James Posey,05--06,MIA,19.7,0.586,0.5,0.9,0.147,0.273,0.0,0.2,0.028,0.091,0.0,0.2,0.028,0.16,0.1,0.4,0.063,0.5720000000000001,0.551
James Posey,04--05,MEM,15.0,0.485,1.0,2.0,0.278,0.206,0.1,0.7,0.096,0.25,0.1,0.3,0.045,0.448,0.3,0.6,0.081,0.5,0.434
James Posey,03--04,MEM,12.4,0.6459999999999999,2.2,3.5,0.37,0.42,0.4,1.0,0.105,0.293,0.1,0.5,0.053,0.35600000000000004,0.3,0.9,0.095,0.614,0.551
James Posey,02--03,TOT,12.8,0.604,1.9,3.1,0.339,0.325,0.3,0.9,0.102,0.217,0.2,0.7,0.08,0.359,0.6,1.6,0.174,0.519,0.457
James Posey,02--03,DEN,13.5,0.593,1.9,3.2,0.25,0.261,0.5,1.8,0.142,0.265,0.4,1.4,0.105,0.373,1.1,3.0,0.231,0.477,0.41
James Posey,02--03,HOU,12.2,0.609,1.8,3.0,0.407,0.419,0.2,0.5,0.07200000000000001,0.154,0.1,0.5,0.061,0.339,0.3,1.0,0.131,0.551,0.493
James Posey,01--02,DEN,14.1,0.5529999999999999,1.6,2.9,0.28300000000000003,0.35700000000000004,0.3,0.8,0.076,0.29,0.2,0.8,0.084,0.329,0.8,2.4,0.235,0.474,0.422
James Posey,00--01,DEN,13.2,0.564,1.5,2.6,0.358,0.326,0.2,0.5,0.073,0.5,0.2,0.4,0.061,0.325,0.3,1.0,0.141,0.511,0.467
James Posey,99--00,DEN,,,,,,,,,,,,,,,,,,0.55,0.506
Bob Portman,72--73,GSW,,,,,,,,,,,,,,,,,,0.516,0.45
Bob Portman,71--72,GSW,,,,,,,,,,,,,,,,,,0.467,0.4
Bob Portman,70--71,SFW,,,,,,,,,,,,,,,,,,0.49,0.457
Bob Portman,69--70,SFW,,,,,,,,,,,,,,,,,,0.482,0.443
Willie Porter,68--69,TOT,,,,,,,,,,,,,,,,,,0.556,0.5379999999999999
Willie Porter,68--69,HSM,,,,,,,,,,,,,,,,,,0.5710000000000001,0.429
Willie Porter,68--69,MNP,,,,,,,,,,,,,,,,,,0.5539999999999999,0.556
Willie Porter,67--68,TOT,,,,,,,,,,,,,,,,,,0.48,0.412
Willie Porter,67--68,OAK,,,,,,,,,,,,,,,,,,0.487,0.422
Willie Porter,67--68,PTP,,,,,,,,,,,,,,,,,,0.442,0.35100000000000003
Terry Porter,01--02,SAS,17.4,0.5489999999999999,0.4,0.7,0.159,0.389,0.1,0.2,0.056,0.364,0.2,0.5,0.103,0.39,0.4,1.1,0.24,0.5579999999999999,0.516
Terry Porter,00--01,SAS,17.0,0.603,0.6,1.0,0.177,0.324,0.1,0.4,0.077,0.316,0.1,0.5,0.086,0.471,0.5,1.1,0.193,0.583,0.547
Terry Porter,99--00,SAS,,,,,,,,,,,,,,,,,,0.596,0.544
Terry Porter,98--99,MIA,,,,,,,,,,,,,,,,,,0.603,0.5429999999999999
Terry Porter,97--98,MIN,,,,,,,,,,,,,,,,,,0.586,0.529
Terry Porter,96--97,MIN,,,,,,,,,,,,,,,,,,0.544,0.491
Terry Porter,95--96,MIN,,,,,,,,,,,,,,,,,,0.552,0.501
Terry Porter,94--95,POR,,,,,,,,,,,,,,,,,,0.515,0.476
Terry Porter,93--94,POR,,,,,,,,,,,,,,,,,,0.5379999999999999,0.482
Terry Porter,92--93,POR,,,,,,,,,,,,,,,,,,0.5770000000000001,0.519
Terry Porter,91--92,POR,,,,,,,,,,,,,,,,,,0.575,0.518
Terry Porter,90--91,POR,,,,,,,,,,,,,,,,,,0.632,0.584
Terry Porter,89--90,POR,,,,,,,,,,,,,,,,,,0.597,0.508
Terry Porter,88--89,POR,,,,,,,,,,,,,,,,,,0.555,0.506
Terry Porter,87--88,POR,,,,,,,,,,,,,,,,,,0.5920000000000001,0.5329999999999999
