姓名,赛季,球队,出手距离,篮下命中率,篮下命中,篮下出手,篮下占比,近距两分,近距命中,近距出手,近距占比,中距两分,中距命中,中距出手,中距占比,远距两分,远距命中,远距出手,远距占比,真实命中率,投篮效率
Terry Porter,86--87,POR,,,,,,,,,,,,,,,,,,0.57,0.4970000000000001
Terry Porter,85--86,POR,,,,,,,,,,,,,,,,,,0.545,0.489
Kevin Porter,82--83,WSB,,,,,,,,,,,,,,,,,,0.551,0.525
Kevin Porter,80--81,WSB,,,,,,,,,,,,,,,,,,0.561,0.521
Kevin Porter,79--80,WSB,,,,,,,,,,,,,,,,,,0.514,0.459
Kevin Porter,78--79,DET,,,,,,,,,,,,,,,,,,0.513,0.481
Kevin Porter,77--78,TOT,,,,,,,,,,,,,,,,,,0.516,0.469
Kevin Porter,77--78,DET,,,,,,,,,,,,,,,,,,0.504,0.435
Kevin Porter,77--78,NJN,,,,,,,,,,,,,,,,,,0.516,0.469
Kevin Porter,76--77,DET,,,,,,,,,,,,,,,,,,0.54,0.512
Kevin Porter,75--76,DET,,,,,,,,,,,,,,,,,,0.462,0.419
Kevin Porter,74--75,WSB,,,,,,,,,,,,,,,,,,0.519,0.49
Kevin Porter,73--74,CAP,,,,,,,,,,,,,,,,,,0.512,0.478
Kevin Porter,72--73,BAL,,,,,,,,,,,,,,,,,,0.476,0.453
Howard Porter,77--78,TOT,,,,,,,,,,,,,,,,,,0.528,0.486
Howard Porter,77--78,DET,,,,,,,,,,,,,,,,,,0.391,0.36
Howard Porter,77--78,NJN,,,,,,,,,,,,,,,,,,0.537,0.494
Howard Porter,76--77,DET,,,,,,,,,,,,,,,,,,0.509,0.483
Howard Porter,75--76,DET,,,,,,,,,,,,,,,,,,0.494,0.469
Howard Porter,74--75,TOT,,,,,,,,,,,,,,,,,,0.524,0.487
Howard Porter,74--75,DET,,,,,,,,,,,,,,,,,,0.535,0.499
Howard Porter,74--75,NYK,,,,,,,,,,,,,,,,,,0.413,0.34700000000000003
Howard Porter,73--74,CHI,,,,,,,,,,,,,,,,,,0.483,0.449
Howard Porter,72--73,CHI,,,,,,,,,,,,,,,,,,0.474,0.449
Howard Porter,71--72,CHI,,,,,,,,,,,,,,,,,,0.459,0.423
Chris Porter,00--01,GSW,9.6,0.647,1.5,2.3,0.267,0.248,0.5,2.1,0.236,0.32,0.6,2.0,0.225,0.328,0.7,2.3,0.261,0.434,0.389
Ben Poquette,86--87,TOT,,,,,,,,,,,,,,,,,,0.569,0.508
Ben Poquette,86--87,CHI,,,,,,,,,,,,,,,,,,0.569,0.525
Ben Poquette,86--87,CLE,,,,,,,,,,,,,,,,,,0.57,0.5
Ben Poquette,85--86,CLE,,,,,,,,,,,,,,,,,,0.518,0.48
Ben Poquette,84--85,CLE,,,,,,,,,,,,,,,,,,0.514,0.463
Ben Poquette,83--84,CLE,,,,,,,,,,,,,,,,,,0.487,0.442
Ben Poquette,82--83,UTA,,,,,,,,,,,,,,,,,,0.519,0.473
Ben Poquette,81--82,UTA,,,,,,,,,,,,,,,,,,0.562,0.518
Ben Poquette,80--81,UTA,,,,,,,,,,,,,,,,,,0.5670000000000001,0.53
Ben Poquette,79--80,UTA,,,,,,,,,,,,,,,,,,0.5720000000000001,0.523
Ben Poquette,78--79,DET,,,,,,,,,,,,,,,,,,0.481,0.426
Ben Poquette,77--78,DET,,,,,,,,,,,,,,,,,,0.461,0.42
Dave Popson,91--92,MIL,,,,,,,,,,,,,,,,,,0.444,0.429
Dave Popson,90--91,BOS,,,,,,,,,,,,,,,,,,0.481,0.406
Dave Popson,88--89,TOT,,,,,,,,,,,,,,,,,,0.407,0.4
Dave Popson,88--89,LAC,,,,,,,,,,,,,,,,,,0.444,0.44
Dave Popson,88--89,MIA,,,,,,,,,,,,,,,,,,0.34600000000000003,0.333
Mark Pope,04--05,DEN,1.7,0.5,0.2,0.4,0.667,0.0,0.0,0.2,0.333,,,,0.0,,,,0.0,0.333,0.333
Mark Pope,03--04,DEN,4.5,1.0,0.2,0.2,0.5,0.0,0.0,0.2,0.5,,,,0.0,,,,0.0,0.41,0.5
Mark Pope,01--02,MIL,11.8,0.5760000000000001,0.4,0.7,0.363,0.4,0.1,0.2,0.11,0.2,0.0,0.1,0.055,0.444,0.2,0.4,0.198,0.434,0.418
Mark Pope,00--01,MIL,10.2,0.635,0.6,1.0,0.444,0.2,0.0,0.2,0.07,0.273,0.0,0.2,0.077,0.353,0.2,0.5,0.239,0.48,0.454
Mark Pope,98--99,IND,,,,,,,,,,,,,,,,,,0.134,0.14300000000000002
Mark Pope,97--98,IND,,,,,,,,,,,,,,,,,,0.402,0.354
David Pope,85--86,SEA,,,,,,,,,,,,,,,,,,0.483,0.475
David Pope,84--85,KCK,,,,,,,,,,,,,,,,,,0.349,0.321
Quincy Pondexter,14--15,TOT,16.6,0.583,0.8,1.4,0.242,0.311,0.2,0.6,0.101,0.381,0.1,0.3,0.047,0.414,0.2,0.4,0.065,0.55,0.522
Quincy Pondexter,14--15,MEM,16.5,0.5429999999999999,0.6,1.2,0.259,0.25,0.1,0.4,0.08900000000000001,0.5,0.1,0.1,0.03,0.636,0.2,0.4,0.081,0.452,0.419
Quincy Pondexter,14--15,NOH,16.6,0.603,1.0,1.6,0.234,0.333,0.2,0.7,0.106,0.353,0.1,0.4,0.054000000000000006,0.278,0.1,0.4,0.058,0.5920000000000001,0.5670000000000001
Quincy Pondexter,13--14,MEM,14.6,0.522,0.8,1.5,0.29100000000000004,0.455,0.3,0.7,0.139,0.333,0.1,0.4,0.076,0.2,0.1,0.3,0.063,0.52,0.462
Quincy Pondexter,12--13,MEM,15.4,0.561,0.8,1.4,0.274,0.433,0.2,0.5,0.1,0.17600000000000002,0.1,0.3,0.057,0.333,0.1,0.3,0.06,0.565,0.528
Quincy Pondexter,11--12,MEM,12.9,0.655,0.9,1.3,0.35100000000000003,0.182,0.1,0.3,0.092,0.353,0.1,0.3,0.071,0.488,0.3,0.7,0.18,0.517,0.498
Quincy Pondexter,10--11,NOH,12.7,0.5710000000000001,0.4,0.6,0.233,0.3720000000000001,0.2,0.7,0.239,0.417,0.1,0.2,0.067,0.303,0.2,0.5,0.183,0.482,0.456
Cliff Pondexter,77--78,CHI,,,,,,,,,,,,,,,,,,0.469,0.429
Cliff Pondexter,76--77,CHI,,,,,,,,,,,,,,,,,,0.448,0.414
Cliff Pondexter,75--76,CHI,,,,,,,,,,,,,,,,,,0.472,0.409
Olden Polynice,03--04,LAC,,,,,,,,,,,,,,,,,,,
Olden Polynice,00--01,UTA,5.2,0.596,1.3,2.2,0.429,0.438,0.9,2.0,0.386,0.382,0.3,0.8,0.16399999999999998,0.5,0.0,0.1,0.019,0.484,0.496
Olden Polynice,99--00,UTA,,,,,,,,,,,,,,,,,,0.4970000000000001,0.511
Olden Polynice,98--99,SEA,,,,,,,,,,,,,,,,,,0.461,0.473
Olden Polynice,97--98,SAC,,,,,,,,,,,,,,,,,,0.464,0.459
Olden Polynice,96--97,SAC,,,,,,,,,,,,,,,,,,0.476,0.457
Olden Polynice,95--96,SAC,,,,,,,,,,,,,,,,,,0.5429999999999999,0.528
Olden Polynice,94--95,SAC,,,,,,,,,,,,,,,,,,0.565,0.545
Olden Polynice,93--94,TOT,,,,,,,,,,,,,,,,,,0.529,0.523
Olden Polynice,93--94,DET,,,,,,,,,,,,,,,,,,0.544,0.547
Olden Polynice,93--94,SAC,,,,,,,,,,,,,,,,,,0.506,0.484
Olden Polynice,92--93,DET,,,,,,,,,,,,,,,,,,0.495,0.491
Olden Polynice,91--92,LAC,,,,,,,,,,,,,,,,,,0.5489999999999999,0.519
Olden Polynice,90--91,TOT,,,,,,,,,,,,,,,,,,0.5760000000000001,0.56
Olden Polynice,90--91,LAC,,,,,,,,,,,,,,,,,,0.5920000000000001,0.579
Olden Polynice,90--91,SEA,,,,,,,,,,,,,,,,,,0.562,0.545
Olden Polynice,89--90,SEA,,,,,,,,,,,,,,,,,,0.541,0.542
Olden Polynice,88--89,SEA,,,,,,,,,,,,,,,,,,0.535,0.506
Olden Polynice,87--88,SEA,,,,,,,,,,,,,,,,,,0.521,0.465
Ralph Polson,52--53,TOT,,,,,,,,,,,,,,,,,,0.4320000000000001,0.36
Ralph Polson,52--53,NYK,,,,,,,,,,,,,,,,,,0.43,0.278
Ralph Polson,52--53,PHW,,,,,,,,,,,,,,,,,,0.4320000000000001,0.362
Scot Pollard,07--08,BOS,5.3,0.5379999999999999,0.3,0.6,0.565,0.667,0.2,0.3,0.261,,,,0.0,0.25,0.0,0.2,0.174,0.597,0.522
Scot Pollard,06--07,CLE,7.3,0.467,0.3,0.6,0.5770000000000001,0.0,0.0,0.0,0.038,0.5,0.0,0.1,0.077,0.375,0.1,0.3,0.308,0.4320000000000001,0.423
Scot Pollard,05--06,IND,7.4,0.569,0.9,1.6,0.468,0.409,0.2,0.5,0.14300000000000002,0.412,0.3,0.8,0.221,0.231,0.1,0.6,0.16899999999999998,0.495,0.455
Scot Pollard,04--05,IND,6.6,0.604,1.1,1.9,0.545,0.333,0.1,0.4,0.108,0.235,0.2,0.7,0.204,0.417,0.2,0.5,0.14400000000000002,0.506,0.473
Scot Pollard,03--04,IND,4.2,0.493,0.6,1.2,0.6579999999999999,0.16699999999999998,0.0,0.3,0.158,0.154,0.0,0.2,0.114,0.625,0.1,0.1,0.07,0.43,0.412
Scot Pollard,02--03,SAC,3.7,0.537,1.3,2.3,0.621,0.476,0.4,0.9,0.241,0.14300000000000002,0.0,0.3,0.08,0.0,0.0,0.2,0.057,0.4970000000000001,0.46
Scot Pollard,01--02,SAC,2.7,0.612,1.9,3.0,0.6759999999999999,0.433,0.5,1.1,0.251,0.267,0.1,0.2,0.042,0.545,0.1,0.1,0.031,0.59,0.55
Scot Pollard,00--01,SAC,3.1,0.598,1.9,3.1,0.61,0.282,0.5,1.6,0.314,0.208,0.1,0.3,0.061,0.25,0.0,0.1,0.01,0.53,0.468
Scot Pollard,99--00,SAC,,,,,,,,,,,,,,,,,,0.584,0.527
Scot Pollard,98--99,SAC,,,,,,,,,,,,,,,,,,0.5760000000000001,0.541
Scot Pollard,97--98,DET,,,,,,,,,,,,,,,,,,0.555,0.5
Jim Pollard,54--55,MNL,,,,,,,,,,,,,,,,,,0.41,0.353
Jim Pollard,53--54,MNL,,,,,,,,,,,,,,,,,,0.423,0.369
Jim Pollard,52--53,MNL,,,,,,,,,,,,,,,,,,0.412,0.35600000000000004
Jim Pollard,51--52,MNL,,,,,,,,,,,,,,,,,,0.396,0.355
Jim Pollard,50--51,MNL,,,,,,,,,,,,,,,,,,0.395,0.35100000000000003
Jim Pollard,49--50,MNL,,,,,,,,,,,,,,,,,,0.39,0.345
Jim Pollard,48--49,MNL,,,,,,,,,,,,,,,,,,0.44,0.396
Dwayne Polee,86--87,LAC,,,,,,,,,,,,,,,,,,0.25,0.25
Pavel Podkolzin,05--06,DAL,13.5,,,,0.0,,,,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.32299999999999995,
Pavel Podkolzin,04--05,DAL,,,,,,,,,,,,,,,,,,0.568,
Gary Plummer,92--93,DEN,,,,,,,,,,,,,,,,,,0.521,0.465
Gary Plummer,84--85,GSW,,,,,,,,,,,,,,,,,,0.459,0.399
Zoran Planinic,05--06,NJN,12.7,0.5,0.6,1.3,0.393,0.389,0.1,0.3,0.098,0.231,0.1,0.2,0.071,0.292,0.1,0.4,0.131,0.45,0.396
Zoran Planinic,04--05,NJN,12.0,0.531,0.8,1.5,0.368,0.478,0.3,0.5,0.132,0.4,0.1,0.2,0.057,0.378,0.3,0.9,0.213,0.534,0.491
Zoran Planinic,03--04,NJN,11.5,0.64,0.7,1.0,0.388,0.25,0.1,0.4,0.155,0.25,0.1,0.2,0.093,0.267,0.1,0.3,0.116,0.4920000000000001,0.446
Dexter Pittman,13--14,ATL,1.0,0.0,0.0,0.5,1.0,,,,0.0,,,,0.0,,,,0.0,,
Dexter Pittman,12--13,TOT,4.1,0.4,0.2,0.5,0.455,0.333,0.2,0.5,0.545,,,,0.0,,,,0.0,0.325,0.364
Dexter Pittman,12--13,MEM,2.0,0.25,0.1,0.6,0.667,0.0,0.0,0.3,0.333,,,,0.0,,,,0.0,0.13699999999999998,0.16699999999999998
Dexter Pittman,12--13,MIA,6.6,1.0,0.2,0.2,0.2,0.5,0.5,1.0,0.8,,,,0.0,,,,0.0,0.6,0.6
Dexter Pittman,11--12,MIA,4.3,0.644,0.8,1.3,0.479,0.295,0.4,1.3,0.468,0.4,0.1,0.1,0.053,,,,0.0,0.498,0.468
Dexter Pittman,10--11,MIA,4.7,0.5,0.5,1.0,0.667,0.0,0.0,0.5,0.333,,,,0.0,,,,0.0,0.333,0.333
Charles Pittman,85--86,PHO,,,,,,,,,,,,,,,,,,0.63,0.583
Charles Pittman,84--85,PHO,,,,,,,,,,,,,,,,,,0.555,0.471
Charles Pittman,83--84,PHO,,,,,,,,,,,,,,,,,,0.633,0.603
Charles Pittman,82--83,PHO,,,,,,,,,,,,,,,,,,0.56,0.475
Scottie Pippen,03--04,CHI,15.5,0.586,0.7,1.3,0.207,0.333,0.1,0.4,0.064,0.316,0.3,0.8,0.136,0.4,0.6,1.5,0.25,0.448,0.425
Scottie Pippen,02--03,POR,13.2,0.62,1.6,2.5,0.273,0.431,0.4,1.0,0.109,0.478,0.5,1.1,0.116,0.389,1.0,2.6,0.28,0.52,0.476
Scottie Pippen,01--02,POR,14.4,0.579,1.4,2.5,0.254,0.373,0.4,0.9,0.098,0.321,0.3,0.9,0.093,0.413,1.0,2.5,0.259,0.4970000000000001,0.456
Scottie Pippen,00--01,POR,14.1,0.619,1.7,2.7,0.295,0.316,0.3,0.9,0.096,0.395,0.2,0.6,0.064,0.453,1.0,2.2,0.233,0.541,0.505
Scottie Pippen,99--00,POR,,,,,,,,,,,,,,,,,,0.5329999999999999,0.501
Scottie Pippen,98--99,HOU,,,,,,,,,,,,,,,,,,0.53,0.4920000000000001
Scottie Pippen,97--98,CHI,,,,,,,,,,,,,,,,,,0.5329999999999999,0.491
Scottie Pippen,96--97,CHI,,,,,,,,,,,,,,,,,,0.5539999999999999,0.531
Scottie Pippen,95--96,CHI,,,,,,,,,,,,,,,,,,0.551,0.525
Scottie Pippen,94--95,CHI,,,,,,,,,,,,,,,,,,0.5589999999999999,0.522
Scottie Pippen,93--94,CHI,,,,,,,,,,,,,,,,,,0.544,0.515
Scottie Pippen,92--93,CHI,,,,,,,,,,,,,,,,,,0.51,0.482
Scottie Pippen,91--92,CHI,,,,,,,,,,,,,,,,,,0.555,0.511
Scottie Pippen,90--91,CHI,,,,,,,,,,,,,,,,,,0.561,0.529
Scottie Pippen,89--90,CHI,,,,,,,,,,,,,,,,,,0.528,0.501
Scottie Pippen,88--89,CHI,,,,,,,,,,,,,,,,,,0.524,0.488
Scottie Pippen,87--88,CHI,,,,,,,,,,,,,,,,,,0.489,0.466
Tom Piotrowski,83--84,POR,,,,,,,,,,,,,,,,,,0.524,0.462
Dave Piontek,62--63,CIN,,,,,,,,,,,,,,,,,,0.394,0.377
Dave Piontek,61--62,CHP,,,,,,,,,,,,,,,,,,0.408,0.3670000000000001
Dave Piontek,60--61,STL,,,,,,,,,,,,,,,,,,0.502,0.484
Dave Piontek,59--60,TOT,,,,,,,,,,,,,,,,,,0.436,0.4
Dave Piontek,59--60,CIN,,,,,,,,,,,,,,,,,,0.443,0.408
Dave Piontek,59--60,STL,,,,,,,,,,,,,,,,,,0.42,0.378
Dave Piontek,58--59,CIN,,,,,,,,,,,,,,,,,,0.42,0.375
Dave Piontek,57--58,CIN,,,,,,,,,,,,,,,,,,0.426,0.377
Dave Piontek,56--57,ROC,,,,,,,,,,,,,,,,,,0.443,0.403
John Pinone,83--84,ATL,,,,,,,,,,,,,,,,,,0.575,0.5379999999999999
Kevinn Pinkney,06--07,BOS,12.3,0.875,1.2,1.3,0.29600000000000004,0.0,0.0,0.5,0.111,0.25,0.2,0.7,0.14800000000000002,0.3,0.5,1.7,0.37,0.501,0.463
Ed Pinckney,96--97,MIA,,,,,,,,,,,,,,,,,,0.611,0.535
Ed Pinckney,95--96,TOT,,,,,,,,,,,,,,,,,,0.578,0.51
Ed Pinckney,95--96,PHI,,,,,,,,,,,,,,,,,,0.594,0.529
Ed Pinckney,95--96,TOR,,,,,,,,,,,,,,,,,,0.57,0.502
Ed Pinckney,94--95,MIL,,,,,,,,,,,,,,,,,,0.563,0.495
Ed Pinckney,93--94,BOS,,,,,,,,,,,,,,,,,,0.573,0.522
Ed Pinckney,92--93,BOS,,,,,,,,,,,,,,,,,,0.5379999999999999,0.417
Ed Pinckney,91--92,BOS,,,,,,,,,,,,,,,,,,0.625,0.537
Ed Pinckney,90--91,BOS,,,,,,,,,,,,,,,,,,0.622,0.539
Ed Pinckney,89--90,BOS,,,,,,,,,,,,,,,,,,0.601,0.542
Ed Pinckney,88--89,TOT,,,,,,,,,,,,,,,,,,0.591,0.513
Ed Pinckney,88--89,BOS,,,,,,,,,,,,,,,,,,0.629,0.54
Ed Pinckney,88--89,SAC,,,,,,,,,,,,,,,,,,0.575,0.502
Ed Pinckney,87--88,SAC,,,,,,,,,,,,,,,,,,0.583,0.522
Ed Pinckney,86--87,PHO,,,,,,,,,,,,,,,,,,0.644,0.584
Ed Pinckney,85--86,PHO,,,,,,,,,,,,,,,,,,0.599,0.5579999999999999
John Pilch,51--52,MNL,,,,,,,,,,,,,,,,,,0.198,0.05
Mickael Pietrus,12--13,TOR,19.0,0.5,0.4,0.8,0.163,0.7140000000000001,0.3,0.4,0.071,0.25,0.1,0.2,0.041,0.0,0.0,0.4,0.071,0.472,0.449
Mickael Pietrus,11--12,BOS,20.2,0.537,0.5,1.0,0.152,0.333,0.0,0.1,0.011,0.8,0.1,0.1,0.019,0.41,0.4,0.9,0.14400000000000002,0.509,0.498
Mickael Pietrus,10--11,TOT,20.7,0.774,0.4,0.5,0.085,0.35700000000000004,0.1,0.2,0.038,0.4,0.1,0.3,0.041,0.333,0.4,1.2,0.189,0.526,0.508
Mickael Pietrus,10--11,ORL,22.0,0.5710000000000001,0.2,0.4,0.061,0.5,0.1,0.2,0.035,0.0,0.0,0.1,0.009000000000000001,0.313,0.3,0.8,0.139,0.54,0.539
Mickael Pietrus,10--11,PHO,20.1,0.833,0.5,0.6,0.096,0.3,0.1,0.3,0.04,0.429,0.2,0.4,0.056,0.34,0.5,1.4,0.212,0.519,0.494
Mickael Pietrus,09--10,ORL,18.6,0.637,0.9,1.4,0.189,0.545,0.1,0.1,0.02,0.389,0.1,0.2,0.033,0.382,0.5,1.4,0.189,0.555,0.54
Mickael Pietrus,08--09,ORL,16.6,0.569,1.1,2.0,0.256,0.267,0.1,0.3,0.035,0.5379999999999999,0.1,0.2,0.031,0.348,0.4,1.2,0.155,0.5379999999999999,0.507
Mickael Pietrus,07--08,GSW,15.3,0.618,1.2,1.9,0.318,0.2,0.0,0.2,0.026,0.429,0.0,0.1,0.018000000000000002,0.359,0.3,1.0,0.165,0.5489999999999999,0.525
Mickael Pietrus,06--07,GSW,13.8,0.7020000000000001,1.9,2.8,0.338,0.243,0.1,0.5,0.063,0.28600000000000003,0.1,0.2,0.024,0.423,0.6,1.4,0.166,0.59,0.5670000000000001
Mickael Pietrus,05--06,GSW,14.5,0.618,1.6,2.6,0.325,0.35700000000000004,0.2,0.5,0.067,0.182,0.0,0.2,0.026,0.254,0.3,1.3,0.16,0.5,0.471
Mickael Pietrus,04--05,GSW,15.0,0.7170000000000001,1.4,1.9,0.253,0.302,0.2,0.8,0.106,0.303,0.1,0.5,0.066,0.32299999999999995,0.4,1.4,0.18600000000000005,0.539,0.494
Mickael Pietrus,03--04,GSW,14.0,0.605,0.9,1.4,0.329,0.421,0.2,0.4,0.08199999999999999,0.2,0.1,0.3,0.065,0.25,0.1,0.3,0.069,0.528,0.491
Stan Pietkiewicz,80--81,TOT,,,,,,,,,,,,,,,,,,0.499,0.482
Stan Pietkiewicz,80--81,DAL,,,,,,,,,,,,,,,,,,0.503,0.485
Stan Pietkiewicz,80--81,SDC,,,,,,,,,,,,,,,,,,0.4,0.4
Stan Pietkiewicz,79--80,SDC,,,,,,,,,,,,,,,,,,0.5720000000000001,0.534
Stan Pietkiewicz,78--79,SDC,,,,,,,,,,,,,,,,,,0.225,0.062
Ricky Pierce,97--98,MIL,,,,,,,,,,,,,,,,,,0.455,0.378
Ricky Pierce,96--97,TOT,,,,,,,,,,,,,,,,,,0.583,0.523
Ricky Pierce,96--97,CHH,,,,,,,,,,,,,,,,,,0.612,0.565
Ricky Pierce,96--97,DEN,,,,,,,,,,,,,,,,,,0.557,0.485
Ricky Pierce,95--96,IND,,,,,,,,,,,,,,,,,,0.542,0.477
Ricky Pierce,94--95,GSW,,,,,,,,,,,,,,,,,,0.562,0.482
Ricky Pierce,93--94,SEA,,,,,,,,,,,,,,,,,,0.552,0.477
Ricky Pierce,92--93,SEA,,,,,,,,,,,,,,,,,,0.5720000000000001,0.508
Ricky Pierce,91--92,SEA,,,,,,,,,,,,,,,,,,0.561,0.487
Ricky Pierce,90--91,TOT,,,,,,,,,,,,,,,,,,0.586,0.505
Ricky Pierce,90--91,MIL,,,,,,,,,,,,,,,,,,0.605,0.524
Ricky Pierce,90--91,SEA,,,,,,,,,,,,,,,,,,0.5539999999999999,0.474
Ricky Pierce,89--90,MIL,,,,,,,,,,,,,,,,,,0.5920000000000001,0.5329999999999999
Ricky Pierce,88--89,MIL,,,,,,,,,,,,,,,,,,0.573,0.522
Ricky Pierce,87--88,MIL,,,,,,,,,,,,,,,,,,0.561,0.513
Ricky Pierce,86--87,MIL,,,,,,,,,,,,,,,,,,0.606,0.535
Ricky Pierce,85--86,MIL,,,,,,,,,,,,,,,,,,0.603,0.539
Ricky Pierce,84--85,MIL,,,,,,,,,,,,,,,,,,0.599,0.539
Ricky Pierce,83--84,SDC,,,,,,,,,,,,,,,,,,0.53,0.47
Ricky Pierce,82--83,DET,,,,,,,,,,,,,,,,,,0.416,0.381
Paul Pierce,16--17,LAC,19.8,0.5,0.1,0.2,0.086,1.0,0.1,0.1,0.029,0.556,0.2,0.4,0.129,0.3,0.1,0.4,0.14300000000000002,0.535,0.507
Paul Pierce,15--16,LAC,19.6,0.407,0.2,0.4,0.068,0.318,0.1,0.3,0.055,0.438,0.3,0.7,0.121,0.517,0.4,0.9,0.146,0.489,0.457
Paul Pierce,14--15,WAS,17.1,0.62,1.1,1.8,0.197,0.405,0.2,0.5,0.056,0.411,0.4,1.0,0.111,0.439,0.7,1.6,0.174,0.58,0.537
Paul Pierce,13--14,BKN,15.7,0.639,1.4,2.2,0.237,0.34,0.2,0.7,0.07400000000000001,0.424,0.5,1.2,0.129,0.449,0.6,1.3,0.138,0.595,0.529
Paul Pierce,12--13,BOS,15.1,0.593,2.0,3.3,0.232,0.297,0.3,1.2,0.083,0.463,1.1,2.3,0.16,0.382,0.9,2.5,0.175,0.5589999999999999,0.502
Paul Pierce,11--12,BOS,14.4,0.67,2.6,3.8,0.262,0.317,0.3,1.0,0.071,0.389,0.9,2.4,0.162,0.35,1.0,2.9,0.199,0.5670000000000001,0.499
Paul Pierce,10--11,BOS,13.6,0.718,2.6,3.7,0.28800000000000003,0.366,0.4,1.2,0.091,0.484,0.9,1.9,0.152,0.418,0.9,2.3,0.17800000000000002,0.62,0.551
Paul Pierce,09--10,BOS,13.3,0.629,2.5,3.9,0.321,0.375,0.3,0.8,0.065,0.369,0.6,1.7,0.141,0.399,0.8,2.1,0.171,0.613,0.535
Paul Pierce,08--09,BOS,13.8,0.551,2.1,3.9,0.266,0.425,0.4,0.9,0.062,0.452,1.2,2.7,0.187,0.435,1.4,3.3,0.228,0.5820000000000001,0.508
Paul Pierce,07--08,BOS,14.2,0.61,2.4,3.9,0.287,0.418,0.4,1.0,0.07200000000000001,0.41,0.7,1.8,0.131,0.421,1.0,2.4,0.17800000000000002,0.599,0.529
Paul Pierce,06--07,BOS,15.2,0.5529999999999999,2.6,4.7,0.258,0.297,0.2,0.8,0.044,0.439,0.9,2.1,0.115,0.412,1.9,4.7,0.26,0.5710000000000001,0.502
Paul Pierce,05--06,BOS,12.6,0.617,3.9,6.3,0.341,0.232,0.3,1.3,0.068,0.436,1.1,2.5,0.133,0.456,2.1,4.5,0.243,0.5820000000000001,0.509
Paul Pierce,04--05,BOS,13.5,0.627,2.6,4.2,0.28,0.33,0.4,1.3,0.084,0.39,0.8,2.0,0.134,0.421,1.6,3.9,0.262,0.583,0.499
Paul Pierce,03--04,BOS,15.0,0.564,2.3,4.0,0.214,0.27,0.4,1.4,0.07400000000000001,0.386,1.1,2.8,0.149,0.415,2.4,5.7,0.306,0.517,0.441
Paul Pierce,02--03,BOS,13.6,0.637,3.7,5.8,0.287,0.246,0.4,1.5,0.07400000000000001,0.388,1.1,2.9,0.14300000000000002,0.343,1.7,5.1,0.251,0.532,0.454
Paul Pierce,01--02,BOS,14.9,0.6,3.0,5.1,0.26,0.289,0.4,1.4,0.071,0.354,0.8,2.3,0.118,0.411,1.8,4.4,0.225,0.57,0.508
Paul Pierce,00--01,BOS,13.4,0.5920000000000001,2.9,4.8,0.261,0.374,0.8,2.1,0.115,0.423,1.1,2.7,0.147,0.435,1.8,4.1,0.223,0.563,0.503
Paul Pierce,99--00,BOS,,,,,,,,,,,,,,,,,,0.55,0.486
Paul Pierce,98--99,BOS,,,,,,,,,,,,,,,,,,0.54,0.504
Walter Piatkowski,71--72,FLO,,,,,,,,,,,,,,,,,,0.188,0.188
Walter Piatkowski,69--70,DNR,,,,,,,,,,,,,,,,,,0.447,0.412
Walter Piatkowski,68--69,DNR,,,,,,,,,,,,,,,,,,0.461,0.431
Eric Piatkowski,07--08,PHO,22.9,0.0,0.0,0.1,0.03,0.0,0.0,0.1,0.03,,,,0.0,0.2,0.1,0.3,0.152,0.561,0.53
Eric Piatkowski,06--07,PHO,21.1,1.0,0.2,0.2,0.08,0.0,0.0,0.1,0.04,,,,0.0,0.0,0.0,0.4,0.16,0.522,0.5
Eric Piatkowski,05--06,CHI,18.2,0.667,0.3,0.4,0.197,0.0,0.0,0.0,0.016,0.0,0.0,0.1,0.033,0.5379999999999999,0.2,0.4,0.213,0.467,0.467
Eric Piatkowski,04--05,CHI,17.9,0.596,0.4,0.7,0.182,0.25,0.0,0.2,0.047,0.25,0.0,0.2,0.047,0.377,0.3,0.8,0.205,0.573,0.541
Eric Piatkowski,03--04,HOU,19.5,0.583,0.3,0.5,0.126,0.333,0.0,0.1,0.031,0.333,0.1,0.3,0.079,0.333,0.2,0.5,0.126,0.507,0.49
Eric Piatkowski,02--03,LAC,15.6,0.672,1.3,1.9,0.267,0.273,0.1,0.4,0.049,0.381,0.3,0.7,0.094,0.452,0.5,1.0,0.139,0.601,0.561
Eric Piatkowski,01--02,LAC,18.1,0.573,0.6,1.1,0.159,0.4,0.1,0.3,0.042,0.302,0.2,0.7,0.113,0.341,0.4,1.2,0.18,0.601,0.557
Eric Piatkowski,00--01,LAC,17.2,0.631,0.9,1.4,0.165,0.386,0.3,0.7,0.085,0.338,0.3,0.8,0.101,0.403,0.7,1.7,0.207,0.5720000000000001,0.522
Eric Piatkowski,99--00,LAC,,,,,,,,,,,,,,,,,,0.53,0.4970000000000001
Eric Piatkowski,98--99,LAC,,,,,,,,,,,,,,,,,,0.555,0.51
Eric Piatkowski,97--98,LAC,,,,,,,,,,,,,,,,,,0.591,0.546
Eric Piatkowski,96--97,LAC,,,,,,,,,,,,,,,,,,0.579,0.535
Eric Piatkowski,95--96,LAC,,,,,,,,,,,,,,,,,,0.541,0.483
Eric Piatkowski,94--95,LAC,,,,,,,,,,,,,,,,,,0.5589999999999999,0.522
