,XH,午餐平均消费,早餐次数,洗澡花销,洗澡次数,成绩等级
4805,201584111,10.76989691,169,125.16,48,10
4806,201584113,11.53071429,106,102.13,50,15
4807,201584114,9.454507042,14,151.27,28,20
4808,201584115,12.41888889,39,252.42,85,20
4809,201584116,11.31705263,54,244.44,58,15
4810,201584117,8.861854305,110,237.37,59,15
4811,201584118,9.291733333,41,11.9,2,20
4812,201584119,11.2604386,131,140.84,34,20
4813,201585010,10.60145833,22,171.71,28,15
4814,201585011,10.27079787,35,347.34,111,20
4815,201585012,18.0525,57,149.94,35,20
4816,201585013,14.90407407,29,158.13,36,20
4817,201585014,8.088235294,42,83.93,34,25
4818,201585015,9.402941176,11,176.68,44,20
4819,201585016,13.0384375,26,334.95,78,20
4820,201585017,9.684545455,20,14.56,4,20
4821,201585018,10.47137931,41,135.66,38,20
4822,201585019,13.23370968,51,373.94,100,20
4823,201585020,10.73588652,202,154.63,45,20
4824,201585021,13.71711111,45,631.84,91,20
4825,201585022,12.84933333,30,200.62,44,20
4826,201585023,11.4221875,89,169.96,65,20
4827,201585024,11.96179487,8,280.21,75,10
4828,201585025,11.06947368,8,63.63,23,20
4829,201585026,9.31972973,21,399.77,52,20
4830,201585027,10.63015873,101,77.49,19,15
4831,201585028,10.94444444,17,99.54,38,10
4832,201586010,10.5883871,48,4.83,1,10
4833,201586011,9.758901099,2,12.53,3,15
4834,201586012,7.891428571,56,20.51,4,20
4835,201586013,11.01228571,99,100.31,45,10
4836,201586014,11.75,89,42.14,14,20
4837,201586015,9.458125,93,114.66,29,15
4838,201586017,9.264090909,163,314.93,53,20
4839,201586018,9.401285714,56,63.91,18,15
4840,201586040,12.02857143,7,135.59,27,20
4841,201586041,13.00454545,15,24.15,8,20
4842,201586042,10.58432432,97,150.92,40,20
4843,201586043,11.38012121,112,5.04,1,15
4844,201586044,10.56565421,223,51.47,22,15
4845,201586045,9.94392,91,1.85,1,20
4846,201586046,13.19495798,135,84.63,32,20
4847,201586047,8.75,10,7.28,2,20
4848,201586048,9.924353741,55,290.5,56,20
4849,201586050,12.83809524,87,129.85,42,20
4850,201586051,11.08189189,40,43.19,15,15
4851,201586052,9.91013245,77,156.8,31,10
4852,201586053,9.601343284,67,180.25,86,10
4853,201586054,10.9016129,37,129.01,20,10
4854,201586055,9.346538462,30,450.55,95,15
4855,201586056,8.740540541,121,621.88,100,15
4856,201586057,9.426526316,11,322.14,39,20
4857,201586058,9.2125,49,376.67,85,20
4858,201586059,10.12017544,141,261.1,62,20
4859,201586110,9.629019608,25,313.74,71,20
4860,201586111,8.597857143,18,186.83,43,20
4861,201586112,9.761609195,19,32.27,6,20
4862,201586113,9.663636364,75,341.39,57,20
4863,201586114,11.93408537,164,189.49,43,20
4864,201586116,8.737068966,60,207.83,52,10
4865,201586118,13.58595745,21,286.58,52,10
4866,201586119,10.29631148,143,161.7,51,20
4867,201586140,12.08581395,20,174.79,47,20
4868,201586142,10.39830508,210,261.31,74,20
4869,201586143,11.69352273,63,114.45,26,15
4870,201586144,12.5375,19,167.93,37,15
4871,201586145,11.02716049,53,167.79,61,20
4872,201587010,15.21209302,6,77.14,12,10
4873,201587012,10.61706667,4,18.41,5,10
4874,201587013,12.153125,76,216.79,83,20
4875,201587015,11.55851648,80,211.4,25,15
4876,201587016,11.26802632,1,128.73,54,15
4877,201587018,8.351704545,108,393.33,56,20
4878,201587019,8.191833333,48,185.36,65,10
4879,201588010,3,2,931.85,226,20
4880,201588011,10.81459016,151,250.95,76,20
4881,201588012,9.439177215,106,307.16,68,10
4882,201588014,11.05532967,203,278.46,50,10
4883,201588015,10.24141026,76,17.22,6,15
4884,201588016,10.36447368,96,27.72,6,10
4885,201588017,6.914121212,87,170.59,57,15
4886,201588018,10.55657343,17,215.46,60,15
4887,201588020,11.43956522,16,38.64,8,15
4888,201588021,10.23906977,44,390.08,91,10
4889,201588022,10.69729508,49,161.56,43,15
4890,201588023,11.23653846,138,288.61,64,10
4891,201588026,12.98787879,15,93.45,15,15
4892,201588027,8.336504854,92,113.4,43,15
4893,201588029,10.09,24,50.75,29,10
4894,201588031,13.32970149,92,93.87,14,20
4895,201588033,9.476,69,258.86,63,20
4896,201588034,13.82197917,44,485.1,143,15
4897,201588035,11.16767857,4,1111.74,224,20
4898,201588037,8.35625,2,120.96,35,20
4899,201588039,11.41666667,35,341.81,143,20
4900,201588050,10.05575916,51,96.04,20,20
4901,201588051,10.62969697,9,1.05,1,20
4902,201588052,20.56923077,2,247.94,43,20
4903,201588053,8.886615385,37,278.11,43,20
4904,201588054,12.59588235,29,24.64,16,20
4905,201588055,11.79575,119,291.48,77,20
4906,201589020,12.13,18,67.9,16,10
4907,201589021,13.98809524,16,28.2,14,15
4908,201589027,13.14766467,67,125.31,40,10
4909,201589028,10.45246154,48,123.73,51,15
4910,201589030,10.7715,50,82.58,44,20
4911,201589031,11.76785714,19,147.17,48,20
4912,201589032,10.06397849,46,15.82,6,20
4913,201589035,10.49494949,50,390.82,124,15
4914,201589036,8.575,41,109.46,83,20
4915,201589039,13.66447368,74,66.53,35,20
4916,201589040,11.31626016,26,15.28,7,20
4917,201589041,12.23050847,114,138.87,75,10
4918,201589042,12.10410959,40,6.92,1,20
4919,201589043,12.07272727,35,5.42,3,20
4920,201589044,11.91455357,44,153.39,70,10
4921,201589045,13.36595745,14,103.77,41,20
4922,201589049,11.56404494,6,53.69,28,20
4923,201589120,10.8525641,197,146.09,75,15
4924,201589122,11.25543478,51,21.14,9,20
4925,201589123,8.214545455,31,287.91,42,20
4926,201589126,8.745,7,6,2,15
4927,201589129,10.30666667,35,61.29,35,10
4928,201589223,10.26461538,2,244.7,58,10
4929,201589224,8.47,50,4.2,2,15
4930,201589226,11.14033613,66,3.4,2,20
4931,201589228,14.98633333,75,36.56,18,10
4932,201589229,12.24285714,20,18.22,8,10
4933,201589320,11.46126761,34,135.12,59,20
4934,201589321,8.522151899,23,3.8,1,10
4935,201589322,9.253846154,31,72,33,10
4936,201589323,9.958280255,62,77.02,31,10
4937,201589324,11.63636364,15,197.48,77,10
4938,201589325,8.802023121,47,125.39,24,20
4939,201589326,12.99242424,15,98.13,39,10
4940,201589327,10.11428571,94,106.66,56,20
4941,201589328,8.913902439,179,152.39,101,15
4942,201589329,10.76691919,142,293.86,95,20
4943,201589421,9.605,103,206.04,43,15
4944,201589422,9.270114943,36,116.75,43,10
4945,201590030,9.82,91,156.38,80,20
4946,201590040,6.586708861,146,117.95,30,15
4947,201590041,8.629605263,39,133.84,38,15
4948,201590042,7.324137931,178,140.91,37,20
4949,201590043,11.045,65,233.8,60,20
4950,201590044,9.066078431,88,165.76,54,20
4951,201590045,10.81894495,122,319.34,52,20
4952,201590046,7.355931034,134,49.91,10,20
4953,201590047,11.79303704,166,207.27,88,15
4954,201590048,7.24869281,152,364.28,80,20
4955,201590049,7.281038961,236,18.13,8,15
4956,201591012,9.103571429,90,397.53,125,10
4957,201592016,11.13233766,88,337.96,41,10
4958,201594010,9.036184211,32,141.33,23,20
4959,201594012,11.24963855,93,129.29,55,10
4960,201594013,10.15485714,4,150.92,30,20
4961,201594014,9.626,24,220.64,43,20
4962,201594015,9.831509434,65,543.2,100,10
4963,201594016,6.904019608,162,3.38,1,10
4964,201594017,9.139041916,169,195.79,32,10
4965,201594018,9.344035874,242,142.45,53,15
4966,201594019,10.61742187,128,277.34,92,20
4967,201594051,11.68855422,39,189.84,33,20
4968,201594052,12.09489796,78,29.05,9,10
4969,201594053,9.834397163,97,322.63,56,20
4970,201594054,11.51923077,86,211.61,84,10
4971,201594055,12.19290323,4,267.75,113,20
4972,201594056,11.9004918,250,237.58,51,20
4973,201594057,12.0103125,81,409.15,131,20
4974,201594059,9.689449541,135,382.34,80,20
4975,201594060,9.196165414,49,152.81,38,20
4976,201594061,11.77061538,18,46.34,18,20
4977,201594062,9.857924528,145,95.97,22,20
4978,201594063,9.459122807,77,209.72,41,20
4979,201594064,8,5,3.92,2,20
4980,201594110,15.775,109,227.22,106,10
4981,201594111,9.640263158,44,422.1,50,20
4982,201594112,13.48625,85,334.18,166,20
4983,201594113,12.92206897,8,62.16,20,15
4984,201594114,11.04139535,30,96.6,26,20
4985,201594115,14.36,129,180.46,63,20
4986,201594116,12.51330435,107,207.06,105,15
4987,201594117,24.31,1,170.17,49,20
4988,201594118,10.90858696,242,432.18,134,15
4989,201594119,9.039541985,232,71.96,22,20
4990,201595010,11.75541284,3,240.59,61,20
4991,201595011,10.63685185,29,6.37,2,20
4992,201595012,6.380526316,34,113.33,34,20
4993,201595013,7.270469484,94,1.26,1,20
4994,201595014,10.70806122,52,831.46,225,20
4995,201595015,14.02625,6,284.83,100,20
4996,201595020,9.256883117,70,147.14,40,15
4997,201595021,14.68974359,40,4.13,1,20
4998,201595022,9.579375,122,161.49,37,20
4999,201595024,17.18790698,126,98.92,21,20
5000,201595026,10.23492063,117,394.6,105,10
5001,201595027,11.12628378,168,280.28,75,20
5002,201595028,10.29397436,42,372.12,46,10
5003,201595029,10.43857895,107,219.17,63,20
5004,201596010,9.999722222,103,336.56,98,10
5005,201596011,11.80581395,3,33.18,6,20
5006,201596012,6.962392157,192,445.69,227,20
5007,201596015,10.24448529,226,642.67,125,20
5008,201596017,14.66568627,40,76.86,28,20
5009,201596018,10.70283784,104,172.13,63,20
5010,201596019,8.323888889,113,171.64,21,20
5011,201596040,8.141666667,69,233.94,33,20
5012,201596041,11.14271739,54,6.58,3,20
5013,201596042,11.95529412,51,260.89,66,20
5014,201596044,10.73209302,117,212.94,49,20
5015,201596045,9.167368421,38,148.19,54,20
5016,201596046,9.944672131,164,257.11,59,20
5017,201596047,11.54390625,207,13.02,4,20
5018,201596048,11.5544186,96,217,81,20
5019,201596050,11.66551724,34,120.4,24,25
5020,201596051,13.0430303,32,157.43,47,15
5021,201596052,10.38333333,203,31.99,10,20
5022,201596053,9.935779817,200,367.57,133,20
5023,201596054,8.425206612,53,63.07,13,20
5024,201596055,13.735,69,373.38,42,20
5025,201596056,7.0415,10,400.33,85,15
5026,201596057,8.453023256,134,49.07,12,20
5027,201596058,8.334606742,239,234.08,69,10
5028,201596059,11.07453125,47,119.28,15,20
5029,201596110,6.326647059,102,193.27,68,20
5030,201596112,19.9275,5,18.97,3,20
5031,201596113,9.230714286,151,209.79,90,20
5032,201596114,10.60833333,7,11.69,2,20
5033,201596115,13.82009804,39,130.2,43,10
5034,201596116,9.604761905,12,41.37,12,20
5035,201596117,12.17910448,36,129.57,38,20
5036,201596119,11.64121212,79,5.95,1,20
5037,201597010,10.36936,69,114.17,32,10
5038,201597013,9.995988701,139,145.67,76,10
5039,201597015,12.30672414,87,244.37,62,10
5040,201597019,8.355277778,203,208.11,37,10
5041,201598010,9.827798742,163,78.4,28,10
5042,201598011,12.35909091,33,338.38,55,20
5043,201598012,10.82323308,230,43.75,27,15
5044,201598013,10.38524752,44,152.04,48,15
5045,201598014,10.97689922,137,27.93,5,10
5046,201598015,8.4445,7,96.81,19,10
5047,201598016,9.507522936,157,324.1,74,15
5048,201598017,9.496323529,172,295.19,49,10
5049,201598021,13.07522222,103,145.88,42,20
5050,201598022,10.8119685,60,516.04,132,20
5051,201598023,9.134968553,73,270.69,81,10
5052,201598024,7.059375,72,146.93,47,20
5053,201598025,9.524246575,48,147.56,44,20
5054,201598026,11.32346154,48,25.9,9,15
5055,201598028,12.35363636,14,344.33,60,10
5056,201598029,11.99677419,32,124.32,17,20
5057,201598030,10.71231884,104,192.15,78,20
5058,201598031,7.935070423,215,452.76,75,10
5059,201598032,10.26,5,380.73,142,20
5060,201598034,9.443918919,91,383.04,106,20
5061,201598035,10.68287037,210,172.76,72,15
5062,201598036,13.48909091,9,308.77,37,10
5063,201598038,11.01206897,30,323.05,57,20
5064,201598039,9.420363636,10,180.95,30,20
5065,201599021,13.25479452,19,76.46,30,20
5066,201599023,14.43409091,1,123.84,46,20
5067,201599024,10.77043796,126,219.43,46,10
5068,201599025,10.70055866,133,244.08,79,15
5069,201599027,10.88333333,32,117,57,20
5070,201599029,10.14702381,58,94.02,41,15
5071,201599030,13.65649351,74,235.18,60,20
5072,201599031,10.69680851,195,80.54,16,20
5073,201599033,9.771052632,14,154.29,36,20
5074,201599035,10.74851485,89,135.23,42,10
5075,201599036,11.26007752,80,107.64,33,10
5076,201599037,10.12840909,46,96.63,45,20
5077,201599038,10.925,4,161.47,32,20
5078,201599041,15.4,11,49.19,30,20
5079,201599043,11.09558824,9,17.75,8,20
5080,201599046,11.48507463,38,32.24,12,20
5081,201599120,15.55533898,12,3,1,10
5082,201599121,12.23221477,72,193.48,55,15
5083,201599122,12.52586207,50,78.03,29,20
5084,201599123,10.77365269,54,45.17,14,10
5085,201599126,10.34016393,51,196.38,56,20
5086,201599129,9.412,8,6,1,15
5087,201599221,8.196330275,15,99.42,53,20
5088,201599222,12.37671233,59,78.95,39,15
5089,201599223,9.546691176,73,164.15,51,10
5090,201599226,11.3375,4,3.6,1,20
5091,201599227,10.09195402,63,127.4,40,10
5092,201599322,10.29390977,213,278.88,45,20
5093,201599324,10.37965368,216,122.64,36,10
5094,201599325,11.57543103,175,89.04,39,15
5095,201599328,14.10645161,62,57.68,17,10
5096,201600001,12.01607143,48,94.01,16,20
5097,201600002,10.20660377,18,419.65,77,25
5098,201600003,9.133116883,153,73.64,36,20
5099,201600004,8.096875,43,32.06,6,20
5100,201600006,9.971956522,79,24.71,10,15
5101,201600007,11.38295455,50,300.93,47,10
5102,201600008,10.02169492,200,94.29,28,10
5103,201600015,10.33395833,61,142.38,37,10
5104,201600016,10.25647059,13,62.79,18,10
5105,201600023,6.48778626,129,41.16,16,10
5106,201600041,11.06090909,102,103.18,30,20
5107,201600042,9.985176471,39,88.9,20,20
5108,201600043,9,42,53.48,11,20
5109,201600044,9.944742268,102,251.86,62,20
5110,201600045,10.29626506,80,2.31,1,20
5111,201600047,7.880612245,2,94.15,23,20
5112,201600048,9.784952381,52,511,87,20
5113,201600049,10.88301887,26,281.54,40,20
5114,201600071,9.978947368,5,83.79,30,15
5115,201600072,9.758333333,39,109.76,22,20
5116,201600073,6.126206897,41,60.83,16,20
5117,201600075,6.635555556,40,88.55,21,20
5118,201600076,9.889130435,146,80.71,24,20
5119,201600077,15.235,5,345.03,29,20
5120,201600078,12.59844828,15,398.37,78,20
5121,201600079,10.06346154,28,180.02,43,20
5122,201600081,10.58,26,818.02,148,15
5123,201600082,9.585192308,35,48.72,9,15
5124,201600083,10.77560976,47,95.83,27,10
5125,201600084,10.85382813,65,295.26,34,10
5126,201600085,9.276470588,2,420.49,77,20
5127,201600086,11.66666667,4,529.76,124,15
5128,201600087,10.72470588,39,211.99,62,20
5129,201600088,9.171428571,15,469.07,64,15
5130,201600089,12.15588235,2,3.57,2,20
5131,201600091,11.24444444,2,111.67,17,20
5132,201600092,9.508778626,75,71.05,27,20
5133,201600094,9.295454545,25,54.18,21,20
5134,201600095,7.126190476,2,86.38,18,20
5135,201600096,7.09875,110,906.5,146,20
5136,201600097,8.763333333,3,10.57,3,20
5137,201600099,16,4,50.47,13,20
5138,201600112,10.82185567,89,209.02,59,10
5139,201600113,11.96902985,33,150.01,35,10
5140,201600114,15.94,1,172.85,18,10
5141,201600140,11.11925,115,77.77,24,20
5142,201600141,11.475,20,128.1,44,20
5143,201600142,10.52380952,96,388.78,52,20
5144,201600143,8.623818182,118,226.5,91,20
5145,201600144,7.262195122,83,558.74,109,20
5146,201600145,10.5,12,296.59,69,20
5147,201600146,8.657222222,76,53.48,7,20
5148,201600147,12.325,3,41.09,9,15
5149,201600149,8.019230769,13,145.32,25,20
5150,201601013,12.14795918,10,5.69,1,20
5151,201601016,9.766666667,10,34.72,27,20
5152,201601017,11.54285714,41,96.67,42,20
5153,201601019,10.47453901,55,86.45,21,20
5154,201601111,10.39722222,51,188.58,71,20
5155,201601112,12.11428571,25,656.88,103,20
5156,201601116,9.475,47,594.58,114,20
5157,201602017,14.60721519,8,56,17,10
5158,201602022,5.833333333,13,21.35,13,10
5159,201602023,10.64415842,96,556.01,77,10
5160,201602026,10.97785714,17,140.14,20,10
5161,201602027,10.99519231,53,101.92,33,10
5162,201602028,8.811298077,7,515.83,17,20
5163,201602049,8.266666667,6,6.44,2,20
5164,201603065,6.8,1,3.78,1,15
5165,201603068,10.66666667,1,20.23,7,15
5166,201603071,10.10601852,121,344.4,57,10
5167,201604015,9.578444444,93,112.91,65,20
5168,201604016,8.921724138,41,109.55,31,10
5169,201604017,13.43438596,20,283.15,37,20
5170,201604018,13.90833333,141,172.14,34,20
5171,201604019,11.42183673,82,111.65,30,20
5172,201604022,16.22695652,77,382.2,70,10
5173,201604023,9.073504274,147,257.95,56,10
5174,201604024,9.950425532,249,6.02,3,10
5175,201604025,8.007555556,127,182.42,62,10
5176,201604026,12.83873563,163,244.65,95,10
5177,201604027,16.46178571,113,82.6,21,10
5178,201604028,13.06290323,165,270.41,35,10
5179,201604029,11.28972603,49,43.75,15,10
5180,201604031,11.25350649,19,56.98,10,20
5181,201604032,11.13514286,135,1.63,1,20
5182,201604033,9.774358974,85,3.85,1,15
5183,201604034,9.313384615,142,172.41,41,20
5184,201604035,9.66671875,46,304.29,76,10
5185,201604036,9.547823129,95,57.33,24,20
5186,201604037,13.74076271,105,176.68,49,20
5187,201604039,10.72938931,86,303.94,114,10
5188,201604041,13.32666667,5,102.62,36,20
5189,201604042,11.6,10,139.44,29,20
5190,201604043,11.38108434,96,69.3,27,20
5191,201604044,9.589426752,196,131.04,62,20
5192,201604045,9.854109589,77,99.05,77,20
5193,201604046,10.28423077,137,105.21,32,20
5194,201604047,11.83333333,17,491.19,80,20
5195,201604048,10.10490798,47,162.96,39,20
5196,201604049,10.76376812,49,212.38,40,20
5197,201604051,8.268222222,99,42.49,12,20
5198,201604053,12.35028777,23,332.78,72,10
5199,201604055,10.02668919,112,30.52,8,20
5200,201604056,10.65700855,70,53.27,20,10
5201,201604057,11.11276316,129,80.43,29,20
5202,201604058,11.67943925,26,116.34,18,20
5203,201604061,13.19565217,42,231.14,49,20
5204,201604064,6.39,80,69.09,41,20
5205,201604066,10.08682927,125,46.27,20,15
5206,201604067,12.0140625,98,195.23,51,20
5207,201604071,12.03581395,86,213.5,45,20
5208,201604072,8.612363636,59,80.5,28,20
5209,201604074,9.5085,13,4.27,1,15
5210,201604075,13.75298246,75,30.66,11,15
5211,201604081,12.76518519,81,138.6,28,20
5212,201604082,11.58325581,44,5.67,2,20
5213,201604083,9.700813008,130,51.45,12,20
5214,201604085,8.901652174,149,99.33,50,20
5215,201604086,7.986666667,60,134.33,32,20
5216,201604087,8.886363636,18,156.39,28,20
5217,201604088,9.588969697,191,98.84,24,20
5218,201604089,10.78037037,94,225.89,35,20
5219,201604092,10.88603604,123,128.58,32,20
5220,201604093,9.21630137,11,59.36,14,20
5221,201604094,7.7171,50,145.81,48,20
5222,201604095,6.97004902,253,79.64,33,20
5223,201604096,9.441052632,43,102.2,30,20
5224,201604097,10.54215686,144,165.48,56,20
5225,201604098,11.10108696,82,3.32,1,20
5226,201604099,12.14449438,80,9.8,3,20
5227,201604111,8.872242991,165,81.76,68,20
5228,201604112,10.34858025,170,116.48,29,20
5229,201604113,10.52142857,113,353.08,83,20
5230,201604114,12.85625,9,9.31,2,20
5231,201604116,10.26613636,92,74.33,15,15
5232,201604117,9.534087591,38,11.27,3,20
5233,201604119,12.33560606,52,32.76,10,10
5234,201604151,11.89948052,46,98.77,23,20
5235,201604153,9.884074074,49,36.4,13,15
5236,201604154,9.805639535,40,414.61,158,15
5237,201604156,10.4032967,163,291.13,61,15
5238,201604157,9.831532258,55,2.94,1,20
5239,201604159,12.6255102,13,28.28,6,10
5240,201604210,9.554354839,61,1.82,1,20
5241,201604212,11.97242038,90,107.66,30,10
5242,201604219,10.17351852,87,374.92,108,20
5243,201605011,11.65882353,5,9.38,4,15
5244,201605012,14.25961538,1,48.86,15,20
5245,201605015,10.46263736,6,186.34,43,15
5246,201605016,12.05478261,20,15.54,8,20
5247,201605017,10.81769231,4,48.23,13,15
5248,201605021,9.239893617,198,184.59,44,10
5249,201605022,10.2797619,20,7.21,2,15
5250,201605023,9.239189189,148,78.75,16,20
5251,201605024,10.05302326,19,32.48,9,15
5252,201605027,12.65650602,39,199.85,54,20
5253,201605031,8.531428571,10,169.05,53,10
5254,201605033,10.65354839,41,292.42,42,10
5255,201605034,11.36521739,5,206.43,30,20
5256,201605037,7.23,129,102.34,18,10
5257,201605039,11.1564,10,198.94,49,10
5258,201605043,11.55243902,31,85.61,26,20
5259,201605044,10.15888889,92,128.24,31,10
5260,201605046,5.46,81,47.81,23,10
5261,201605048,11.57426471,135,162.33,41,10
5262,201605052,8.237826087,64,111.04,33,20
5263,201605053,9.902760736,23,108.36,24,10
5264,201605054,12.44074074,51,58.31,26,15
5265,201605056,5.04494382,113,30.59,14,20
5266,201605059,8.39,10,12.67,7,15
5267,201605111,13.61052632,17,21.7,7,10
5268,201605112,10.54069767,62,202.3,85,20
5269,201605113,12.54290909,60,101.71,39,10
5270,201605114,9.763333333,3,123.69,52,20
5271,201605116,13,31,163.31,56,15
5272,201605117,12.20839416,111,73.99,13,10
5273,201605120,10.91428571,122,174.3,101,20
5274,201605122,8.140531915,116,371.77,111,20
5275,201605124,9.453851852,67,12.53,2,10
5276,201605174,10.14716981,34,183.05,50,15
5277,201605177,14.14083333,45,368.2,66,10
5278,201605178,12.076,62,395.99,102,10
5279,201606012,11.99693878,75,255.22,81,10
5280,201606013,11.79450704,82,220.29,50,10
5281,201606014,10.45833333,103,64.96,17,10
5282,201606015,9.08875,49,25.06,9,10
5283,201606016,10.79527778,41,71.75,17,10
5284,201606017,11.53125,2,7.7,2,10
5285,201606018,10.69313253,118,95.62,24,10
5286,201606019,10.09390411,169,269.71,79,15
5287,201606021,11.59949367,129,206.71,68,20
5288,201606022,11.95540541,40,95.69,32,20
5289,201606023,10.22839286,86,140,45,10
5290,201606024,7.643209877,81,133.42,33,10
5291,201606025,13.19931507,87,23.17,6,20
5292,201606026,12.41568182,241,140.98,72,20
5293,201606027,11.47026316,57,141.47,43,15
5294,201606028,10.2332381,68,73.63,26,15
5295,201606029,10.85616438,82,41.37,9,20
5296,201606031,14.51311475,114,231.7,77,20
5297,201606032,10.59865385,37,70.7,17,10
5298,201606033,11.66764706,12,261.52,73,20
5299,201606034,8.923076923,14,98.77,15,10
5300,201606035,10.88829545,78,31.99,12,20
5301,201606036,13.26456376,92,101.5,32,10
5302,201606037,8.788703704,114,89.46,30,20
5303,201606038,10.75925926,64,39.27,11,10
5304,201606039,13.98461538,27,30.17,7,20
5305,201606041,10.43328767,64,38.92,14,15
5306,201606042,16.06521127,19,82.39,26,10
5307,201606043,13.14613636,39,2.45,1,10
5308,201606045,9.581079137,112,116.34,52,25
5309,201606046,12.54352941,40,175.35,49,20
5310,201606047,12.54903226,102,181.16,72,15
5311,201606048,9.88546875,45,160.16,32,30
5312,201606049,8.046178344,102,6.72,1,20
5313,201606052,11.3507772,185,14.21,6,10
5314,201606053,15.08376471,132,50.19,16,10
5315,201606057,9.048846154,114,82.88,38,10
5316,201606058,8.842117647,189,321.37,58,10
5317,201606061,10.78034483,47,139.65,68,10
5318,201606062,8.833191489,24,1.29,1,10
5319,201606063,9.847126437,2,2.45,1,10
5320,201606065,14.88416667,19,186.42,23,10
5321,201606066,7.579180328,49,173.14,87,10
5322,201606067,8.574350649,269,366.45,193,10
5323,201606068,11.37422222,114,315.91,65,10
5324,201606069,10.67956522,31,448.07,75,10
5325,201606110,10.01337662,14,134.12,44,10
5326,201606111,13.80786458,145,245.14,76,10
5327,201606112,9.403333333,107,70.07,18,15
5328,201606114,12.02378788,78,46.13,12,20
5329,201606115,10.50921053,123,154.77,37,10
5330,201606116,10.435,179,9.38,2,10
5331,201606118,12.41111111,130,278.6,59,10
5332,201606119,8.24559322,81,223.16,32,20
5333,201606140,11.39336634,154,496.37,144,20
5334,201606143,10.75255814,156,6.37,2,20
5335,201606144,9.128548387,204,298.04,78,15
5336,201606148,9.31,102,46.34,12,25
5337,201606152,10.0983871,66,1.96,1,10
5338,201606153,11.13363636,23,15.68,4,10
5339,201606155,8.4,1,170.8,50,10
5340,201606156,14.15573529,129,115.78,30,10
5341,201606157,14.74482759,35,145.81,25,15
5342,201606158,9.89,33,336.91,58,10
5343,201606210,8.242613636,43,36.61,23,10
5344,201606212,11.01435484,45,113.05,39,10
5345,201606213,9.611522634,104,208.32,27,10
5346,201606214,11.10031646,92,281.96,70,10
5347,201606215,11.02395833,21,306.95,57,15
5348,201606216,8.854,1,199.99,48,15
5349,201606217,9.619889503,137,125.65,29,15
5350,201606218,10.11570681,11,194.25,37,10
5351,201606219,10.43025,7,41.33,8,10
5352,201607011,11.06222222,52,92.89,40,10
5353,201607013,11.02770563,178,117.55,57,15
5354,201607015,12.3852381,112,5.61,1,10
5355,201607016,12.1538835,8,145.88,63,10
5356,201607017,11.54582609,150,106.47,17,10
5357,201607019,11.84444444,10,74.48,31,10
5358,201607022,11.00074074,28,217.42,66,10
5359,201607023,10.22947761,228,172.83,45,10
5360,201607024,10.30456311,24,6.3,3,10
5361,201607025,9.156134454,185,164.08,65,10
5362,201607026,10.44210526,8,34.44,10,10
5363,201607027,9.723430233,192,51.24,27,10
5364,201607028,11.82711538,45,90.93,35,10
5365,201607031,10.23684211,58,222.53,61,10
5366,201607032,13.64261538,20,83.3,20,15
5367,201607034,11.01798851,107,88.06,10,20
5368,201607036,10.4375,125,200.69,56,10
5369,201607037,10.64222222,147,109.55,23,10
5370,201607039,9.645876289,131,123.72,39,10
5371,201607048,10.49069767,182,5.31,1,20
5372,201607053,11.42945652,94,230.44,78,45
5373,201607054,12.18757353,108,155.61,49,20
5374,201607058,10.73857143,14,80.78,23,20
5375,201607110,11.08657895,11,1.82,1,10
5376,201607111,10.12130435,18,5.06,1,10
5377,201607112,12.23769231,42,408.62,134,10
5378,201607114,14.594,7,51.31,8,15
5379,201607115,14.21764706,12,56,12,10
5380,201607116,10.17985185,166,181.72,56,10
5381,201607117,10.30606557,115,167.65,95,10
5382,201607118,9.614567901,85,376.81,100,10
5383,201607119,13.332,4,19.88,8,10
5384,201608013,12.011875,24,36.33,21,20
5385,201608014,13,41,11.83,2,20
5386,201608015,8.679259259,15,96.39,18,25
5387,201608016,11.48726027,189,148.68,50,20
5388,201608017,14.32222222,3,107.24,16,20
5389,201608019,8.080909091,13,72.45,27,20
5390,201608021,6.969230769,65,531.09,83,10
5391,201608023,8.321544118,48,80.5,24,10
5392,201608024,8.276470588,20,97.37,32,10
5393,201608029,10.255,8,232.82,54,10
5394,201608031,9.004651163,94,58.45,16,15
5395,201608032,11.43055556,60,13.02,5,20
5396,201608033,4.984375,134,99.4,29,10
5397,201608034,11.09090909,56,54.11,18,10
5398,201608035,12.42666667,158,14.84,4,15
5399,201608036,10.09,76,74.2,17,20
5400,201608037,12.71666667,108,255.01,43,15
5401,201608038,11.24863636,135,58.31,28,15
5402,201608039,15,84,61.74,22,20
5403,201608051,12.76807018,76,206.43,37,25
5404,201608052,10.77564103,112,141.89,23,20
5405,201608053,13.76842105,37,1.75,1,20
5406,201608056,14.75,112,8.82,2,20
5407,201608057,12.85957447,77,17.08,4,20
5408,201608059,12.95454545,102,21.98,8,20
5409,201608065,11.56607143,23,174.51,73,20
5410,201608066,10.39943231,61,136.22,32,20
5411,201608071,12.66272727,1,235.13,56,10
5412,201608072,11.6177551,9,55.72,16,10
5413,201608073,8.533030303,48,142.38,47,10
5414,201608074,5.020253165,65,223.86,35,10
5415,201608075,9.543422053,239,174.51,35,10
5416,201608076,12.5,25,31.01,6,10
5417,201608078,7.929166667,26,332.64,78,10
5418,201608081,12.04237288,120,268.94,72,20
