姓名,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
Bob McAdoo,76--77,BUF,20.0,,38.4,0.455,9.1,20.0,,,,0.696,5.5,7.9,13.2,3.3,9.9,3.3,0.8,1.7,,3.7,23.7,,
Bob McAdoo,75--76,BUF,78.0,,42.7,0.487,12.0,24.6,,,,0.762,7.2,9.4,12.4,3.1,9.3,4.0,1.2,2.1,,3.8,31.1,,
Bob McAdoo,74--75,BUF,82.0,,43.2,0.512,13.4,26.1,,,,0.805,7.8,9.7,14.1,3.7,10.3,2.2,1.1,2.1,,3.4,34.5,,
Bob McAdoo,73--74,BUF,74.0,,43.0,0.547,12.2,22.3,,,,0.7929999999999999,6.2,7.8,15.1,3.8,11.3,2.3,1.2,3.3,,3.4,30.6,,
Bob McAdoo,72--73,BUF,80.0,,32.0,0.452,7.3,16.2,,,,0.774,3.4,4.4,9.1,,,1.7,,,,3.2,18.0,,
Luc Mbah,16--17,LAC,80.0,76.0,22.3,0.505,2.4,4.7,0.391,0.5,1.4,0.6779999999999999,0.7,1.1,2.1,0.6,1.6,0.5,1.0,0.4,0.6,1.5,6.1,49.0,31.0
Luc Mbah,15--16,LAC,75.0,61.0,17.0,0.454,1.3,2.8,0.325,0.2,0.5,0.526,0.4,0.8,2.3,0.8,1.5,0.4,0.6,0.3,0.5,1.3,3.1,49.0,26.0
Luc Mbah,14--15,PHI,67.0,61.0,28.6,0.395,3.7,9.5,0.307,0.9,3.0,0.589,1.4,2.4,4.9,1.2,3.7,1.6,1.2,0.3,1.5,1.6,9.9,16.0,51.0
Luc Mbah,13--14,TOT,64.0,7.0,15.6,0.451,1.4,3.0,0.235,0.1,0.3,0.687,0.7,1.0,2.3,0.9,1.4,0.6,0.5,0.2,0.6,1.1,3.5,31.0,33.0
Luc Mbah,13--14,MIN,55.0,2.0,14.7,0.447,1.3,2.9,0.214,0.1,0.3,0.685,0.7,1.0,2.2,0.9,1.3,0.4,0.4,0.2,0.7,0.9,3.3,28.0,27.0
Luc Mbah,13--14,SAC,9.0,5.0,21.7,0.469,1.7,3.6,0.333,0.1,0.3,0.6920000000000001,1.0,1.4,3.0,1.0,2.0,1.7,1.0,0.6,0.4,2.0,4.4,3.0,6.0
Luc Mbah,12--13,MIL,58.0,45.0,22.9,0.401,2.6,6.5,0.35100000000000003,0.2,0.6,0.5710000000000001,1.2,2.2,4.4,1.5,2.9,0.9,0.7,0.2,1.2,1.4,6.7,28.0,30.0
Luc Mbah,11--12,MIL,43.0,22.0,23.5,0.51,3.1,6.1,0.25,0.0,0.1,0.6409999999999999,1.5,2.4,5.3,1.8,3.5,0.7,0.9,0.5,0.9,2.2,7.7,20.0,23.0
Luc Mbah,10--11,MIL,79.0,52.0,26.5,0.463,2.5,5.4,0.0,0.0,0.1,0.7070000000000001,1.7,2.4,5.3,2.1,3.2,0.9,0.9,0.4,1.0,2.3,6.7,34.0,45.0
Luc Mbah,09--10,MIL,73.0,62.0,25.6,0.48,2.4,5.1,0.353,0.1,0.2,0.6990000000000001,1.3,1.8,5.5,2.3,3.1,1.1,0.8,0.5,1.0,2.5,6.2,42.0,31.0
Luc Mbah,08--09,MIL,82.0,52.0,25.8,0.462,2.8,6.0,0.0,0.0,0.0,0.7290000000000001,1.7,2.3,5.9,2.3,3.6,1.1,1.1,0.5,1.2,2.5,7.2,34.0,48.0
Matt Mazza,49--50,SHE,26.0,,,0.3,1.3,4.2,,,,0.711,1.2,1.7,,,,1.0,,,,1.3,3.8,,
Travis Mays,92--93,ATL,49.0,9.0,16.1,0.417,2.6,6.3,0.345,0.6,1.7,0.659,1.1,1.7,1.1,0.4,0.7,1.5,0.4,0.1,1.0,1.2,7.0,23.0,26.0
Travis Mays,91--92,ATL,2.0,0.0,16.0,0.429,3.0,7.0,0.5,1.5,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.5,2.0,8.5,1.0,1.0
Travis Mays,90--91,SAC,64.0,55.0,33.5,0.406,4.6,11.3,0.365,1.1,3.1,0.77,4.0,5.2,2.8,0.8,1.9,4.0,1.3,0.2,2.5,2.6,14.3,17.0,47.0
 Mayo,15--16,MIL,41.0,24.0,26.5,0.371,2.9,7.8,0.321,1.3,4.0,0.775,0.8,1.0,2.6,0.3,2.2,2.9,1.2,0.2,1.8,3.1,7.8,17.0,24.0
 Mayo,14--15,MIL,71.0,15.0,23.9,0.422,4.2,9.9,0.35700000000000004,1.4,3.9,0.8270000000000001,1.6,2.0,2.6,0.4,2.2,2.8,0.8,0.3,1.8,2.3,11.4,39.0,32.0
 Mayo,13--14,MIL,52.0,23.0,25.9,0.407,4.3,10.6,0.37,1.6,4.4,0.8640000000000001,1.5,1.7,2.4,0.5,1.9,2.2,0.5,0.3,1.8,2.1,11.7,10.0,42.0
 Mayo,12--13,DAL,82.0,82.0,35.6,0.449,5.6,12.5,0.407,1.7,4.3,0.82,2.3,2.8,3.5,0.4,3.1,4.4,1.1,0.3,2.6,2.4,15.3,41.0,41.0
 Mayo,11--12,MEM,66.0,0.0,26.8,0.408,4.5,11.2,0.364,1.5,4.2,0.773,2.0,2.6,3.2,0.5,2.7,2.6,1.1,0.3,1.9,2.1,12.6,41.0,25.0
 Mayo,10--11,MEM,71.0,17.0,26.3,0.407,4.3,10.5,0.364,1.4,3.7,0.7559999999999999,1.4,1.8,2.4,0.5,1.9,2.0,1.0,0.4,1.4,1.8,11.3,37.0,34.0
 Mayo,09--10,MEM,82.0,82.0,38.0,0.458,6.6,14.4,0.383,1.7,4.3,0.809,2.6,3.2,3.8,0.7,3.0,3.0,1.2,0.2,2.1,2.1,17.5,40.0,42.0
 Mayo,08--09,MEM,82.0,82.0,38.0,0.438,6.9,15.6,0.384,1.8,4.6,0.879,3.0,3.4,3.8,0.7,3.1,3.2,1.1,0.2,2.8,2.5,18.5,24.0,58.0
Eric Maynor,13--14,TOT,32.0,0.0,10.2,0.317,1.0,3.2,0.324,0.4,1.2,0.545,0.2,0.3,1.2,0.3,0.9,1.6,0.3,0.1,0.9,0.5,2.6,11.0,21.0
Eric Maynor,13--14,PHI,8.0,0.0,14.1,0.379,1.4,3.6,0.333,0.5,1.5,0.5,0.5,1.0,1.9,0.3,1.6,1.5,0.5,0.3,1.5,0.5,3.8,0.0,8.0
Eric Maynor,13--14,WAS,24.0,0.0,8.8,0.292,0.9,3.0,0.32,0.3,1.0,0.667,0.1,0.1,1.0,0.3,0.7,1.7,0.2,0.0,0.7,0.5,2.2,11.0,13.0
Eric Maynor,12--13,TOT,64.0,0.0,15.0,0.377,1.7,4.4,0.354,0.5,1.5,0.726,0.7,1.0,0.7,0.1,0.6,2.8,0.3,0.0,1.2,0.9,4.5,40.0,24.0
Eric Maynor,12--13,POR,27.0,0.0,21.1,0.422,2.6,6.1,0.38,0.7,1.9,0.6829999999999999,1.0,1.5,1.0,0.1,0.9,4.0,0.4,0.0,1.8,1.3,6.9,8.0,19.0
Eric Maynor,12--13,OKC,37.0,0.0,10.6,0.313,1.0,3.1,0.326,0.4,1.2,0.81,0.5,0.6,0.5,0.1,0.4,2.0,0.3,0.0,0.8,0.5,2.8,32.0,5.0
Eric Maynor,11--12,OKC,9.0,0.0,15.2,0.359,1.6,4.3,0.353,0.7,1.9,1.0,0.4,0.4,1.4,0.3,1.1,2.4,0.6,0.0,1.2,1.4,4.2,7.0,2.0
Eric Maynor,10--11,OKC,82.0,0.0,14.6,0.402,1.6,4.1,0.385,0.5,1.2,0.7290000000000001,0.5,0.7,1.5,0.3,1.2,2.9,0.4,0.1,0.9,1.2,4.2,55.0,27.0
Eric Maynor,09--10,TOT,81.0,2.0,15.7,0.418,1.9,4.5,0.31,0.3,0.9,0.722,0.6,0.9,1.6,0.3,1.3,3.3,0.5,0.1,1.0,1.4,4.7,53.0,28.0
Eric Maynor,09--10,OKC,55.0,0.0,16.5,0.434,1.9,4.3,0.362,0.3,0.9,0.6920000000000001,0.5,0.7,1.7,0.2,1.5,3.4,0.5,0.1,1.0,1.5,4.5,37.0,18.0
Eric Maynor,09--10,UTA,26.0,2.0,14.0,0.391,2.0,5.1,0.208,0.2,0.9,0.758,1.0,1.3,1.5,0.4,1.1,3.1,0.5,0.1,1.1,1.3,5.2,16.0,10.0
Ken Mayfield,75--76,NYK,13.0,,4.9,0.37,1.3,3.5,,,,1.0,0.2,0.2,0.6,0.1,0.5,0.3,0.0,0.0,,1.4,2.8,,
Bill Mayfield,80--81,GSW,7.0,,7.7,0.444,1.1,2.6,,0.0,0.0,0.5,0.1,0.3,1.3,1.0,0.3,0.1,0.0,0.1,0.4,1.1,2.4,,
Tharon Mayes,91--92,TOT,24.0,0.0,10.6,0.303,1.3,4.1,0.366,0.6,1.7,0.667,1.0,1.5,0.7,0.1,0.5,1.5,0.7,0.1,1.3,1.7,4.1,11.0,13.0
Tharon Mayes,91--92,LAC,3.0,0.0,13.3,0.4,0.7,1.7,0.5,0.3,0.7,0.667,1.3,2.0,0.3,0.0,0.3,1.0,0.7,0.3,1.0,3.0,3.0,1.0,2.0
Tharon Mayes,91--92,PHI,21.0,0.0,10.2,0.298,1.3,4.5,0.359,0.7,1.9,0.667,1.0,1.4,0.7,0.1,0.6,1.5,0.7,0.0,1.3,1.5,4.3,10.0,11.0
Clyde Mayes,76--77,TOT,9.0,,5.8,0.263,0.6,2.1,,,,0.429,0.3,0.8,1.8,1.1,0.7,0.3,0.0,0.4,,1.3,1.4,,
Clyde Mayes,76--77,POR,5.0,,4.8,0.222,0.4,1.8,,,,,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.4,,1.0,0.8,,
Clyde Mayes,76--77,BUF,2.0,,3.5,0.0,0.0,1.5,,,,0.667,1.0,1.5,1.5,0.0,1.5,0.0,0.0,0.0,,1.0,1.0,,
Clyde Mayes,76--77,IND,2.0,,10.5,0.429,1.5,3.5,,,,0.25,0.5,2.0,3.5,2.0,1.5,1.5,0.0,1.0,,2.5,3.5,,
Clyde Mayes,75--76,MIL,65.0,,14.6,0.46,1.8,3.8,,,,0.5770000000000001,0.9,1.5,4.0,1.5,2.6,0.6,0.1,0.6,,2.4,4.4,,
Lee Mayberry,98--99,VAN,9.0,0.0,14.0,0.368,0.8,2.1,0.2,0.2,1.1,0.8,0.4,0.6,0.3,0.0,0.3,2.6,0.8,0.0,1.2,1.4,2.2,0.0,9.0
Lee Mayberry,97--98,VAN,79.0,32.0,23.2,0.375,1.7,4.4,0.35,0.8,2.3,0.745,0.5,0.6,1.4,0.2,1.2,4.4,0.8,0.1,1.4,2.1,4.6,18.0,61.0
Lee Mayberry,96--97,VAN,80.0,38.0,24.4,0.403,1.9,4.6,0.376,1.0,2.8,0.63,0.4,0.6,1.7,0.4,1.3,4.1,0.8,0.1,1.1,2.0,5.1,14.0,66.0
Lee Mayberry,95--96,MIL,82.0,20.0,20.8,0.42,1.9,4.4,0.397,0.9,2.3,0.603,0.5,0.8,1.1,0.3,0.8,3.7,0.8,0.1,1.1,1.8,5.1,25.0,57.0
Lee Mayberry,94--95,MIL,82.0,50.0,21.3,0.422,2.1,5.0,0.407,0.9,2.2,0.6990000000000001,0.7,1.0,1.0,0.3,0.7,3.4,0.6,0.0,1.3,1.5,5.8,34.0,48.0
Lee Mayberry,93--94,MIL,82.0,6.0,18.0,0.415,2.0,4.9,0.345,0.5,1.5,0.69,0.7,1.0,1.2,0.3,0.9,2.6,0.6,0.0,1.2,1.4,5.3,20.0,62.0
Lee Mayberry,92--93,MIL,82.0,4.0,18.3,0.456,2.1,4.6,0.391,0.5,1.3,0.574,0.5,0.8,1.4,0.3,1.1,3.3,0.7,0.1,1.0,1.8,5.2,28.0,54.0
Sean May,09--10,SAC,37.0,4.0,8.9,0.459,1.4,3.0,0.0,0.0,0.1,0.6559999999999999,0.6,0.9,1.9,0.5,1.4,0.5,0.3,0.2,0.5,1.2,3.3,13.0,24.0
Sean May,08--09,CHA,24.0,12.0,12.5,0.398,1.6,4.1,1.0,0.0,0.0,0.7,0.6,0.8,2.9,0.8,2.0,0.4,0.2,0.2,1.1,1.3,3.9,8.0,16.0
Sean May,06--07,CHA,35.0,8.0,23.9,0.5,4.7,9.4,0.667,0.1,0.1,0.768,2.5,3.2,6.7,2.1,4.6,1.9,0.5,0.7,1.6,2.9,11.9,13.0,22.0
Sean May,05--06,CHA,23.0,1.0,17.3,0.409,3.0,7.4,0.0,0.0,0.2,0.7659999999999999,2.1,2.8,4.7,1.8,2.9,1.0,0.7,0.5,1.4,2.5,8.2,7.0,16.0
Scott May,82--83,DET,9.0,1.0,17.2,0.42,2.3,5.6,,0.0,0.0,0.81,1.9,2.3,2.9,1.1,1.8,1.3,0.6,0.2,1.4,2.7,6.6,,
Scott May,81--82,MIL,65.0,7.0,18.3,0.508,3.3,6.4,0.0,0.0,0.1,0.8240000000000001,2.4,3.0,3.4,1.3,2.0,2.0,0.8,0.1,1.4,2.3,9.0,,
Scott May,80--81,CHI,63.0,,12.9,0.488,2.6,5.4,,0.0,0.0,0.758,1.8,2.4,2.5,1.0,1.5,1.0,0.6,0.1,1.1,1.3,7.0,,
Scott May,79--80,CHI,54.0,,24.0,0.45,4.9,10.9,0.0,0.0,0.1,0.8370000000000001,2.7,3.2,4.0,1.4,2.6,1.9,0.8,0.1,1.4,2.3,12.4,,
Scott May,78--79,CHI,37.0,,10.9,0.434,1.6,3.7,,,,0.75,0.8,1.1,1.7,0.4,1.4,1.1,0.6,0.0,1.4,1.4,4.0,,
Scott May,77--78,CHI,55.0,,32.8,0.454,5.1,11.2,,,,0.81,3.2,3.9,6.0,2.1,3.9,2.1,0.9,0.1,2.3,3.1,13.4,,
Scott May,76--77,CHI,72.0,,32.9,0.451,6.0,13.3,,,,0.828,2.6,3.2,6.1,2.0,4.1,2.0,1.1,0.2,,2.6,14.6,,
Don May,74--75,KCO,29.0,,4.8,0.5,0.9,1.9,,,,0.833,0.3,0.4,0.4,0.1,0.3,0.2,0.1,0.1,,0.7,2.2,,
Don May,73--74,PHI,56.0,,14.5,0.414,2.7,6.6,,,,0.873,1.6,1.8,2.4,0.4,2.0,1.1,0.4,0.1,,2.4,7.0,,
Don May,72--73,TOT,58.0,,15.8,0.446,3.3,7.3,,,,0.8059999999999999,1.3,1.6,3.6,,,1.1,,,,2.3,7.8,,
Don May,72--73,PHI,26.0,,23.2,0.441,4.9,11.2,,,,0.855,2.0,2.4,5.5,,,1.7,,,,3.1,11.9,,
Don May,72--73,ATL,32.0,,9.9,0.455,1.9,4.2,,,,0.71,0.7,1.0,2.1,,,0.7,,,,1.7,4.5,,
Don May,71--72,ATL,75.0,,17.1,0.4920000000000001,3.1,6.3,,,,0.768,1.7,2.2,2.9,,,0.7,,,,1.8,7.9,,
Don May,70--71,BUF,76.0,,35.1,0.471,8.3,17.6,,,,0.7909999999999999,3.6,4.6,7.5,,,2.0,,,,2.9,20.2,,
Don May,69--70,NYK,37.0,,6.4,0.386,1.1,2.7,,,,0.947,0.5,0.5,1.4,,,0.5,,,,1.1,2.6,,
Don May,68--69,NYK,48.0,,11.7,0.363,1.7,4.6,,,,0.7240000000000001,0.9,1.2,2.4,,,0.7,,,,1.3,4.3,,
Vernon Maxwell,00--01,TOT,43.0,6.0,15.3,0.327,1.7,5.2,0.306,0.8,2.6,0.6559999999999999,0.5,0.7,1.5,0.1,1.4,1.1,0.5,0.1,0.8,1.5,4.7,31.0,12.0
Vernon Maxwell,00--01,DAL,19.0,0.0,15.0,0.316,1.6,5.2,0.277,0.7,2.5,0.6,0.3,0.5,1.5,0.1,1.5,1.1,0.5,0.2,0.9,1.6,4.3,14.0,5.0
Vernon Maxwell,00--01,PHI,24.0,6.0,15.6,0.336,1.8,5.2,0.328,0.9,2.7,0.682,0.6,0.9,1.5,0.1,1.4,1.2,0.5,0.0,0.8,1.4,5.0,17.0,7.0
Vernon Maxwell,99--00,SEA,47.0,0.0,21.0,0.345,3.6,10.4,0.3,1.4,4.7,0.73,2.3,3.1,1.7,0.3,1.4,1.6,0.8,0.2,1.1,1.8,10.9,27.0,20.0
Vernon Maxwell,98--99,SAC,46.0,1.0,21.9,0.39,3.6,9.2,0.34600000000000003,1.7,5.0,0.737,1.8,2.5,1.8,0.3,1.6,1.7,0.7,0.1,1.5,2.4,10.7,25.0,21.0
Vernon Maxwell,97--98,TOT,42.0,0.0,15.1,0.399,2.5,6.1,0.33,0.9,2.7,0.8,1.1,1.4,1.4,0.3,1.0,1.2,0.4,0.1,1.0,1.7,6.9,22.0,20.0
Vernon Maxwell,97--98,CHH,31.0,0.0,15.1,0.428,2.5,5.8,0.36,1.0,2.8,0.735,0.8,1.1,1.4,0.3,1.1,1.3,0.5,0.1,0.9,1.6,6.8,19.0,12.0
Vernon Maxwell,97--98,ORL,11.0,0.0,15.4,0.333,2.4,7.1,0.231,0.5,2.4,0.885,2.1,2.4,1.2,0.5,0.7,1.1,0.2,0.1,1.1,1.8,7.4,3.0,8.0
Vernon Maxwell,96--97,SAS,72.0,31.0,28.7,0.375,4.7,12.6,0.309,1.6,5.2,0.7440000000000001,1.9,2.5,2.2,0.4,1.8,2.1,1.2,0.3,1.7,2.3,12.9,18.0,54.0
Vernon Maxwell,95--96,PHI,75.0,57.0,32.9,0.39,5.5,14.0,0.317,1.9,6.1,0.7559999999999999,3.3,4.4,3.1,0.5,2.5,4.4,1.3,0.2,2.9,2.4,16.2,16.0,59.0
Vernon Maxwell,94--95,HOU,64.0,54.0,31.8,0.394,4.8,12.1,0.324,2.2,6.9,0.688,1.5,2.3,2.6,0.3,2.3,4.3,1.2,0.2,2.1,2.5,13.3,37.0,27.0
Vernon Maxwell,93--94,HOU,75.0,73.0,34.3,0.389,5.1,13.0,0.298,1.6,5.4,0.7490000000000001,1.9,2.5,3.1,0.6,2.5,5.1,1.7,0.3,2.5,1.9,13.6,55.0,20.0
Vernon Maxwell,92--93,HOU,71.0,68.0,31.7,0.407,4.9,12.1,0.332,1.7,5.1,0.7190000000000001,2.3,3.2,3.1,0.4,2.7,4.2,1.2,0.1,2.0,1.7,13.8,49.0,22.0
Vernon Maxwell,91--92,HOU,80.0,80.0,33.8,0.413,6.3,15.2,0.342,2.0,5.9,0.772,2.6,3.3,3.0,0.5,2.6,4.1,1.3,0.4,2.2,2.5,17.2,41.0,39.0
Vernon Maxwell,90--91,HOU,82.0,79.0,35.0,0.404,6.1,15.2,0.337,2.1,6.2,0.733,2.6,3.6,2.9,0.5,2.4,3.7,1.5,0.2,2.1,2.2,17.0,52.0,30.0
Vernon Maxwell,89--90,TOT,79.0,12.0,25.2,0.439,3.5,7.9,0.267,0.4,1.3,0.645,1.7,2.7,2.9,0.6,2.3,3.7,1.1,0.1,1.8,1.9,9.0,51.0,28.0
Vernon Maxwell,89--90,HOU,30.0,10.0,29.0,0.442,4.7,10.7,0.245,0.4,1.8,0.664,2.6,3.9,2.9,0.5,2.4,5.0,1.4,0.2,2.4,2.3,12.5,18.0,12.0
Vernon Maxwell,89--90,SAS,49.0,2.0,22.8,0.435,2.7,6.2,0.28800000000000003,0.3,1.1,0.621,1.2,1.9,2.9,0.7,2.2,3.0,0.9,0.1,1.4,1.6,6.9,33.0,16.0
Vernon Maxwell,88--89,SAS,79.0,36.0,26.1,0.4320000000000001,4.5,10.5,0.248,0.4,1.6,0.745,2.3,3.1,2.6,0.6,1.9,3.8,1.1,0.1,2.3,1.7,11.7,21.0,58.0
Cedric Maxwell,87--88,HOU,71.0,0.0,11.9,0.468,1.1,2.4,0.0,0.0,0.0,0.769,1.5,2.0,2.5,1.0,1.5,0.8,0.3,0.2,0.8,1.1,3.8,42.0,29.0
Cedric Maxwell,86--87,TOT,81.0,31.0,24.3,0.53,3.1,5.9,0.0,0.0,0.0,0.775,3.7,4.8,5.4,2.2,3.2,2.4,0.5,0.2,1.7,2.2,10.0,29.0,52.0
Cedric Maxwell,86--87,HOU,46.0,0.0,18.2,0.5479999999999999,2.2,4.1,0.0,0.0,0.0,0.773,2.7,3.5,4.0,1.6,2.4,1.6,0.3,0.1,1.0,1.7,7.2,24.0,22.0
Cedric Maxwell,86--87,LAC,35.0,31.0,32.3,0.519,4.3,8.3,,0.0,0.0,0.7759999999999999,5.1,6.5,7.2,2.9,4.2,3.5,0.7,0.3,2.5,2.9,13.6,5.0,30.0
Cedric Maxwell,85--86,LAC,76.0,72.0,32.3,0.475,4.1,8.7,0.0,0.0,0.0,0.795,5.9,7.4,8.2,3.2,5.0,2.8,0.8,0.4,2.7,3.3,14.1,32.0,44.0
Cedric Maxwell,84--85,BOS,57.0,51.0,26.2,0.5329999999999999,3.5,6.6,0.0,0.0,0.0,0.831,4.1,4.9,4.2,1.7,2.5,1.8,0.6,0.3,1.7,2.5,11.1,,
Cedric Maxwell,83--84,BOS,80.0,78.0,31.3,0.532,4.0,7.5,0.16699999999999998,0.0,0.1,0.753,4.0,5.3,5.8,2.5,3.3,2.6,0.8,0.3,2.5,2.8,11.9,,
Cedric Maxwell,82--83,BOS,79.0,71.0,28.5,0.499,4.2,8.4,0.0,0.0,0.0,0.812,3.5,4.4,5.3,2.3,3.0,2.4,0.8,0.5,2.1,2.6,11.9,,
Cedric Maxwell,81--82,BOS,78.0,73.0,33.2,0.5479999999999999,5.1,9.3,0.0,0.0,0.0,0.747,4.6,6.1,6.4,2.8,3.6,2.3,1.0,0.6,2.2,3.4,14.8,,
Cedric Maxwell,80--81,BOS,81.0,81.0,33.7,0.588,5.4,9.3,0.0,0.0,0.0,0.782,4.3,5.6,6.5,2.7,3.7,2.7,1.0,0.8,2.2,3.2,15.2,,
Cedric Maxwell,79--80,BOS,80.0,80.0,34.3,0.609,5.7,9.4,,0.0,0.0,0.787,5.5,6.9,8.8,3.6,5.3,2.5,1.0,0.8,2.9,3.3,16.9,,
Cedric Maxwell,78--79,BOS,80.0,,37.1,0.584,5.9,10.1,,,,0.802,7.2,9.0,9.9,3.4,6.5,2.9,1.2,0.9,3.4,3.3,19.0,,
Cedric Maxwell,77--78,BOS,72.0,,16.8,0.5379999999999999,2.4,4.4,,,,0.752,2.6,3.5,5.3,1.9,3.3,0.9,0.7,0.7,1.7,2.1,7.3,,
Jason Maxiell,14--15,CHA,61.0,0.0,14.4,0.422,1.3,3.1,,0.0,0.0,0.5770000000000001,0.7,1.2,3.3,1.4,1.9,0.3,0.3,0.7,0.5,1.6,3.3,22.0,39.0
Jason Maxiell,13--14,ORL,34.0,13.0,14.3,0.448,1.4,3.1,,0.0,0.0,0.484,0.4,0.9,2.5,0.8,1.7,0.3,0.2,0.6,0.4,1.4,3.2,7.0,27.0
Jason Maxiell,12--13,DET,72.0,71.0,24.9,0.446,2.8,6.3,,0.0,0.0,0.621,1.3,2.0,5.7,1.9,3.8,0.8,0.4,1.3,1.1,2.4,6.9,24.0,48.0
Jason Maxiell,11--12,DET,65.0,42.0,22.6,0.478,2.8,5.9,0.0,0.0,0.0,0.547,0.9,1.6,5.1,1.9,3.2,0.6,0.5,0.8,1.1,2.3,6.5,24.0,41.0
Jason Maxiell,10--11,DET,57.0,14.0,16.3,0.4920000000000001,1.6,3.3,,0.0,0.0,0.515,0.9,1.7,3.0,1.2,1.9,0.3,0.4,0.4,0.8,1.6,4.2,17.0,40.0
Jason Maxiell,09--10,DET,76.0,29.0,20.4,0.511,2.8,5.5,0.0,0.0,0.0,0.574,1.2,2.0,5.3,2.1,3.2,0.5,0.5,0.5,0.9,2.3,6.8,24.0,52.0
Jason Maxiell,08--09,DET,78.0,4.0,18.1,0.575,2.4,4.1,0.0,0.0,0.0,0.532,1.1,2.0,4.2,2.2,2.0,0.3,0.3,0.8,0.6,2.0,5.8,39.0,39.0
Jason Maxiell,07--08,DET,82.0,7.0,21.6,0.5379999999999999,2.9,5.4,0.0,0.0,0.0,0.633,2.1,3.3,5.3,2.2,3.1,0.6,0.3,1.1,0.9,2.2,7.9,59.0,23.0
Jason Maxiell,06--07,DET,67.0,8.0,14.1,0.5,2.0,3.9,,0.0,0.0,0.526,1.1,2.0,2.8,1.3,1.5,0.2,0.4,0.9,0.8,1.6,5.0,44.0,23.0
Jason Maxiell,05--06,DET,26.0,0.0,6.1,0.426,0.9,2.1,,0.0,0.0,0.333,0.5,1.6,1.1,0.5,0.6,0.1,0.2,0.2,0.4,0.5,2.3,20.0,6.0
Marlon Maxey,93--94,MIN,55.0,2.0,11.4,0.5329999999999999,1.6,3.0,0.0,0.0,0.0,0.7140000000000001,1.3,1.8,3.6,1.4,2.3,0.2,0.3,0.6,0.7,2.1,4.5,8.0,47.0
Marlon Maxey,92--93,MIN,43.0,3.0,12.1,0.55,2.2,3.9,0.0,0.0,0.0,0.643,1.0,1.6,3.8,1.5,2.3,0.3,0.3,0.4,0.9,1.7,5.4,8.0,35.0
Ariel Maughan,50--51,WSC,35.0,,,0.312,2.2,7.1,,,,0.8420000000000001,2.9,3.4,4.0,,,1.4,,,,2.6,7.3,,
Ariel Maughan,49--50,STB,68.0,,,0.279,2.4,8.4,,,,0.7659999999999999,2.3,3.0,,,,1.5,,,,2.6,7.0,,
Ariel Maughan,48--49,STB,55.0,,,0.317,3.7,11.8,,,,0.6459999999999999,3.3,5.2,,,,1.8,,,,2.4,10.8,,
Ariel Maughan,47--48,TOT,42.0,,,0.297,1.8,6.1,,,,0.604,0.8,1.3,,,,0.1,,,,2.1,4.4,,
Ariel Maughan,47--48,STB,28.0,,,0.327,1.9,5.9,,,,0.568,0.8,1.3,,,,0.1,,,,1.9,4.6,,
Ariel Maughan,47--48,PRO,14.0,,,0.242,1.6,6.5,,,,0.688,0.8,1.1,,,,0.1,,,,2.6,3.9,,
Ariel Maughan,46--47,DTF,59.0,,,0.241,3.8,15.7,,,,0.737,1.4,1.9,,,,1.0,,,,3.1,9.0,,
Wesley Matthews,16--17,DAL,73.0,73.0,34.2,0.393,4.6,11.6,0.363,2.4,6.6,0.816,2.0,2.5,3.5,0.2,3.3,2.9,1.1,0.2,1.4,2.2,13.5,29.0,44.0
Wesley Matthews,15--16,DAL,78.0,78.0,33.9,0.388,4.2,10.9,0.36,2.4,6.7,0.863,1.6,1.9,3.1,0.3,2.7,1.9,1.0,0.2,1.0,2.3,12.5,40.0,38.0
Wesley Matthews,14--15,POR,60.0,60.0,33.8,0.448,5.6,12.5,0.389,2.9,7.4,0.752,1.8,2.4,3.7,0.6,3.1,2.3,1.3,0.2,1.4,2.2,15.9,41.0,19.0
Wesley Matthews,13--14,POR,82.0,82.0,34.0,0.441,5.4,12.3,0.393,2.5,6.2,0.8370000000000001,3.1,3.7,3.5,0.6,2.9,2.4,0.9,0.2,1.3,2.1,16.4,54.0,28.0
Wesley Matthews,12--13,POR,69.0,69.0,34.8,0.436,5.1,11.7,0.398,2.4,6.2,0.797,2.2,2.7,2.8,0.5,2.3,2.5,1.3,0.3,1.6,2.5,14.8,28.0,41.0
Wesley Matthews,11--12,POR,66.0,53.0,33.8,0.412,4.8,11.6,0.383,2.0,5.1,0.86,2.2,2.6,3.4,0.8,2.5,1.7,1.5,0.2,1.1,2.2,13.7,28.0,38.0
Wesley Matthews,10--11,POR,82.0,69.0,33.6,0.449,5.4,11.9,0.407,1.9,4.6,0.8440000000000001,3.2,3.8,3.1,0.6,2.6,2.0,1.2,0.1,1.7,2.4,15.9,48.0,34.0
Wesley Matthews,09--10,UTA,82.0,48.0,24.7,0.483,3.3,6.9,0.382,0.8,2.0,0.8290000000000001,2.0,2.4,2.3,0.6,1.7,1.5,0.8,0.2,1.1,1.9,9.4,53.0,29.0
