姓名,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
Xavier McDaniel,89--90,SEA,69.0,67.0,35.2,0.496,8.9,17.9,0.294,0.1,0.2,0.733,3.5,4.8,6.5,2.4,4.1,2.5,1.1,0.5,2.7,3.3,21.3,35.0,34.0
Xavier McDaniel,88--89,SEA,82.0,10.0,29.1,0.489,8.3,16.9,0.306,0.1,0.4,0.732,3.8,5.2,5.3,2.2,3.1,1.6,1.0,0.5,2.6,2.8,20.5,47.0,35.0
Xavier McDaniel,87--88,SEA,78.0,77.0,34.7,0.488,8.8,18.0,0.28,0.2,0.6,0.715,3.6,5.0,6.6,2.6,4.0,3.4,1.2,0.7,2.9,2.9,21.4,41.0,37.0
Xavier McDaniel,86--87,SEA,82.0,82.0,37.0,0.509,9.8,19.3,0.214,0.0,0.2,0.696,3.4,4.8,8.6,4.1,4.5,2.5,1.4,0.6,2.9,3.7,23.0,39.0,43.0
Xavier McDaniel,85--86,SEA,82.0,80.0,33.0,0.49,7.0,14.3,0.2,0.0,0.1,0.687,3.0,4.4,8.0,3.7,4.2,2.4,1.2,0.5,3.0,3.7,17.1,31.0,51.0
Clint McDaniel,95--96,SAC,12.0,0.0,5.9,0.348,0.7,1.9,0.333,0.2,0.5,0.75,1.0,1.3,0.8,0.3,0.6,0.6,0.4,0.0,0.2,0.8,2.5,1.0,11.0
John McCullough,81--82,PHO,8.0,0.0,2.9,0.6920000000000001,1.1,1.6,,0.0,0.0,0.6,0.4,0.6,0.5,0.1,0.4,0.4,0.3,0.0,0.4,0.4,2.6,,
Scooter McCray,86--87,CLE,24.0,2.0,11.6,0.462,1.3,2.7,,0.0,0.0,0.488,0.8,1.7,2.4,0.8,1.6,1.0,0.4,0.2,1.0,1.2,3.3,5.0,19.0
Scooter McCray,84--85,SEA,6.0,0.0,15.5,0.6,1.0,1.7,,0.0,0.0,0.75,0.5,0.7,2.8,1.0,1.8,1.2,0.2,0.5,1.7,2.2,2.5,,
Scooter McCray,83--84,SEA,47.0,6.0,11.1,0.388,1.0,2.6,,0.0,0.0,0.7,0.7,1.1,2.4,1.0,1.5,0.9,0.2,0.4,0.7,1.6,2.7,,
Rodney McCray,92--93,CHI,64.0,5.0,15.9,0.451,1.4,3.2,0.4,0.0,0.1,0.6920000000000001,0.6,0.8,2.5,0.8,1.6,1.3,0.2,0.2,0.8,1.5,3.5,47.0,17.0
Rodney McCray,91--92,DAL,75.0,48.0,28.1,0.436,3.6,8.3,0.294,0.3,1.1,0.7190000000000001,1.5,2.0,6.2,2.0,4.3,2.9,0.6,0.4,1.5,2.4,9.0,22.0,53.0
Rodney McCray,90--91,DAL,74.0,68.0,34.6,0.495,4.5,9.2,0.333,0.2,0.5,0.8029999999999999,2.1,2.7,7.6,2.1,5.5,3.5,0.9,0.7,1.7,2.7,11.4,27.0,47.0
Rodney McCray,89--90,SAC,82.0,82.0,39.5,0.515,6.5,12.7,0.262,0.1,0.5,0.784,3.3,4.2,8.2,2.3,5.8,4.6,0.7,0.9,2.1,2.1,16.6,23.0,59.0
Rodney McCray,88--89,SAC,68.0,65.0,35.8,0.466,5.0,10.7,0.227,0.1,0.3,0.722,2.5,3.4,7.6,2.1,5.5,4.3,0.8,0.5,2.5,1.8,12.6,21.0,47.0
Rodney McCray,87--88,HOU,81.0,80.0,33.2,0.481,4.4,9.2,0.0,0.0,0.0,0.785,3.6,4.5,7.8,2.9,4.9,3.3,0.7,0.6,1.8,2.0,12.4,46.0,35.0
Rodney McCray,86--87,HOU,81.0,81.0,38.7,0.552,5.3,9.7,0.0,0.0,0.1,0.779,3.8,4.9,7.1,2.3,4.8,5.4,1.1,0.7,2.6,2.1,14.4,42.0,39.0
Rodney McCray,85--86,HOU,82.0,82.0,31.8,0.537,4.1,7.7,0.0,0.0,0.0,0.77,2.1,2.7,6.3,1.9,4.4,3.6,0.6,0.7,1.6,2.4,10.3,51.0,31.0
Rodney McCray,84--85,HOU,82.0,82.0,36.6,0.535,5.8,10.9,0.0,0.0,0.1,0.738,2.8,3.8,6.6,2.5,4.1,4.3,1.1,0.9,2.2,2.6,14.4,,
Rodney McCray,83--84,HOU,79.0,36.0,26.3,0.499,4.2,8.5,0.25,0.0,0.1,0.731,2.3,3.2,5.7,2.2,3.5,2.2,0.7,0.7,1.5,2.6,10.8,,
Chris McCray,06--07,MIL,5.0,0.0,2.4,0.0,0.0,0.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0,4.0
Paul McCracken,76--77,CHI,9.0,,13.2,0.383,2.0,5.2,,,,0.611,1.2,2.0,1.8,0.7,1.1,1.6,0.7,0.0,,1.9,5.2,,
Paul McCracken,73--74,HOU,4.0,,3.3,0.25,0.3,1.0,,,,,0.0,0.0,1.5,0.3,1.3,0.5,0.0,0.0,,0.8,0.5,,
Paul McCracken,72--73,HOU,24.0,,12.7,0.494,1.8,3.7,,,,0.59,1.0,1.6,2.1,,,0.7,,,,1.3,4.6,,
Jelani McCoy,07--08,DEN,6.0,1.0,5.5,1.0,0.2,0.2,,0.0,0.0,0.5,0.2,0.3,1.2,0.2,1.0,0.0,0.0,0.8,0.7,1.2,0.5,2.0,4.0
Jelani McCoy,04--05,ATL,10.0,0.0,8.8,0.5379999999999999,0.7,1.3,,0.0,0.0,0.2,0.1,0.5,2.1,0.7,1.4,0.0,0.3,0.8,0.6,2.4,1.5,1.0,9.0
Jelani McCoy,03--04,CLE,2.0,0.0,6.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.5,1.5,0.0,0.0,0.0,0.5,2.0,0.0,0.0,2.0
Jelani McCoy,02--03,TOR,67.0,25.0,20.4,0.491,2.9,5.9,,0.0,0.0,0.5479999999999999,1.0,1.9,5.3,1.4,3.9,0.6,0.4,0.9,1.4,2.4,6.8,17.0,50.0
Jelani McCoy,01--02,LAL,21.0,0.0,5.0,0.5710000000000001,0.6,1.0,,0.0,0.0,0.25,0.1,0.4,1.2,0.4,0.8,0.3,0.0,0.2,0.4,0.7,1.2,16.0,5.0
Jelani McCoy,00--01,SEA,70.0,44.0,16.3,0.523,2.0,3.8,,0.0,0.0,0.441,0.6,1.3,3.6,1.3,2.3,0.8,0.3,0.7,1.1,2.0,4.5,38.0,32.0
Jelani McCoy,99--00,SEA,58.0,2.0,12.9,0.5760000000000001,1.8,3.1,,0.0,0.0,0.495,0.8,1.6,3.1,0.9,2.2,0.4,0.3,0.8,0.8,2.2,4.3,32.0,26.0
Jelani McCoy,98--99,SEA,26.0,0.0,12.7,0.737,2.2,2.9,,0.0,0.0,0.5,0.8,1.6,3.0,1.0,2.0,0.2,0.4,0.8,0.4,1.6,5.1,14.0,12.0
Tim McCormick,91--92,NYK,22.0,0.0,4.9,0.424,0.6,1.5,,0.0,0.0,0.667,0.6,1.0,1.5,0.6,0.9,0.4,0.1,0.0,0.4,0.8,1.9,15.0,7.0
Tim McCormick,90--91,ATL,56.0,7.0,12.3,0.4970000000000001,1.7,3.3,0.0,0.0,0.1,0.733,1.2,1.6,2.9,1.0,1.9,0.6,0.2,0.3,0.8,1.6,4.5,28.0,28.0
Tim McCormick,89--90,HOU,18.0,0.0,6.4,0.345,0.6,1.6,,0.0,0.0,0.526,0.6,1.1,1.5,0.4,1.1,0.2,0.2,0.1,0.6,1.3,1.7,11.0,7.0
Tim McCormick,88--89,HOU,81.0,0.0,15.5,0.481,2.1,4.3,0.0,0.0,0.0,0.674,1.1,1.6,3.2,1.1,2.1,0.7,0.2,0.3,0.8,2.4,5.2,44.0,37.0
Tim McCormick,87--88,TOT,70.0,55.0,30.2,0.537,5.0,9.3,0.0,0.0,0.0,0.674,2.1,3.1,6.7,2.1,4.6,1.7,0.5,0.3,1.6,3.3,12.0,21.0,49.0
Tim McCormick,87--88,NJN,47.0,38.0,32.2,0.5429999999999999,5.9,10.9,0.0,0.0,0.0,0.667,2.3,3.4,6.9,2.1,4.8,2.0,0.4,0.3,1.6,3.4,14.1,11.0,36.0
Tim McCormick,87--88,PHI,23.0,17.0,26.1,0.514,3.1,6.0,,0.0,0.0,0.698,1.6,2.3,6.3,2.1,4.1,1.1,0.6,0.3,1.5,3.3,7.8,10.0,13.0
Tim McCormick,86--87,PHI,81.0,79.0,34.8,0.545,4.8,8.9,0.0,0.0,0.0,0.7190000000000001,3.1,4.3,7.5,2.2,5.3,1.4,0.4,0.8,1.9,3.3,12.8,45.0,36.0
Tim McCormick,85--86,SEA,77.0,42.0,22.1,0.57,3.3,5.8,0.5,0.0,0.0,0.713,2.3,3.2,5.2,1.8,3.4,1.1,0.2,0.4,1.4,2.8,8.8,29.0,48.0
Tim McCormick,84--85,SEA,78.0,27.0,20.3,0.557,3.4,6.2,0.0,0.0,0.0,0.715,2.4,3.4,5.1,1.9,3.2,1.0,0.2,0.4,1.5,2.7,9.3,,
Keith McCord,80--81,WSB,2.0,,4.5,0.5,1.0,2.0,,0.0,0.0,,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,2.0,,
Bucky McConnell,52--53,MLH,14.0,,21.2,0.38,1.9,5.1,,,,0.483,1.0,2.1,2.4,,,2.9,,,,2.8,4.9,,
John McConathy,51--52,MLH,11.0,,9.6,0.138,0.4,2.6,,,,0.429,0.5,1.3,1.8,,,0.7,,,,0.6,1.3,,
George McCloud,01--02,DEN,69.0,26.0,26.5,0.358,3.0,8.3,0.27,0.9,3.2,0.81,1.9,2.4,3.6,1.0,2.7,3.0,0.8,0.3,2.1,2.5,8.8,22.0,47.0
George McCloud,00--01,DEN,76.0,8.0,26.4,0.382,3.3,8.6,0.329,1.0,3.1,0.84,2.0,2.4,2.9,0.7,2.2,3.7,0.7,0.4,1.5,2.2,9.6,37.0,39.0
George McCloud,99--00,DEN,78.0,11.0,27.2,0.417,3.4,8.2,0.378,1.4,3.6,0.818,1.9,2.3,3.7,0.9,2.7,3.2,0.6,0.3,1.7,2.3,10.1,33.0,45.0
George McCloud,98--99,PHO,48.0,16.0,25.9,0.438,3.0,6.8,0.416,1.4,3.5,0.862,1.6,1.8,3.4,0.7,2.7,1.6,0.9,0.3,1.0,2.6,8.9,25.0,23.0
George McCloud,97--98,PHO,63.0,13.0,19.3,0.405,2.7,6.8,0.341,1.1,3.3,0.765,0.6,0.8,3.5,0.7,2.7,1.3,0.9,0.2,1.0,2.1,7.2,39.0,24.0
George McCloud,96--97,TOT,64.0,28.0,23.3,0.412,3.7,9.0,0.39,1.5,4.0,0.8220000000000001,1.3,1.6,2.8,0.6,2.2,1.7,1.0,0.1,1.0,2.0,10.3,28.0,36.0
George McCloud,96--97,LAL,23.0,2.0,12.4,0.354,1.5,4.2,0.429,0.9,2.1,0.667,0.3,0.4,1.6,0.3,1.3,0.7,0.4,0.0,0.4,0.9,4.1,13.0,10.0
George McCloud,96--97,DAL,41.0,26.0,29.4,0.423,5.0,11.8,0.38,1.9,5.0,0.8370000000000001,1.9,2.2,3.5,0.7,2.8,2.2,1.3,0.2,1.3,2.6,13.7,15.0,26.0
George McCloud,95--96,DAL,79.0,63.0,36.0,0.414,6.7,16.2,0.379,3.3,8.6,0.804,2.3,2.8,4.8,1.5,3.3,2.7,1.4,0.5,2.1,2.7,18.9,24.0,55.0
George McCloud,94--95,DAL,42.0,3.0,19.1,0.439,3.4,7.8,0.382,0.8,2.1,0.833,1.9,2.3,3.5,2.0,1.5,1.3,0.5,0.2,1.0,1.7,9.6,20.0,22.0
George McCloud,92--93,IND,78.0,21.0,19.2,0.411,2.8,6.7,0.32,0.7,2.3,0.735,1.0,1.3,2.6,0.8,1.9,2.5,0.7,0.1,1.4,2.1,7.2,39.0,39.0
George McCloud,91--92,IND,51.0,5.0,17.5,0.409,2.5,6.1,0.34,0.6,1.8,0.7809999999999999,1.0,1.3,2.6,0.9,1.7,2.3,0.5,0.2,1.2,1.9,6.6,25.0,26.0
George McCloud,90--91,IND,74.0,0.0,14.5,0.373,1.8,4.7,0.34700000000000003,0.6,1.7,0.7759999999999999,0.5,0.7,1.6,0.5,1.1,2.0,0.5,0.1,1.2,1.9,4.6,34.0,40.0
George McCloud,89--90,IND,44.0,0.0,9.4,0.313,1.0,3.3,0.325,0.3,0.9,0.789,0.3,0.4,1.0,0.3,0.7,1.0,0.4,0.1,0.8,1.3,2.7,20.0,24.0
Jack McCloskey,52--53,PHW,1.0,,16.0,0.333,3.0,9.0,,,,,0.0,0.0,3.0,,,1.0,,,,2.0,6.0,,
Dan McClintock,00--01,DEN,6.0,1.0,9.7,0.5,1.5,3.0,,0.0,0.0,0.0,0.0,0.8,2.8,1.7,1.2,0.2,0.0,0.3,0.5,1.8,3.0,3.0,3.0
Ted McClain,78--79,PHO,36.0,,12.9,0.47,1.7,3.7,,,,0.913,1.2,1.3,1.9,0.7,1.2,1.7,0.5,0.0,1.5,1.4,4.6,,
Ted McClain,77--78,TOT,70.0,,14.6,0.439,1.8,4.0,,,,0.7809999999999999,0.8,1.0,1.6,0.3,1.3,2.2,0.8,0.1,1.3,1.8,4.3,,
Ted McClain,77--78,PHI,29.0,,10.1,0.438,1.4,3.3,,,,0.7,0.2,0.3,1.3,0.3,1.0,1.2,0.6,0.1,0.8,1.2,3.1,,
Ted McClain,77--78,BUF,41.0,,17.7,0.44,2.0,4.5,,,,0.794,1.2,1.5,1.8,0.3,1.6,3.0,1.0,0.0,1.7,2.1,5.2,,
Ted McClain,76--77,DEN,72.0,,27.8,0.445,3.4,7.7,,,,0.7440000000000001,1.4,1.8,3.2,0.7,2.5,4.5,1.5,0.2,,3.5,8.2,,
Ted McClain,75--76,TOT,73.0,,26.4,0.423,3.7,8.6,0.25,0.0,0.2,0.8,1.9,2.3,2.8,0.7,2.1,4.2,1.9,0.3,2.7,3.8,9.2,,
Ted McClain,75--76,NYA,30.0,,23.2,0.422,4.3,10.1,0.2,0.1,0.3,0.812,2.7,3.4,2.4,0.9,1.5,3.5,1.9,0.3,2.8,3.7,11.3,,
Ted McClain,75--76,KEN,43.0,,28.6,0.424,3.2,7.6,0.5,0.0,0.0,0.7829999999999999,1.3,1.6,3.1,0.6,2.6,4.7,1.9,0.3,2.5,3.8,7.7,,
Ted McClain,74--75,KEN,72.0,,27.4,0.44,3.6,8.1,0.125,0.0,0.1,0.754,1.4,1.9,3.7,0.9,2.8,5.1,1.8,0.2,2.3,3.2,8.6,,
Ted McClain,73--74,CAR,84.0,,30.7,0.485,5.0,10.4,0.07400000000000001,0.0,0.3,0.772,3.0,3.9,4.3,1.4,2.8,4.1,3.0,0.3,2.8,3.9,13.1,,
Ted McClain,72--73,CAR,84.0,,21.6,0.498,3.9,7.8,0.333,0.1,0.3,0.711,1.7,2.4,3.1,1.3,1.8,2.7,1.4,,2.2,3.0,9.6,,
Ted McClain,71--72,CAR,64.0,,14.1,0.35700000000000004,2.3,6.5,0.245,0.2,0.8,0.775,1.7,2.2,1.9,0.7,1.2,1.9,,,1.8,2.3,6.5,,
Dwayne McClain,85--86,IND,45.0,4.0,10.2,0.383,1.5,4.0,0.111,0.0,0.2,0.514,0.4,0.8,0.7,0.3,0.4,1.5,0.8,0.1,0.9,1.4,3.5,17.0,28.0
Amal McCaskill,03--04,PHI,59.0,3.0,10.8,0.402,0.8,2.0,0.0,0.0,0.0,0.7040000000000001,0.3,0.5,2.3,0.8,1.4,0.3,0.2,0.3,0.4,1.5,1.9,25.0,34.0
Amal McCaskill,02--03,ATL,11.0,0.0,6.4,0.235,0.4,1.5,,0.0,0.0,0.75,0.3,0.4,2.0,0.6,1.4,0.5,0.3,0.1,0.2,1.2,1.0,4.0,7.0
Amal McCaskill,01--02,SAS,27.0,0.0,5.7,0.408,0.7,1.8,,0.0,0.0,0.462,0.4,1.0,1.3,0.6,0.7,0.1,0.2,0.4,0.5,0.9,1.9,22.0,5.0
Amal McCaskill,96--97,ORL,17.0,1.0,6.4,0.313,0.6,1.9,0.0,0.0,0.1,0.667,0.5,0.7,1.3,0.2,1.1,0.4,0.2,0.3,0.6,0.4,1.6,9.0,8.0
Walter McCarty,05--06,LAC,36.0,1.0,9.8,0.333,0.9,2.8,0.222,0.3,1.3,0.5710000000000001,0.3,0.6,1.9,0.4,1.5,0.6,0.2,0.1,0.5,1.4,2.4,15.0,21.0
Walter McCarty,04--05,TOT,72.0,0.0,12.6,0.404,1.3,3.3,0.355,0.8,2.2,0.517,0.2,0.4,1.9,0.4,1.5,0.5,0.3,0.2,0.5,2.0,3.6,42.0,30.0
Walter McCarty,04--05,PHO,28.0,0.0,12.6,0.388,1.2,3.0,0.385,0.9,2.3,0.5,0.3,0.5,2.2,0.3,1.9,0.4,0.4,0.2,0.7,2.1,3.5,20.0,8.0
Walter McCarty,04--05,BOS,44.0,0.0,12.6,0.413,1.4,3.4,0.333,0.7,2.0,0.5329999999999999,0.2,0.3,1.8,0.5,1.3,0.6,0.3,0.2,0.4,1.9,3.7,22.0,22.0
Walter McCarty,03--04,BOS,77.0,23.0,24.7,0.388,2.6,6.8,0.374,1.8,4.8,0.7559999999999999,0.8,1.1,3.1,0.4,2.7,1.6,0.9,0.3,1.2,2.3,7.9,33.0,44.0
Walter McCarty,02--03,BOS,82.0,8.0,23.8,0.414,2.1,5.1,0.3670000000000001,1.1,3.0,0.622,0.7,1.2,3.5,0.8,2.7,1.3,1.0,0.3,0.8,2.3,6.1,44.0,38.0
Walter McCarty,01--02,BOS,56.0,0.0,12.8,0.444,1.4,3.2,0.394,0.7,1.8,0.684,0.2,0.3,2.3,0.6,1.7,0.7,0.3,0.1,0.4,1.5,3.8,33.0,23.0
Walter McCarty,00--01,BOS,60.0,3.0,8.0,0.35700000000000004,0.8,2.1,0.339,0.3,0.9,0.7859999999999999,0.4,0.5,1.4,0.4,1.0,0.7,0.2,0.1,0.3,1.4,2.2,25.0,35.0
Walter McCarty,99--00,BOS,61.0,5.0,14.4,0.339,1.3,3.8,0.309,0.6,1.8,0.722,0.6,0.9,1.8,0.5,1.3,1.1,0.4,0.4,1.1,1.4,3.8,26.0,35.0
Walter McCarty,98--99,BOS,32.0,4.0,20.6,0.362,2.0,5.5,0.26,0.4,1.6,0.7020000000000001,1.3,1.8,3.6,1.1,2.5,1.3,0.8,0.4,1.3,2.8,5.7,10.0,22.0
Walter McCarty,97--98,BOS,82.0,64.0,28.5,0.404,3.6,8.9,0.309,0.7,2.1,0.742,1.8,2.4,4.4,1.7,2.7,2.2,1.3,0.5,1.7,3.3,9.6,36.0,46.0
Walter McCarty,96--97,NYK,35.0,0.0,5.5,0.382,0.7,1.9,0.28600000000000003,0.1,0.4,0.5710000000000001,0.2,0.4,0.7,0.2,0.4,0.4,0.2,0.3,0.5,1.1,1.8,24.0,11.0
Kelly McCarty,98--99,DEN,2.0,0.0,2.0,0.667,1.0,1.5,,0.0,0.0,,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0
Howie McCarty,46--47,DTF,19.0,,,0.122,0.5,4.3,,,,0.1,0.1,0.5,,,,0.1,,,,1.2,1.1,,
Johnny McCarthy,63--64,BOS,28.0,,7.4,0.333,0.6,1.7,,,,0.385,0.2,0.5,1.3,,,0.9,,,,1.5,1.3,,
Johnny McCarthy,61--62,STL,15.0,,22.2,0.247,1.2,4.9,,,,0.444,0.8,1.8,3.7,,,4.7,,,,3.3,3.2,,
Johnny McCarthy,60--61,STL,79.0,,31.9,0.35700000000000004,3.4,9.4,,,,0.54,1.5,2.9,4.1,,,5.4,,,,3.4,8.3,,
Johnny McCarthy,59--60,STL,75.0,,31.8,0.329,3.2,9.7,,,,0.659,2.0,3.0,4.0,,,4.4,,,,3.1,8.4,,
Johnny McCarthy,58--59,CIN,47.0,,38.9,0.373,5.2,14.0,,,,0.667,2.5,3.7,4.8,,,4.8,,,,3.4,12.9,,
Johnny McCarthy,56--57,ROC,72.0,,21.7,0.376,2.4,6.4,,,,0.674,1.8,2.7,2.8,,,1.5,,,,1.8,6.6,,
Willie McCarter,71--72,POR,39.0,,15.7,0.401,2.6,6.6,,,,0.6729999999999999,0.9,1.4,1.1,,,2.2,,,,1.5,6.2,,
Willie McCarter,70--71,LAL,76.0,,18.0,0.417,3.3,7.8,,,,0.597,0.6,1.0,1.6,,,1.7,,,,2.0,7.1,,
Willie McCarter,69--70,LAL,40.0,,21.5,0.378,3.3,8.7,,,,0.7170000000000001,1.1,1.5,2.1,,,2.3,,,,1.8,7.7,,
Andre McCarter,80--81,WSB,43.0,,10.4,0.378,1.2,3.1,0.25,0.0,0.2,0.75,0.4,0.6,0.9,0.4,0.5,1.7,0.3,0.0,0.6,0.8,2.8,,
Andre McCarter,77--78,KCK,1.0,,9.0,0.0,0.0,2.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
Andre McCarter,76--77,KCK,59.0,,12.3,0.463,2.0,4.4,,,,0.711,0.5,0.8,0.9,0.3,0.7,1.7,0.4,0.0,,1.1,4.6,,
Mike McCarron,49--50,TOT,8.0,,,0.2,0.4,1.9,,,,0.6,0.4,0.6,,,,0.4,,,,0.6,1.1,,
Mike McCarron,49--50,STB,5.0,,,0.2,0.4,2.0,,,,0.5,0.2,0.4,,,,0.4,,,,0.0,1.0,,
Mike McCarron,49--50,BLB,3.0,,,0.2,0.3,1.7,,,,0.667,0.7,1.0,,,,0.3,,,,1.7,1.3,,
Mike McCarron,46--47,TRH,60.0,,,0.282,3.9,14.0,,,,0.615,3.0,4.8,,,,1.0,,,,3.1,10.8,,
Rashad McCants,08--09,TOT,58.0,3.0,19.0,0.393,3.3,8.4,0.333,1.1,3.3,0.759,1.8,2.4,1.9,0.4,1.5,1.2,0.8,0.2,1.1,1.8,9.6,10.0,48.0
Rashad McCants,08--09,SAC,24.0,1.0,19.4,0.444,3.6,8.2,0.35700000000000004,1.0,2.9,0.7829999999999999,2.0,2.5,2.0,0.4,1.5,1.5,0.8,0.3,0.8,1.7,10.3,4.0,20.0
Rashad McCants,08--09,MIN,34.0,2.0,18.7,0.36,3.1,8.6,0.319,1.1,3.5,0.741,1.8,2.4,1.9,0.3,1.5,0.9,0.8,0.2,1.3,1.9,9.1,6.0,28.0
Rashad McCants,07--08,MIN,75.0,24.0,26.9,0.453,5.7,12.6,0.407,1.9,4.7,0.748,1.5,2.1,2.7,0.7,2.1,2.2,0.9,0.2,2.3,3.1,14.9,20.0,55.0
Rashad McCants,06--07,MIN,37.0,0.0,15.0,0.35,1.7,4.8,0.267,0.5,2.0,0.69,1.1,1.6,1.3,0.4,0.9,1.0,0.7,0.2,1.1,1.9,5.0,10.0,27.0
Rashad McCants,05--06,MIN,79.0,12.0,17.2,0.45,3.1,6.8,0.3720000000000001,0.8,2.3,0.736,1.0,1.3,1.8,0.4,1.4,0.8,0.6,0.3,1.1,2.2,7.9,31.0,48.0
Mel McCants,89--90,LAL,13.0,0.0,5.0,0.308,0.6,2.0,,0.0,0.0,0.75,0.5,0.6,0.5,0.1,0.4,0.2,0.2,0.1,0.1,0.8,1.7,11.0,2.0
Brendan McCann,59--60,NYK,4.0,,7.3,0.1,0.3,2.5,,,,1.0,0.8,0.8,1.0,,,2.5,,,,0.5,1.3,,
Brendan McCann,58--59,NYK,1.0,,7.0,0.0,0.0,3.0,,,,,0.0,0.0,1.0,,,1.0,,,,1.0,0.0,,
Brendan McCann,57--58,NYK,36.0,,8.2,0.22,0.6,2.8,,,,0.6759999999999999,0.7,1.0,1.3,,,1.5,,,,0.9,1.9,,
Bob McCann,97--98,TOR,1.0,0.0,5.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bob McCann,95--96,WSB,62.0,0.0,10.5,0.4970000000000001,1.2,2.5,0.5,0.0,0.0,0.473,0.6,1.2,2.3,0.7,1.6,0.4,0.3,0.2,0.7,1.9,3.0,30.0,32.0
Bob McCann,92--93,MIN,79.0,7.0,19.4,0.488,2.5,5.2,0.0,0.0,0.0,0.625,1.2,1.9,3.6,1.2,2.4,0.9,0.6,0.7,1.0,2.6,6.3,18.0,61.0
Bob McCann,91--92,DET,26.0,0.0,5.0,0.394,0.5,1.3,0.0,0.0,0.0,0.308,0.2,0.5,1.2,0.5,0.7,0.2,0.2,0.2,0.3,0.9,1.2,13.0,13.0
Bob McCann,89--90,DAL,10.0,0.0,6.2,0.333,0.7,2.1,,0.0,0.0,0.857,1.2,1.4,1.2,0.4,0.8,0.6,0.2,0.2,0.6,0.7,2.6,4.0,6.0
Ken McBride,54--55,MLH,12.0,,20.8,0.327,4.0,12.3,,,,0.7240000000000001,1.8,2.4,2.6,,,1.2,,,,2.6,9.8,,
Bob McAdoo,85--86,PHI,29.0,0.0,21.0,0.462,4.0,8.7,,0.0,0.0,0.765,2.1,2.8,3.6,0.9,2.7,1.2,0.3,0.6,1.7,2.2,10.1,18.0,11.0
Bob McAdoo,84--85,LAL,66.0,0.0,19.0,0.52,4.3,8.3,0.0,0.0,0.0,0.753,1.8,2.5,4.5,1.2,3.3,1.0,0.3,0.8,1.4,2.6,10.5,,
Bob McAdoo,83--84,LAL,70.0,0.0,20.8,0.471,5.0,10.7,0.0,0.0,0.1,0.8029999999999999,3.0,3.8,4.1,1.2,3.0,1.1,0.6,0.7,1.8,2.6,13.1,,
Bob McAdoo,82--83,LAL,47.0,1.0,21.7,0.52,6.2,12.0,0.0,0.0,0.0,0.73,2.5,3.5,5.3,1.6,3.6,0.8,0.9,0.9,1.4,3.3,15.0,,
Bob McAdoo,81--82,LAL,41.0,0.0,18.2,0.458,3.7,8.0,0.0,0.0,0.1,0.7140000000000001,2.2,3.1,3.9,1.1,2.8,0.8,0.5,0.9,1.2,2.7,9.6,,
Bob McAdoo,80--81,TOT,16.0,,20.1,0.433,4.3,9.8,0.0,0.0,0.1,0.7070000000000001,1.8,2.6,4.2,1.1,3.1,1.9,1.1,0.8,2.0,2.4,10.3,,
Bob McAdoo,80--81,NJN,10.0,,15.3,0.507,3.8,7.5,0.0,0.0,0.1,0.81,1.7,2.1,2.6,0.8,1.8,1.0,0.9,0.6,1.4,2.2,9.3,,
Bob McAdoo,80--81,DET,6.0,,28.0,0.366,5.0,13.7,,0.0,0.0,0.6,2.0,3.3,6.8,1.5,5.3,3.3,1.3,1.2,3.0,2.7,12.0,,
Bob McAdoo,79--80,DET,58.0,,36.2,0.48,8.5,17.7,0.125,0.1,0.4,0.73,4.1,5.6,8.1,1.7,6.3,3.4,1.3,1.1,4.1,3.1,21.1,,
Bob McAdoo,78--79,TOT,60.0,,37.2,0.529,9.9,18.8,,,,0.6559999999999999,4.9,7.5,8.7,2.2,6.5,2.8,1.2,1.1,3.6,3.2,24.8,,
Bob McAdoo,78--79,BOS,20.0,,31.9,0.5,8.4,16.7,,,,0.67,3.9,5.8,7.1,1.8,5.3,2.0,0.6,1.0,3.2,2.8,20.6,,
Bob McAdoo,78--79,NYK,40.0,,39.9,0.541,10.7,19.8,,,,0.6509999999999999,5.5,8.4,9.5,2.4,7.1,3.2,1.6,1.2,3.8,3.4,26.9,,
Bob McAdoo,77--78,NYK,79.0,,40.3,0.52,10.3,19.8,,,,0.727,5.9,8.2,12.8,3.0,9.8,3.8,1.3,1.6,4.4,3.8,26.5,,
Bob McAdoo,76--77,TOT,72.0,,38.9,0.512,10.3,20.1,,,,0.738,5.3,7.2,12.9,2.8,10.1,2.8,1.1,1.4,,3.6,25.8,,
Bob McAdoo,76--77,NYK,52.0,,39.1,0.534,10.7,20.1,,,,0.757,5.2,6.9,12.7,2.6,10.2,2.7,1.2,1.3,,3.6,26.7,,
