姓名,赛季,球队,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
Cedric Lewis,95--96,WSB,2.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Cliff Levingston,94--95,DEN,27.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,3.0,4.0,11.0,7.0,5.0,3.0,2.0,2.0,5.0,5.0,9.0
Cliff Levingston,91--92,CHI,27.0,1.0,5.0,10.0,1.0,1.0,2.0,1.0,5.0,8.0,8.0,5.0,5.0,5.0,2.0,2.0,3.0,5.0,13.0
Cliff Levingston,90--91,CHI,28.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,6.0,8.0,12.0,6.0,8.0,4.0,2.0,4.0,3.0,5.0,14.0
Cliff Levingston,89--90,ATL,40.0,1.0,10.0,15.0,1.0,1.0,1.0,1.0,5.0,7.0,12.0,5.0,10.0,5.0,4.0,5.0,3.0,6.0,21.0
Cliff Levingston,88--89,ATL,46.0,1.0,10.0,20.0,1.0,1.0,1.0,1.0,9.0,11.0,15.0,8.0,9.0,4.0,5.0,3.0,5.0,6.0,23.0
Cliff Levingston,87--88,ATL,44.0,1.0,11.0,16.0,1.0,1.0,1.0,1.0,11.0,12.0,17.0,8.0,11.0,6.0,3.0,6.0,4.0,6.0,29.0
Cliff Levingston,86--87,ATL,38.0,1.0,9.0,16.0,0.0,0.0,1.0,1.0,9.0,10.0,17.0,12.0,10.0,3.0,3.0,3.0,4.0,6.0,19.0
Cliff Levingston,85--86,ATL,42.0,1.0,10.0,18.0,0.0,0.0,1.0,1.0,9.0,11.0,17.0,8.0,11.0,5.0,3.0,3.0,6.0,6.0,25.0
Cliff Levingston,84--85,ATL,,,,,,,,,,,,,,,,,,,
Cliff Levingston,83--84,DET,,,,,,,,,,,,,,,,,,,
Cliff Levingston,82--83,DET,,,,,,,,,,,,,,,,,,,
Fat Lever,93--94,DAL,39.0,1.0,7.0,14.0,1.0,2.0,5.0,1.0,4.0,6.0,10.0,5.0,8.0,8.0,9.0,2.0,4.0,6.0,16.0
Fat Lever,91--92,DAL,42.0,0.632,12.0,19.0,1.0,3.0,5.0,1.0,8.0,8.0,10.0,4.0,7.0,7.0,7.0,3.0,4.0,5.0,32.0
Fat Lever,90--91,DAL,26.0,0.444,4.0,9.0,0.0,0.0,1.0,1.0,5.0,6.0,7.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,13.0
Fat Lever,89--90,DEN,46.0,0.875,12.0,26.0,1.0,3.0,5.0,1.0,10.0,13.0,22.0,10.0,15.0,13.0,6.0,2.0,6.0,6.0,31.0
Fat Lever,88--89,DEN,52.0,0.818,15.0,28.0,1.0,5.0,8.0,1.0,13.0,14.0,18.0,9.0,12.0,23.0,8.0,3.0,6.0,6.0,38.0
Fat Lever,87--88,DEN,51.0,0.818,14.0,26.0,1.0,1.0,5.0,1.0,9.0,10.0,21.0,9.0,17.0,16.0,8.0,3.0,7.0,5.0,32.0
Fat Lever,86--87,DEN,50.0,0.769,16.0,25.0,1.0,2.0,5.0,1.0,10.0,11.0,18.0,8.0,14.0,15.0,7.0,2.0,11.0,6.0,36.0
Fat Lever,85--86,DEN,50.0,0.636,11.0,21.0,1.0,2.0,3.0,1.0,9.0,12.0,12.0,6.0,10.0,16.0,5.0,2.0,9.0,6.0,31.0
Fat Lever,84--85,DEN,,,,,,,,,,,,,,,,,,,
Fat Lever,83--84,POR,,,,,,,,,,,,,,,,,,,
Fat Lever,82--83,POR,,,,,,,,,,,,,,,,,,,
Jon Leuer,16--17,DET,41.0,0.889,11.0,23.0,1.0,4.0,7.0,1.0,10.0,10.0,11.0,4.0,9.0,6.0,3.0,2.0,5.0,5.0,24.0
Jon Leuer,15--16,PHO,41.0,1.0,9.0,18.0,1.0,2.0,4.0,1.0,5.0,6.0,14.0,6.0,10.0,5.0,2.0,3.0,5.0,6.0,22.0
Jon Leuer,14--15,MEM,30.0,1.0,9.0,14.0,1.0,2.0,3.0,1.0,4.0,4.0,12.0,3.0,10.0,4.0,2.0,1.0,3.0,6.0,20.0
Jon Leuer,13--14,MEM,32.0,1.0,10.0,14.0,1.0,3.0,4.0,1.0,5.0,6.0,12.0,5.0,9.0,3.0,2.0,3.0,2.0,5.0,23.0
Jon Leuer,12--13,TOT,24.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,0.0,2.0,4.0,11.0
Jon Leuer,12--13,MEM,17.0,1.0,4.0,4.0,,0.0,0.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,0.0,1.0,2.0,11.0
Jon Leuer,12--13,CLE,24.0,1.0,3.0,8.0,0.0,0.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,7.0
Jon Leuer,11--12,MIL,32.0,1.0,9.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,9.0,5.0,7.0,5.0,2.0,2.0,3.0,5.0,19.0
Clifford Lett,90--91,SAS,20.0,0.8,4.0,7.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,11.0
Clifford Lett,89--90,CHI,11.0,1.0,1.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0
Ronnie Lester,85--86,LAL,25.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,0.0,2.0,7.0,2.0,2.0,7.0,3.0,8.0
Ronnie Lester,84--85,LAL,,,,,,,,,,,,,,,,,,,
Ronnie Lester,83--84,CHI,,,,,,,,,,,,,,,,,,,
Ronnie Lester,82--83,CHI,,,,,,,,,,,,,,,,,,,
Ronnie Lester,81--82,CHI,,,,,,,,,,,,,,,,,,,
Ronnie Lester,80--81,CHI,,,,,,,,,,,,,,,,,,,
Travis Leslie,11--12,LAC,10.0,1.0,3.0,6.0,,0.0,0.0,0.5,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0
Jim Les,94--95,ATL,20.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,10.0,11.0,6.0,3.0,3.0,7.0,2.0,0.0,2.0,5.0,12.0
Jim Les,93--94,SAC,28.0,0.7140000000000001,5.0,7.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,7.0,2.0,1.0,2.0,4.0,11.0
Jim Les,92--93,SAC,35.0,1.0,5.0,11.0,1.0,4.0,9.0,1.0,7.0,8.0,7.0,2.0,6.0,9.0,3.0,1.0,5.0,4.0,14.0
Jim Les,91--92,SAC,37.0,1.0,6.0,13.0,1.0,4.0,7.0,1.0,8.0,8.0,7.0,2.0,7.0,9.0,3.0,1.0,4.0,4.0,17.0
Jim Les,90--91,SAC,48.0,1.0,6.0,8.0,1.0,4.0,7.0,1.0,8.0,9.0,5.0,2.0,4.0,17.0,4.0,1.0,4.0,5.0,20.0
Jim Les,89--90,TOT,26.0,0.6,3.0,5.0,0.0,0.0,1.0,1.0,5.0,6.0,2.0,2.0,1.0,7.0,2.0,0.0,3.0,3.0,11.0
Jim Les,89--90,LAC,26.0,0.6,3.0,5.0,0.0,0.0,1.0,1.0,5.0,6.0,2.0,2.0,1.0,7.0,2.0,0.0,2.0,2.0,11.0
Jim Les,89--90,UTA,6.0,,0.0,0.0,,0.0,0.0,0.5,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0
Jim Les,88--89,UTA,24.0,1.0,3.0,8.0,0.5,1.0,2.0,1.0,6.0,6.0,5.0,2.0,4.0,8.0,3.0,1.0,5.0,4.0,10.0
Kawhi Leonard,16--17,SAS,46.0,0.769,15.0,30.0,1.0,5.0,10.0,1.0,15.0,15.0,12.0,4.0,12.0,7.0,6.0,3.0,7.0,5.0,41.0
Kawhi Leonard,15--16,SAS,40.0,0.769,13.0,24.0,1.0,7.0,10.0,1.0,12.0,15.0,14.0,6.0,12.0,7.0,5.0,5.0,4.0,5.0,33.0
