姓名,赛季,球队,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
Michael Stewart,04--05,ATL,32.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,3.0,10.0,4.0,6.0,1.0,3.0,2.0,1.0,6.0,6.0
Michael Stewart,03--04,TOT,18.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,6.0,2.0,5.0,0.0,1.0,4.0,1.0,5.0,6.0
Michael Stewart,03--04,BOS,10.0,1.0,1.0,2.0,,0.0,0.0,0.5,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0
Michael Stewart,03--04,CLE,18.0,0.667,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,6.0,1.0,5.0,0.0,1.0,4.0,1.0,5.0,6.0
Michael Stewart,02--03,CLE,17.0,1.0,2.0,4.0,,0.0,0.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0
Michael Stewart,01--02,TOR,18.0,0.6,3.0,5.0,,0.0,0.0,1.0,2.0,3.0,7.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,7.0
Michael Stewart,00--01,TOR,16.0,1.0,2.0,4.0,,0.0,0.0,1.0,2.0,4.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,6.0
Michael Stewart,99--00,TOR,30.0,1.0,5.0,12.0,,0.0,0.0,1.0,3.0,4.0,11.0,6.0,6.0,1.0,1.0,2.0,2.0,6.0,11.0
Michael Stewart,98--99,TOR,26.0,1.0,4.0,5.0,,0.0,0.0,1.0,2.0,4.0,7.0,4.0,6.0,3.0,2.0,6.0,2.0,5.0,9.0
Michael Stewart,97--98,SAC,43.0,1.0,6.0,10.0,,0.0,0.0,1.0,5.0,6.0,19.0,9.0,11.0,4.0,2.0,9.0,5.0,6.0,14.0
Larry Stewart,96--97,SEA,31.0,1.0,7.0,11.0,1.0,2.0,3.0,1.0,7.0,7.0,10.0,4.0,9.0,5.0,3.0,2.0,4.0,5.0,19.0
Larry Stewart,94--95,WSB,36.0,1.0,8.0,15.0,0.0,0.0,1.0,1.0,4.0,7.0,8.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,18.0
Larry Stewart,93--94,WSB,17.0,1.0,2.0,5.0,,0.0,0.0,1.0,4.0,6.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,8.0
Larry Stewart,92--93,WSB,46.0,1.0,12.0,19.0,0.0,0.0,1.0,1.0,10.0,13.0,16.0,9.0,7.0,11.0,4.0,4.0,6.0,6.0,32.0
Larry Stewart,91--92,WSB,48.0,1.0,9.0,15.0,0.0,0.0,1.0,1.0,10.0,11.0,12.0,6.0,9.0,6.0,5.0,3.0,4.0,6.0,23.0
Kebu Stewart,97--98,PHI,22.0,1.0,3.0,6.0,,0.0,0.0,1.0,5.0,6.0,7.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,11.0
DeShawn Stevenson,12--13,ATL,38.0,1.0,5.0,11.0,1.0,5.0,11.0,1.0,2.0,3.0,7.0,2.0,6.0,4.0,2.0,1.0,4.0,6.0,17.0
DeShawn Stevenson,11--12,NJN,33.0,0.75,5.0,13.0,0.75,5.0,12.0,1.0,3.0,3.0,7.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,15.0
DeShawn Stevenson,10--11,DAL,35.0,1.0,8.0,13.0,1.0,6.0,12.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,24.0
DeShawn Stevenson,09--10,TOT,46.0,1.0,4.0,8.0,1.0,3.0,5.0,1.0,3.0,4.0,7.0,1.0,7.0,5.0,2.0,1.0,2.0,4.0,11.0
DeShawn Stevenson,09--10,DAL,28.0,0.667,4.0,7.0,0.75,3.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,11.0
DeShawn Stevenson,09--10,WAS,46.0,1.0,4.0,8.0,1.0,2.0,5.0,1.0,3.0,4.0,7.0,1.0,7.0,5.0,2.0,1.0,2.0,4.0,10.0
DeShawn Stevenson,08--09,WAS,38.0,0.667,7.0,14.0,1.0,5.0,10.0,1.0,6.0,9.0,5.0,1.0,5.0,8.0,2.0,1.0,4.0,6.0,21.0
DeShawn Stevenson,07--08,WAS,45.0,1.0,11.0,21.0,1.0,8.0,12.0,1.0,9.0,10.0,7.0,3.0,6.0,7.0,4.0,2.0,4.0,4.0,33.0
DeShawn Stevenson,06--07,WAS,42.0,1.0,11.0,18.0,1.0,4.0,8.0,1.0,6.0,9.0,10.0,4.0,6.0,7.0,4.0,2.0,5.0,5.0,28.0
DeShawn Stevenson,05--06,ORL,47.0,0.833,10.0,16.0,1.0,1.0,2.0,1.0,7.0,9.0,7.0,4.0,6.0,5.0,2.0,1.0,4.0,6.0,22.0
DeShawn Stevenson,04--05,ORL,43.0,1.0,13.0,23.0,1.0,4.0,9.0,1.0,8.0,11.0,8.0,4.0,5.0,5.0,2.0,1.0,6.0,4.0,29.0
DeShawn Stevenson,03--04,TOT,49.0,0.818,10.0,19.0,1.0,4.0,7.0,1.0,8.0,11.0,11.0,4.0,9.0,5.0,3.0,2.0,5.0,5.0,24.0
DeShawn Stevenson,03--04,ORL,49.0,0.667,10.0,16.0,1.0,4.0,7.0,1.0,6.0,8.0,7.0,4.0,7.0,5.0,3.0,1.0,5.0,5.0,21.0
DeShawn Stevenson,03--04,UTA,41.0,0.818,10.0,19.0,1.0,2.0,4.0,1.0,8.0,11.0,11.0,4.0,9.0,4.0,3.0,2.0,5.0,5.0,24.0
DeShawn Stevenson,02--03,UTA,34.0,1.0,8.0,18.0,1.0,1.0,2.0,1.0,4.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,18.0
DeShawn Stevenson,01--02,UTA,40.0,1.0,7.0,14.0,0.5,1.0,3.0,1.0,6.0,7.0,8.0,4.0,6.0,9.0,3.0,3.0,3.0,5.0,16.0
DeShawn Stevenson,00--01,UTA,25.0,1.0,4.0,8.0,1.0,1.0,3.0,1.0,4.0,6.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,11.0
Barry Stevens,92--93,GSW,3.0,0.5,1.0,2.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Brook Steppe,88--89,POR,34.0,1.0,5.0,10.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,13.0
Brook Steppe,86--87,SAC,38.0,1.0,10.0,15.0,1.0,3.0,3.0,1.0,6.0,8.0,5.0,3.0,3.0,6.0,5.0,1.0,5.0,4.0,24.0
Brook Steppe,84--85,DET,,,,,,,,,,,,,,,,,,,
Brook Steppe,83--84,IND,,,,,,,,,,,,,,,,,,,
Brook Steppe,82--83,KCK,,,,,,,,,,,,,,,,,,,
Lance Stephenson,16--17,TOT,45.0,1.0,9.0,15.0,1.0,2.0,4.0,1.0,3.0,4.0,10.0,2.0,9.0,7.0,1.0,1.0,4.0,5.0,21.0
Lance Stephenson,16--17,IND,25.0,0.5,5.0,10.0,1.0,2.0,2.0,1.0,2.0,2.0,10.0,1.0,9.0,6.0,1.0,1.0,3.0,5.0,12.0
Lance Stephenson,16--17,MIN,20.0,1.0,3.0,7.0,0.0,0.0,1.0,0.5,1.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,6.0
Lance Stephenson,16--17,NOH,45.0,0.6,9.0,15.0,0.333,1.0,4.0,1.0,3.0,4.0,8.0,2.0,6.0,7.0,1.0,1.0,4.0,5.0,21.0
Lance Stephenson,15--16,TOT,38.0,1.0,12.0,21.0,1.0,3.0,4.0,1.0,8.0,12.0,11.0,4.0,10.0,7.0,3.0,1.0,6.0,6.0,33.0
Lance Stephenson,15--16,MEM,38.0,0.75,12.0,21.0,1.0,3.0,3.0,1.0,8.0,12.0,11.0,4.0,8.0,7.0,3.0,1.0,6.0,5.0,33.0
Lance Stephenson,15--16,LAC,30.0,1.0,8.0,13.0,1.0,3.0,4.0,1.0,3.0,4.0,10.0,2.0,10.0,4.0,2.0,1.0,4.0,6.0,19.0
Lance Stephenson,14--15,CHA,47.0,0.8,9.0,18.0,1.0,3.0,8.0,1.0,6.0,7.0,14.0,3.0,14.0,13.0,3.0,2.0,6.0,5.0,20.0
Lance Stephenson,13--14,IND,46.0,0.8,10.0,19.0,1.0,5.0,8.0,1.0,8.0,10.0,14.0,5.0,14.0,12.0,4.0,1.0,8.0,6.0,28.0
Lance Stephenson,12--13,IND,40.0,1.0,9.0,16.0,1.0,4.0,9.0,1.0,7.0,8.0,11.0,3.0,11.0,7.0,5.0,2.0,5.0,6.0,22.0
Lance Stephenson,11--12,IND,35.0,1.0,10.0,15.0,1.0,2.0,4.0,1.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,22.0
Lance Stephenson,10--11,IND,22.0,1.0,3.0,8.0,0.0,0.0,2.0,1.0,5.0,6.0,6.0,1.0,6.0,6.0,1.0,0.0,3.0,3.0,11.0
Joe Stephens,99--00,VAN,22.0,1.0,5.0,11.0,0.0,0.0,3.0,1.0,2.0,2.0,7.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,10.0
Joe Stephens,97--98,HOU,8.0,1.0,2.0,7.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0
Joe Stephens,96--97,HOU,7.0,0.333,1.0,3.0,0.5,1.0,2.0,,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0
Everette Stephens,90--91,MIL,3.0,1.0,2.0,2.0,,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
Everette Stephens,88--89,IND,21.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,6.0,2.0,2.0,4.0,5.0,8.0
Vladimir Stepania,03--04,POR,33.0,1.0,5.0,7.0,,0.0,0.0,1.0,4.0,6.0,12.0,5.0,12.0,2.0,2.0,2.0,3.0,4.0,10.0
Vladimir Stepania,02--03,MIA,35.0,1.0,8.0,12.0,,0.0,0.0,1.0,5.0,8.0,15.0,8.0,13.0,2.0,4.0,3.0,4.0,5.0,17.0
Vladimir Stepania,01--02,MIA,45.0,1.0,7.0,14.0,1.0,1.0,1.0,1.0,5.0,12.0,12.0,5.0,9.0,2.0,3.0,7.0,3.0,6.0,19.0
Vladimir Stepania,00--01,NJN,25.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,4.0,7.0,3.0,3.0,2.0,3.0,5.0,8.0
Vladimir Stepania,99--00,SEA,21.0,1.0,5.0,13.0,0.0,0.0,2.0,1.0,4.0,7.0,7.0,4.0,6.0,1.0,2.0,2.0,4.0,5.0,11.0
Vladimir Stepania,98--99,SEA,34.0,1.0,5.0,13.0,0.0,0.0,2.0,1.0,7.0,11.0,10.0,6.0,9.0,2.0,2.0,3.0,5.0,5.0,17.0
Matt Steigenga,96--97,CHI,8.0,0.5,1.0,2.0,0.0,0.0,1.0,0.5,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
John Starks,01--02,UTA,39.0,1.0,8.0,13.0,1.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,6.0,3.0,0.0,4.0,6.0,20.0
John Starks,00--01,UTA,44.0,0.8,10.0,17.0,1.0,5.0,6.0,1.0,7.0,8.0,8.0,4.0,4.0,7.0,4.0,1.0,5.0,6.0,21.0
John Starks,99--00,TOT,43.0,0.667,12.0,26.0,1.0,5.0,11.0,1.0,7.0,7.0,8.0,2.0,8.0,12.0,4.0,1.0,5.0,6.0,28.0
John Starks,99--00,CHI,30.0,0.667,6.0,13.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,4.0,3.0,1.0,2.0,4.0,17.0
John Starks,99--00,GSW,43.0,0.5710000000000001,12.0,26.0,1.0,5.0,11.0,1.0,7.0,7.0,8.0,2.0,8.0,12.0,4.0,1.0,5.0,6.0,28.0
John Starks,98--99,GSW,43.0,0.583,11.0,25.0,0.667,5.0,10.0,1.0,5.0,6.0,10.0,3.0,7.0,12.0,5.0,1.0,5.0,6.0,27.0
John Starks,97--98,NYK,49.0,0.8,11.0,20.0,1.0,9.0,12.0,1.0,11.0,13.0,7.0,3.0,6.0,9.0,5.0,1.0,5.0,6.0,34.0
John Starks,96--97,NYK,39.0,0.75,10.0,20.0,1.0,7.0,12.0,1.0,12.0,13.0,6.0,2.0,6.0,9.0,4.0,1.0,8.0,6.0,31.0
John Starks,95--96,NYK,45.0,0.75,14.0,24.0,1.0,7.0,16.0,1.0,8.0,8.0,7.0,2.0,6.0,9.0,7.0,2.0,6.0,6.0,37.0
John Starks,94--95,NYK,45.0,0.7140000000000001,12.0,21.0,1.0,8.0,15.0,1.0,6.0,10.0,7.0,3.0,6.0,9.0,5.0,2.0,6.0,6.0,35.0
John Starks,93--94,NYK,52.0,0.867,15.0,29.0,1.0,7.0,10.0,1.0,10.0,12.0,7.0,3.0,7.0,12.0,6.0,2.0,8.0,6.0,39.0
John Starks,92--93,NYK,56.0,0.75,13.0,36.0,1.0,6.0,13.0,1.0,11.0,13.0,7.0,4.0,5.0,14.0,6.0,2.0,7.0,6.0,39.0
John Starks,91--92,NYK,40.0,0.833,12.0,22.0,1.0,8.0,15.0,1.0,12.0,15.0,6.0,4.0,5.0,11.0,4.0,3.0,5.0,6.0,30.0
John Starks,90--91,NYK,39.0,1.0,10.0,19.0,1.0,4.0,5.0,1.0,6.0,9.0,7.0,3.0,7.0,9.0,3.0,2.0,4.0,6.0,25.0
John Starks,88--89,GSW,25.0,1.0,5.0,11.0,1.0,4.0,5.0,1.0,4.0,6.0,9.0,3.0,8.0,3.0,2.0,2.0,5.0,3.0,14.0
Terence Stansbury,86--87,SEA,24.0,1.0,6.0,10.0,1.0,3.0,5.0,1.0,4.0,6.0,4.0,2.0,2.0,6.0,2.0,0.0,4.0,5.0,16.0
Terence Stansbury,85--86,IND,33.0,1.0,8.0,16.0,1.0,1.0,4.0,1.0,9.0,9.0,8.0,3.0,8.0,11.0,4.0,1.0,7.0,6.0,22.0
Terence Stansbury,84--85,IND,,,,,,,,,,,,,,,,,,,
Jerry Stackhouse,12--13,BKN,30.0,0.833,5.0,11.0,1.0,5.0,7.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,17.0
Jerry Stackhouse,11--12,ATL,23.0,0.667,4.0,8.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,11.0
Jerry Stackhouse,10--11,MIA,19.0,0.5,2.0,4.0,0.5,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,5.0
Jerry Stackhouse,09--10,MIL,32.0,0.7,7.0,14.0,1.0,4.0,7.0,1.0,8.0,8.0,6.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,20.0
Jerry Stackhouse,08--09,DAL,24.0,0.556,5.0,12.0,0.6,3.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,17.0
Jerry Stackhouse,07--08,DAL,36.0,0.75,9.0,15.0,1.0,3.0,7.0,1.0,11.0,11.0,8.0,4.0,5.0,6.0,2.0,2.0,3.0,5.0,23.0
Jerry Stackhouse,06--07,DAL,42.0,0.769,12.0,20.0,1.0,5.0,8.0,1.0,11.0,12.0,6.0,4.0,4.0,9.0,3.0,1.0,5.0,3.0,33.0
Jerry Stackhouse,05--06,DAL,41.0,0.7140000000000001,11.0,18.0,1.0,3.0,6.0,1.0,12.0,12.0,7.0,4.0,6.0,8.0,3.0,2.0,5.0,6.0,29.0
Jerry Stackhouse,04--05,DAL,46.0,0.667,11.0,21.0,1.0,4.0,7.0,1.0,11.0,14.0,12.0,5.0,8.0,7.0,5.0,2.0,7.0,5.0,29.0
Jerry Stackhouse,03--04,WAS,42.0,0.667,11.0,26.0,1.0,3.0,5.0,1.0,8.0,11.0,8.0,2.0,8.0,11.0,5.0,1.0,6.0,4.0,29.0
Jerry Stackhouse,02--03,WAS,52.0,0.667,15.0,25.0,1.0,5.0,8.0,1.0,15.0,17.0,10.0,4.0,9.0,10.0,5.0,2.0,6.0,6.0,38.0
Jerry Stackhouse,01--02,DET,44.0,0.706,17.0,30.0,1.0,4.0,11.0,1.0,15.0,17.0,9.0,5.0,7.0,13.0,4.0,2.0,10.0,5.0,40.0
Jerry Stackhouse,00--01,DET,49.0,0.722,21.0,36.0,0.75,6.0,13.0,1.0,18.0,20.0,12.0,4.0,8.0,11.0,5.0,4.0,11.0,6.0,57.0
Jerry Stackhouse,99--00,DET,51.0,0.833,14.0,31.0,1.0,6.0,10.0,1.0,17.0,21.0,9.0,5.0,8.0,11.0,7.0,3.0,9.0,6.0,40.0
Jerry Stackhouse,98--99,DET,43.0,0.7,9.0,23.0,1.0,3.0,7.0,1.0,15.0,17.0,7.0,3.0,5.0,10.0,4.0,2.0,6.0,5.0,34.0
Jerry Stackhouse,97--98,TOT,47.0,0.889,13.0,22.0,1.0,3.0,7.0,1.0,13.0,14.0,8.0,6.0,6.0,8.0,4.0,3.0,8.0,6.0,35.0
Jerry Stackhouse,97--98,DET,47.0,0.889,13.0,22.0,1.0,3.0,7.0,1.0,13.0,14.0,8.0,6.0,6.0,8.0,4.0,3.0,7.0,6.0,35.0
Jerry Stackhouse,97--98,PHI,42.0,0.727,12.0,20.0,1.0,2.0,4.0,1.0,10.0,11.0,7.0,5.0,5.0,6.0,4.0,3.0,8.0,6.0,32.0
Jerry Stackhouse,96--97,PHI,53.0,0.7140000000000001,14.0,24.0,1.0,5.0,12.0,1.0,15.0,20.0,10.0,6.0,6.0,9.0,3.0,5.0,9.0,6.0,39.0
Jerry Stackhouse,95--96,PHI,48.0,0.7,13.0,27.0,1.0,5.0,9.0,1.0,18.0,19.0,15.0,6.0,11.0,10.0,3.0,5.0,8.0,5.0,34.0
Ryan Stack,99--00,CLE,25.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,4.0,6.0,8.0,3.0,5.0,2.0,2.0,2.0,3.0,6.0,8.0
Ryan Stack,98--99,CLE,24.0,1.0,3.0,6.0,,0.0,0.0,1.0,5.0,6.0,6.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,11.0
Larry Spriggs,85--86,LAL,35.0,1.0,7.0,15.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,3.0,5.0,4.0,4.0,2.0,6.0,5.0,18.0
Larry Spriggs,84--85,LAL,,,,,,,,,,,,,,,,,,,
Larry Spriggs,83--84,LAL,,,,,,,,,,,,,,,,,,,
Larry Spriggs,82--83,CHI,,,,,,,,,,,,,,,,,,,
Larry Spriggs,81--82,HOU,,,,,,,,,,,,,,,,,,,
Latrell Sprewell,04--05,MIN,44.0,1.0,12.0,28.0,1.0,5.0,11.0,1.0,8.0,8.0,8.0,4.0,7.0,6.0,3.0,2.0,4.0,4.0,32.0
Latrell Sprewell,03--04,MIN,46.0,0.75,14.0,27.0,1.0,6.0,10.0,1.0,12.0,14.0,10.0,5.0,8.0,8.0,4.0,2.0,5.0,4.0,37.0
Latrell Sprewell,02--03,NYK,54.0,0.737,14.0,25.0,1.0,9.0,13.0,1.0,9.0,12.0,11.0,3.0,9.0,11.0,5.0,3.0,7.0,6.0,38.0
Latrell Sprewell,01--02,NYK,54.0,0.654,18.0,36.0,0.8,9.0,14.0,1.0,12.0,12.0,8.0,3.0,7.0,10.0,4.0,3.0,7.0,5.0,49.0
Latrell Sprewell,00--01,NYK,50.0,0.727,12.0,24.0,1.0,3.0,5.0,1.0,9.0,13.0,11.0,3.0,9.0,9.0,4.0,2.0,8.0,6.0,32.0
Latrell Sprewell,99--00,NYK,48.0,0.765,13.0,25.0,1.0,2.0,6.0,1.0,11.0,13.0,11.0,4.0,10.0,10.0,4.0,3.0,7.0,5.0,33.0
Latrell Sprewell,98--99,NYK,41.0,0.667,11.0,21.0,1.0,3.0,5.0,1.0,12.0,15.0,7.0,3.0,5.0,8.0,4.0,1.0,5.0,4.0,31.0
Latrell Sprewell,97--98,GSW,47.0,0.581,18.0,31.0,0.5710000000000001,4.0,7.0,1.0,10.0,14.0,7.0,2.0,7.0,8.0,2.0,1.0,8.0,5.0,45.0
Latrell Sprewell,96--97,GSW,53.0,0.64,16.0,28.0,1.0,6.0,10.0,1.0,22.0,25.0,13.0,3.0,10.0,13.0,5.0,3.0,8.0,5.0,46.0
Latrell Sprewell,95--96,GSW,50.0,0.778,14.0,27.0,1.0,5.0,9.0,1.0,14.0,16.0,13.0,6.0,9.0,9.0,5.0,4.0,9.0,6.0,32.0
Latrell Sprewell,94--95,GSW,53.0,0.636,16.0,31.0,1.0,4.0,9.0,1.0,17.0,19.0,9.0,4.0,7.0,9.0,8.0,4.0,9.0,4.0,40.0
Latrell Sprewell,93--94,GSW,53.0,0.765,14.0,27.0,1.0,5.0,9.0,1.0,16.0,18.0,11.0,3.0,10.0,11.0,5.0,5.0,6.0,5.0,41.0
Latrell Sprewell,92--93,GSW,48.0,0.8,14.0,22.0,1.0,4.0,10.0,1.0,10.0,14.0,11.0,4.0,8.0,11.0,4.0,3.0,6.0,6.0,36.0
Tiago Splitter,16--17,PHI,22.0,0.75,5.0,12.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,12.0
Tiago Splitter,15--16,ATL,23.0,1.0,5.0,7.0,0.0,0.0,1.0,1.0,4.0,4.0,7.0,4.0,5.0,3.0,3.0,1.0,3.0,5.0,11.0
Tiago Splitter,14--15,SAS,31.0,1.0,10.0,14.0,,0.0,0.0,1.0,6.0,6.0,14.0,7.0,10.0,4.0,3.0,3.0,4.0,5.0,23.0
Tiago Splitter,13--14,SAS,35.0,1.0,8.0,13.0,0.0,0.0,1.0,1.0,8.0,12.0,14.0,7.0,13.0,7.0,2.0,3.0,5.0,5.0,22.0
Tiago Splitter,12--13,SAS,36.0,1.0,10.0,13.0,0.0,0.0,1.0,1.0,8.0,10.0,14.0,6.0,10.0,7.0,3.0,4.0,4.0,6.0,25.0
Tiago Splitter,11--12,SAS,33.0,1.0,11.0,13.0,,0.0,0.0,1.0,9.0,12.0,11.0,5.0,8.0,5.0,2.0,3.0,5.0,5.0,26.0
Tiago Splitter,10--11,SAS,28.0,1.0,7.0,11.0,0.0,0.0,1.0,1.0,7.0,10.0,14.0,6.0,10.0,2.0,3.0,3.0,3.0,4.0,18.0
Felton Spencer,01--02,NYK,18.0,1.0,1.0,4.0,,0.0,0.0,1.0,4.0,6.0,6.0,4.0,5.0,1.0,3.0,2.0,2.0,5.0,4.0
Felton Spencer,00--01,NYK,22.0,1.0,4.0,5.0,,0.0,0.0,0.833,7.0,9.0,7.0,3.0,4.0,1.0,2.0,1.0,2.0,5.0,15.0
Felton Spencer,99--00,SAS,16.0,1.0,2.0,3.0,,0.0,0.0,1.0,4.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0
Felton Spencer,98--99,GSW,19.0,1.0,5.0,7.0,,0.0,0.0,1.0,3.0,6.0,6.0,4.0,3.0,0.0,1.0,4.0,2.0,4.0,11.0
Felton Spencer,97--98,GSW,27.0,1.0,5.0,7.0,,0.0,0.0,1.0,5.0,6.0,13.0,6.0,8.0,2.0,2.0,3.0,4.0,6.0,10.0
Felton Spencer,96--97,TOT,37.0,1.0,6.0,9.0,,0.0,0.0,1.0,6.0,8.0,13.0,5.0,10.0,2.0,3.0,5.0,5.0,6.0,14.0
Felton Spencer,96--97,GSW,37.0,1.0,6.0,9.0,,0.0,0.0,1.0,6.0,8.0,13.0,5.0,10.0,2.0,3.0,5.0,5.0,6.0,14.0
Felton Spencer,96--97,ORL,19.0,1.0,2.0,2.0,,0.0,0.0,,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0
Felton Spencer,95--96,UTA,28.0,1.0,6.0,8.0,,0.0,0.0,1.0,6.0,9.0,11.0,5.0,8.0,2.0,2.0,3.0,4.0,6.0,16.0
Felton Spencer,94--95,UTA,43.0,1.0,7.0,14.0,,0.0,0.0,1.0,10.0,12.0,14.0,7.0,12.0,3.0,2.0,3.0,5.0,6.0,19.0
Felton Spencer,93--94,UTA,53.0,1.0,9.0,19.0,,0.0,0.0,1.0,6.0,8.0,18.0,9.0,14.0,4.0,3.0,5.0,6.0,6.0,22.0
Felton Spencer,92--93,MIN,32.0,1.0,6.0,8.0,,0.0,0.0,1.0,7.0,8.0,14.0,9.0,9.0,2.0,3.0,4.0,5.0,6.0,13.0
Felton Spencer,91--92,MIN,39.0,1.0,8.0,14.0,,0.0,0.0,1.0,6.0,9.0,16.0,7.0,10.0,3.0,3.0,7.0,4.0,6.0,20.0
Felton Spencer,90--91,MIN,43.0,1.0,7.0,10.0,0.0,0.0,1.0,1.0,9.0,11.0,19.0,11.0,14.0,4.0,2.0,6.0,4.0,6.0,23.0
Elmore Spencer,96--97,SEA,5.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Elmore Spencer,95--96,TOT,7.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,5.0
Elmore Spencer,95--96,POR,5.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,5.0
Elmore Spencer,95--96,DEN,7.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0
Elmore Spencer,94--95,LAC,37.0,1.0,6.0,12.0,0.0,0.0,1.0,1.0,4.0,6.0,10.0,2.0,8.0,5.0,3.0,4.0,5.0,5.0,15.0
Elmore Spencer,93--94,LAC,45.0,1.0,11.0,15.0,0.0,0.0,1.0,1.0,6.0,9.0,14.0,5.0,10.0,5.0,3.0,8.0,6.0,6.0,28.0
Elmore Spencer,92--93,LAC,17.0,1.0,4.0,6.0,,0.0,0.0,1.0,3.0,6.0,6.0,2.0,6.0,1.0,1.0,2.0,3.0,4.0,8.0
Andre Spencer,93--94,TOT,31.0,1.0,6.0,15.0,,0.0,0.0,1.0,8.0,13.0,10.0,5.0,6.0,4.0,3.0,2.0,3.0,4.0,18.0
Andre Spencer,93--94,SAC,31.0,1.0,6.0,15.0,,0.0,0.0,1.0,8.0,13.0,10.0,5.0,5.0,4.0,3.0,1.0,3.0,4.0,18.0
Andre Spencer,93--94,GSW,22.0,1.0,3.0,6.0,,0.0,0.0,1.0,2.0,2.0,7.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,8.0
Andre Spencer,92--93,TOT,39.0,1.0,9.0,18.0,0.0,0.0,1.0,1.0,8.0,10.0,11.0,6.0,7.0,8.0,3.0,3.0,4.0,5.0,24.0
Andre Spencer,92--93,GSW,39.0,1.0,9.0,18.0,0.0,0.0,1.0,1.0,8.0,10.0,11.0,6.0,7.0,8.0,3.0,3.0,4.0,5.0,24.0
Andre Spencer,92--93,ATL,9.0,0.0,0.0,2.0,,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0
Marreese Speights,16--17,LAC,29.0,1.0,8.0,15.0,1.0,4.0,7.0,1.0,6.0,7.0,12.0,4.0,10.0,5.0,2.0,3.0,3.0,6.0,23.0
